,G_Dey1.jpg_persistence.pkl,G_Dey10.jpeg_persistence.pkl,G_Dey2.jpg_persistence.pkl,G_Dey3.jpeg_persistence.pkl,G_Dey4.jpg_persistence.pkl,G_Dey5.jpg_persistence.pkl,G_Dey6.jpg_persistence.pkl,G_Dey7.jpeg_persistence.pkl,G_Dey8.jpg_persistence.pkl,G_Dey9.jpg_persistence.pkl,G_Gen1.jpg_persistence.pkl,G_Gen10.jpg_persistence.pkl,G_Gen2.jpg_persistence.pkl,G_Gen3.jpg_persistence.pkl,G_Gen4.png_persistence.pkl,G_Gen5.jpeg_persistence.pkl,G_Gen6.jpg_persistence.pkl,G_Gen7.jpg_persistence.pkl,G_Gen8.jpg_persistence.pkl,G_Gen9.jpg_persistence.pkl,G_Goya1.jpg_persistence.pkl,G_Goya10.jpg_persistence.pkl,G_Goya2.jpg_persistence.pkl,G_Goya3.jpg_persistence.pkl,G_Goya4.jpg_persistence.pkl,G_Goya5.jpg_persistence.pkl,G_Goya6.jpg_persistence.pkl,G_Goya7.jpg_persistence.pkl,G_Goya8.jpg_persistence.pkl,G_Goya9.jpg_persistence.pkl,G_Klimt1.jpg_persistence.pkl,G_Klimt10.jpeg_persistence.pkl,G_Klimt2.jpg_persistence.pkl,G_Klimt3.jpg_persistence.pkl,G_Klimt4.jpg_persistence.pkl,G_Klimt5.jpg_persistence.pkl,G_Klimt6.jpg_persistence.pkl,G_Klimt7.jpg_persistence.pkl,G_Klimt8.jpg_persistence.pkl,G_Klimt9.jpg_persistence.pkl,G_Mithila1.jpg_persistence.pkl,G_Mithila10.jpg_persistence.pkl,G_Mithila2.jpg_persistence.pkl,G_Mithila3.jpg_persistence.pkl,G_Mithila4.jpeg_persistence.pkl,G_Mithila5.jpg_persistence.pkl,G_Mithila6.jpg_persistence.pkl,G_Mithila7.jpeg_persistence.pkl,G_Mithila8.jpeg_persistence.pkl,G_Mithila9.jpg_persistence.pkl,G_Raja1.jpg_persistence.pkl,G_Raja10.jpg_persistence.pkl,G_Raja2.jpg_persistence.pkl,G_Raja3.jpg_persistence.pkl,G_Raja4.jpg_persistence.pkl,G_Raja5.jpeg_persistence.pkl,G_Raja6.jpg_persistence.pkl,G_Raja7.jpg_persistence.pkl,G_Raja8.jpg_persistence.pkl,G_Raja9.jpg_persistence.pkl,G_Ren1.jpg_persistence.pkl,G_Ren10.jpg_persistence.pkl,G_Ren2.jpg_persistence.pkl,G_Ren3.jpg_persistence.pkl,G_Ren4.jpg_persistence.pkl,G_Ren5.jpg_persistence.pkl,G_Ren6.jpg_persistence.pkl,G_Ren7.jpg_persistence.pkl,G_Ren8.jpg_persistence.pkl,G_Ren9.jpeg_persistence.pkl,G_Robert1.jpg_persistence.pkl,G_Robert10.jpg_persistence.pkl,G_Robert2.jpg_persistence.pkl,G_Robert3.jpg_persistence.pkl,G_Robert4.jpg_persistence.pkl,G_Robert5.jpg_persistence.pkl,G_Robert6.jpg_persistence.pkl,G_Robert7.jpg_persistence.pkl,G_Robert8.jpg_persistence.pkl,G_Robert9.jpg_persistence.pkl,G_Sid1.jpeg_persistence.pkl,G_Sid10.jpg_persistence.pkl,G_Sid2.jpeg_persistence.pkl,G_Sid3.jpg_persistence.pkl,G_Sid4.jpg_persistence.pkl,G_Sid5.jpeg_persistence.pkl,G_Sid6.jpeg_persistence.pkl,G_Sid7.jpg_persistence.pkl,G_Sid8.jpg_persistence.pkl,G_Sid9.jpg_persistence.pkl,G_Vin1.jpg_persistence.pkl,G_Vin10.jpg_persistence.pkl,G_Vin2.jpg_persistence.pkl,G_Vin3.jpg_persistence.pkl,G_Vin4.jpg_persistence.pkl,G_Vin5.jpg_persistence.pkl,G_Vin6.jpg_persistence.pkl,G_Vin7.jpg_persistence.pkl,G_Vin8.jpeg_persistence.pkl,G_Vin9.jpg_persistence.pkl
G_Ren7.jpg_persistence.pkl,5657.0,5006.5,3521.5,4842.0,4353.5,6355.0,6585.0,11989.0,6975.5,4196.5,8124.5,5292.5,5687.5,5150.5,5783.5,7002.0,7746.0,8302.5,5940.5,5856.5,4407.0,4171.5,5916.5,5217.0,5982.0,9389.0,6491.5,8085.5,6814.0,5670.5,3555.0,8043.5,6167.5,11122.5,8321.0,6639.5,7108.0,8468.5,5030.5,3553.0,17419.5,16567.0,7269.0,11901.0,8045.0,12784.0,15219.0,10983.0,11902.0,3920.5,5037.5,5346.0,5097.0,4664.5,4664.0,5063.5,4855.0,5950.0,5470.5,4875.5,8377.0,3705.0,11463.5,7253.5,5867.5,3172.5,5156.5,0.0,9497.0,3866.0,3645.0,5486.5,4277.0,5236.5,6367.0,4794.0,5312.0,4476.0,4817.5,6122.0,4456.5,5501.5,3854.5,3397.0,5518.0,7399.0,9665.5,6012.5,9389.5,5470.5,5857.5,5893.0,5596.0,4269.0,4723.0,5830.5,4372.0,5919.0,4809.5,5331.5
G_Ren8.jpg_persistence.pkl,13385.0,13384.5,11609.5,12856.0,11586.5,14214.5,14593.5,13478.0,15228.5,11643.0,15889.5,13395.5,13352.5,12607.5,14132.0,14936.0,14976.0,15805.0,13527.5,12966.0,11851.5,12143.0,13133.5,13342.0,14026.0,15244.0,14344.5,15588.0,14490.5,13413.5,10619.5,9652.5,7242.5,7425.0,9599.5,10231.5,11556.5,13210.0,11378.0,8493.0,13333.0,15886.0,5519.5,4986.0,4732.0,11827.0,15140.0,8031.5,6688.5,10999.0,12383.5,11031.5,13099.0,11187.5,12343.5,13253.0,11533.5,14166.5,13718.0,12257.5,13030.5,10561.0,7099.0,6158.0,13102.0,8168.5,8993.0,9497.0,0.0,11851.5,11903.5,13742.5,12795.5,12595.0,14628.5,13159.5,13292.0,12679.5,12529.5,11326.0,11143.5,10404.5,10035.5,9887.5,7150.5,12923.0,7404.5,13466.5,11446.0,13901.0,11171.5,7622.0,9067.0,9612.5,12010.0,10372.5,8622.5,5728.5,8840.0,10113.5
G_Ren9.jpeg_persistence.pkl,3027.0,2516.0,2707.0,2620.0,4467.5,3951.5,4332.5,12836.0,4659.0,2193.5,6113.5,3118.0,3880.0,3802.0,3871.5,4729.5,6472.0,6081.0,4058.0,5315.0,3931.5,2890.5,3857.5,3297.0,3614.0,7559.0,4317.5,5899.5,4721.0,3686.5,3248.5,9369.5,8310.0,12871.5,9072.5,6614.5,7564.5,8347.5,5328.0,4587.0,18685.0,16684.0,9545.0,14597.0,10151.0,13363.5,15521.5,12604.5,13670.5,4317.5,3933.0,5218.5,3045.5,4328.5,2454.5,2400.5,4122.5,3379.5,2592.0,4506.0,8098.5,3728.5,13029.0,9283.0,4773.0,4951.0,5929.0,3866.0,11851.5,0.0,3225.5,3542.0,2298.0,4432.0,4520.5,3229.0,4239.5,3175.5,3542.0,6164.5,3952.5,5871.0,4283.5,4295.5,6956.0,6692.0,10838.0,5211.5,9343.0,3425.0,5985.0,7297.0,6255.5,4597.5,3490.0,5637.5,6090.5,7786.0,6816.0,6200.0
G_Robert1.jpg_persistence.pkl,5583.5,3051.0,1582.0,3901.0,2587.5,5069.0,3724.5,13493.0,3960.0,4499.0,5903.5,3407.0,3949.0,3880.0,2869.5,4527.0,6499.0,6826.0,4637.0,4807.5,3122.0,2728.5,5444.5,2837.0,3392.0,9353.5,4949.0,6927.0,5112.0,3878.0,4216.0,9586.5,7123.5,12297.0,7825.0,7454.5,6854.5,6898.5,5038.5,5430.5,17210.0,15439.0,9342.0,13436.5,9997.5,13314.0,14203.5,12485.5,12616.5,2816.0,3989.5,5805.0,3099.0,4548.0,3837.0,3672.5,5338.0,3988.5,3716.0,4169.0,9758.0,4973.5,11081.5,9565.0,6056.0,4722.0,6995.5,3645.0,11903.5,3225.5,0.0,2671.5,1561.0,3193.0,3462.0,2009.5,2858.0,1809.5,3376.0,6710.5,4660.5,5418.0,4658.5,5135.5,7658.0,7953.0,10569.5,5219.5,11379.5,3376.0,7611.5,7531.0,7268.5,4428.0,5293.5,5614.0,5240.0,7573.5,4315.0,6899.5
G_Robert10.jpg_persistence.pkl,5260.0,2308.5,3076.0,3372.5,3577.5,4174.5,2118.5,14083.0,2239.0,4762.0,4444.5,2311.0,2869.0,3211.0,1541.5,2812.5,5429.0,5365.0,3689.0,4561.0,2956.5,2432.5,4893.5,1829.5,1939.5,8479.0,3685.0,5684.0,3715.5,2823.5,5673.0,10860.0,8734.5,12971.5,8583.0,7596.5,6922.5,6703.5,4882.5,6758.5,17757.5,15243.0,11189.0,15293.5,11943.5,13011.0,14013.0,13207.5,13765.0,4481.5,3635.0,5791.5,2286.0,4612.0,3552.0,2926.5,4861.5,3282.0,3179.5,3810.5,10431.5,5603.5,12531.0,10949.0,5792.5,6419.5,8469.5,5486.5,13742.5,3542.0,2671.5,0.0,1990.5,2256.5,2307.5,1607.0,1937.0,1874.0,2864.5,6648.0,4737.5,5642.5,5735.5,6605.5,8904.0,7474.0,11541.0,4201.0,12153.0,2216.0,8632.0,9022.0,8367.5,5372.0,5583.5,6183.0,7009.5,9741.0,6085.5,8702.0
G_Robert2.jpg_persistence.pkl,4508.0,2240.5,1948.0,3039.5,3104.0,4024.0,2870.0,13851.5,3070.0,3729.5,5055.0,2433.0,3039.0,3384.5,2125.5,3557.0,5847.5,5807.5,3761.5,4682.0,3163.5,2386.5,4666.5,2123.5,2413.5,8315.5,3937.0,5908.0,4073.0,3044.0,4492.0,10448.5,7971.5,12922.0,8284.5,7550.0,7027.0,6952.0,5070.0,5804.5,17752.0,15483.5,10148.0,14363.5,10743.0,13363.0,14333.0,13041.5,13353.0,3395.5,3639.5,5633.0,2271.0,4307.5,3033.5,2608.5,4927.5,3196.5,2684.0,4011.5,9756.0,4952.0,12086.0,10332.5,5792.5,5523.0,7537.0,4277.0,12795.5,2298.0,1561.0,1990.5,0.0,2892.0,2911.5,1724.5,2622.0,1873.0,2855.5,6553.0,4323.0,5753.0,5207.5,5616.0,8103.5,7622.5,11232.5,4751.5,11183.0,2450.0,7793.5,8468.0,7678.5,5017.0,4977.0,5823.5,5917.5,8441.5,5466.0,7206.0
G_Robert3.jpg_persistence.pkl,6297.0,2941.5,3669.0,4257.0,3105.0,4980.0,3237.5,13367.0,3454.0,5582.5,5480.5,3301.0,3781.5,3946.5,2183.5,4057.0,6036.5,6594.5,4522.0,4781.0,3062.0,2767.5,5719.5,2614.5,3084.0,9687.5,4777.5,6884.5,4900.0,3810.0,5746.0,10793.5,7315.5,11761.0,6984.5,7247.0,5395.5,5543.0,4214.5,6382.0,16244.0,13873.0,10293.5,13845.5,11151.0,12277.0,12658.0,11929.0,12348.5,5099.5,4000.5,5849.0,3010.0,3836.0,4442.0,4128.0,4630.0,4174.0,4141.0,3516.0,10640.0,5417.5,10966.0,10031.0,6241.0,5337.5,8631.5,5236.5,12595.0,4432.0,3193.0,2256.5,2892.0,0.0,2871.0,2031.5,1778.0,2559.5,2675.5,6138.0,4549.5,4576.0,5044.0,6438.5,8078.0,6768.5,10016.5,3908.0,12192.0,2865.5,8608.5,8530.5,8132.0,4304.0,6287.5,4778.5,5736.0,9497.0,5275.0,8862.0
G_Robert4.jpg_persistence.pkl,6101.0,3122.0,3899.5,4156.5,4470.5,4782.5,2789.0,14967.0,2902.0,5764.5,5106.0,3006.5,3630.0,4002.0,1708.5,3479.0,6064.5,6163.5,4377.0,5327.5,3909.0,3395.0,5667.0,2597.5,2636.0,9472.0,4401.0,6593.5,4477.0,3577.0,6561.0,11886.5,9596.5,13822.0,9342.0,8365.5,7560.5,6525.0,5464.5,7630.5,18094.5,14513.0,12039.0,16132.0,12431.5,13336.0,13699.0,14097.5,14693.0,5251.0,4164.0,6397.5,2935.5,5169.5,4351.0,3956.5,5759.5,4100.0,4038.5,4176.5,11212.0,6324.0,13345.5,11824.0,6851.0,7282.0,9447.5,6367.0,14628.5,4520.5,3462.0,2307.5,2911.5,2871.0,0.0,2306.5,2110.5,2966.5,3657.0,6728.0,5373.5,6528.5,6593.5,7549.5,9760.0,8134.0,11938.5,4712.0,13008.0,2626.5,9400.0,9961.5,9179.5,6235.5,6557.0,6912.5,7900.5,10623.5,7027.5,9524.0
G_Robert5.jpg_persistence.pkl,5134.5,1976.0,2426.5,3166.0,3125.5,4171.0,2432.0,13650.5,2695.0,4450.0,4698.5,2310.0,2898.5,3112.0,1725.5,3225.5,5506.5,5587.0,3631.0,4273.5,2704.5,2112.0,4687.5,1736.5,2174.5,8582.5,3831.5,5809.5,3925.0,2813.0,4962.5,10488.5,8132.0,12598.0,8058.0,7249.0,6571.5,6435.0,4568.5,6101.0,17479.5,15068.0,10440.5,14720.0,11288.5,12861.0,13908.0,12773.5,13270.5,3915.5,3332.0,5448.0,2160.0,4141.0,3301.5,2874.0,4519.0,3165.5,3020.0,3469.0,9944.0,5098.5,11996.0,10492.5,5591.0,5698.0,7933.0,4794.0,13159.5,3229.0,2009.5,1607.0,1724.5,2031.5,2306.5,0.0,1781.5,1534.5,2394.0,6256.5,4483.5,5261.0,5169.5,6059.5,8352.0,7214.5,10928.0,4128.0,11723.0,2275.5,8112.5,8449.0,7814.0,4764.5,5167.0,5644.0,6322.0,9108.0,5588.5,7986.0
G_Robert6.jpg_persistence.pkl,6005.5,2785.0,3390.5,3935.5,3354.0,4703.0,2854.5,13935.5,3128.0,5424.5,5061.0,2970.5,3409.5,3693.0,1672.0,3741.0,5778.0,6198.5,4249.0,4709.0,3016.5,2522.0,5410.5,2253.5,2723.0,9317.0,4495.5,6531.5,4463.5,3481.5,5698.0,10960.5,8153.0,12490.0,7789.5,7417.0,6220.5,5778.0,4432.0,6579.5,16937.0,14266.5,10624.5,14578.5,11239.0,12609.0,13106.5,12773.5,13170.5,4851.0,3684.0,5607.5,2680.0,4087.5,4118.5,3891.5,4795.0,3983.5,3927.5,3369.5,10530.5,5432.5,11804.5,10564.5,6086.5,5970.0,8580.5,5312.0,13292.0,4239.5,2858.0,1937.0,2622.0,1778.0,2110.5,1781.5,0.0,2433.5,2720.5,6231.0,4522.5,5283.5,5323.0,6551.0,8517.5,7079.5,10674.0,3928.5,12229.5,2501.5,8579.0,8806.5,8258.5,4999.5,6023.5,5569.0,6416.5,9571.5,5693.5,8705.5
G_Robert7.jpg_persistence.pkl,5042.5,2313.5,2117.0,3297.5,2949.0,4270.5,2926.5,13198.0,3205.5,4244.0,4980.0,2590.5,3243.5,3182.5,2472.0,3607.5,5738.0,5732.0,3667.0,4199.0,2415.5,2130.0,4607.0,1987.5,2561.5,8515.0,4026.5,5925.5,4303.5,3003.5,4733.0,9723.5,7851.5,12301.5,8141.5,6854.5,6528.0,6729.5,4661.0,5690.0,17448.0,15330.5,10230.5,14436.5,11019.0,12719.0,14069.5,12426.5,13078.5,3655.0,3258.5,5324.0,2360.5,4141.5,3242.0,2908.0,4558.5,3147.0,3088.5,3456.5,9543.0,4935.0,11818.0,9889.5,5255.0,5322.0,7269.5,4476.0,12679.5,3175.5,1809.5,1874.0,1873.0,2559.5,2966.5,1534.5,2433.5,0.0,2639.0,6228.5,4264.0,4992.5,4706.0,5458.0,7983.5,7105.0,10622.0,4235.5,11377.0,2854.0,7598.0,7899.5,7293.5,4366.5,4956.5,5492.0,6064.5,8709.0,5354.0,7728.5
G_Robert8.jpg_persistence.pkl,4984.0,2770.0,3451.5,2975.5,3676.0,4555.0,3266.5,12479.0,3709.0,4505.5,4910.5,2819.0,2869.5,3028.0,3390.0,3969.5,5167.5,5632.5,3717.0,3998.5,2621.0,2429.5,4554.0,2455.0,3090.5,8001.5,4079.5,5872.0,4183.0,3175.0,5088.5,9829.5,7897.0,11668.0,7929.5,6444.0,6168.0,6754.5,4193.0,5752.5,17362.0,15055.0,10062.0,14379.0,11143.5,12024.5,13968.5,11682.0,13025.0,5124.0,3121.5,4879.5,2415.5,3534.5,3215.5,3375.0,3581.5,3732.0,3560.5,3232.5,9437.5,4678.5,12002.0,9646.0,4807.5,5098.5,7639.5,4817.5,12529.5,3542.0,3376.0,2864.5,2855.5,2675.5,3657.0,2394.0,2720.5,2639.0,0.0,5580.5,4170.5,4444.0,4645.5,5782.5,7844.5,6411.0,10250.5,3928.5,11384.5,3268.0,7664.5,8008.0,7393.5,4175.0,4631.5,5095.0,6063.5,9157.0,6246.0,8101.0
G_Robert9.jpg_persistence.pkl,6580.0,6301.5,6374.5,5618.5,6789.5,6675.5,6861.5,11153.0,7507.5,6264.0,7620.5,5672.0,5593.5,5100.0,6648.5,6728.0,6755.5,7244.5,5570.5,5255.5,5141.5,5241.5,5545.5,5820.5,6420.5,8140.5,6035.5,7273.5,6373.0,5626.5,6863.0,8734.5,7514.0,9529.0,7074.5,5029.5,5342.0,6448.5,3954.5,5759.5,16084.5,13617.0,9820.5,13537.5,10283.5,8974.0,12182.5,9794.5,12099.0,7032.5,4250.0,3844.0,5729.5,3537.0,4970.5,5874.0,4067.0,6574.0,6503.0,4262.5,8780.0,4542.0,11556.5,7464.5,5813.0,6322.5,7435.5,6122.0,11326.0,6164.5,6710.5,6648.0,6553.0,6138.0,6728.0,6256.5,6231.0,6228.5,5580.5,0.0,3802.0,5143.0,4894.5,6279.5,5890.5,5786.0,8234.5,4863.0,9957.0,6432.0,7175.0,7272.0,6401.0,5754.5,5364.0,5361.0,7493.5,9261.0,8233.5,9150.5
G_Sid1.jpeg_persistence.pkl,4576.0,4069.5,4352.0,3770.5,4983.5,4299.0,5544.0,11317.5,5999.0,3897.0,6677.5,4189.5,4527.5,3849.5,4951.0,5721.5,6180.0,6298.5,3962.0,4554.5,3635.5,3533.5,3888.5,4296.5,4823.0,7171.0,4692.5,6084.0,5450.5,4334.5,4898.5,8044.5,7142.0,10787.0,7261.5,4582.0,5554.5,6747.0,3638.0,4516.5,16653.0,14605.0,9124.0,13440.5,9642.5,10501.5,13372.0,10791.0,12066.0,5405.5,3178.5,3378.5,3828.5,2648.0,3310.5,3802.5,3097.5,4234.0,4043.0,3440.5,7399.5,3289.5,11450.0,7592.0,4535.0,4891.0,6018.0,4456.5,11143.5,3952.5,4660.5,4737.5,4323.0,4549.5,5373.5,4483.5,4522.5,4264.0,4170.5,3802.0,0.0,4233.0,3214.5,4111.0,5853.0,4627.0,8663.5,3992.0,8675.0,4626.0,5594.0,6181.5,5068.5,4420.0,4291.5,4882.5,6003.0,8072.0,6787.0,7234.5
G_Sid10.jpg_persistence.pkl,6557.5,5675.5,5044.0,5279.5,4166.5,5878.0,6033.0,10704.0,6462.5,5782.5,7062.5,4921.0,5069.0,4295.0,6249.0,6256.5,6767.5,7245.0,4997.0,4763.0,3911.5,4614.5,5538.5,5201.0,5595.0,8667.5,5568.0,7170.5,5998.5,4891.5,5953.5,8118.5,6097.5,9303.5,5419.5,5142.5,4267.5,7081.0,3786.0,5419.5,15053.0,14116.5,9013.5,11991.5,10262.5,10348.0,13191.5,8928.0,10278.5,5969.0,4142.0,4763.0,4788.0,3787.5,4706.5,5713.0,4082.5,5557.5,6004.5,4003.0,9082.0,4793.5,9529.5,7565.5,5724.5,4192.0,7276.5,5501.5,10404.5,5871.0,5418.0,5642.5,5753.0,4576.0,6528.5,5261.0,5283.5,4992.5,4444.0,5143.0,4233.0,0.0,3771.0,5384.5,6607.0,6221.5,7769.0,4975.5,10824.5,6024.5,7042.0,6203.5,6198.5,3376.0,5792.0,4390.5,4500.0,8444.0,5904.0,8662.5
G_Sid2.jpeg_persistence.pkl,4815.0,4849.5,4224.5,4547.5,4422.5,5302.5,6538.0,10113.5,7085.5,4259.0,7559.5,5162.5,5490.5,4876.0,6154.5,6600.5,7205.0,7122.0,4992.0,5251.0,3984.0,4170.5,4444.0,5251.0,5865.0,7975.5,5567.5,6847.5,6308.0,5180.0,4266.5,6759.5,6495.0,10415.5,7231.0,4178.0,5719.5,7734.0,4101.5,3818.0,16701.0,15536.0,7997.0,12739.0,9125.0,11091.5,14384.0,9912.5,11478.0,5361.0,4371.5,4333.0,4876.0,3456.5,3954.0,4407.5,3394.0,5388.5,4733.5,3989.0,7246.0,2866.0,11023.0,6683.5,4326.5,3575.0,5011.0,3854.5,10035.5,4283.5,4658.5,5735.5,5207.5,5044.0,6593.5,5169.5,5323.0,4706.0,4645.5,4894.5,3214.5,3771.0,0.0,3366.0,5192.0,5034.5,8412.5,5014.5,8913.5,5596.0,4997.0,4665.0,4408.5,3042.0,4155.5,4580.0,4942.0,7191.0,5740.0,6919.0
G_Sid3.jpg_persistence.pkl,4779.0,5235.5,4817.0,5189.0,5394.5,5602.0,7524.5,11084.0,8083.0,3706.5,8818.5,6163.0,6450.0,5656.0,7073.5,7769.5,8353.5,8080.5,5958.5,6294.5,5073.5,5187.0,4993.0,6207.5,6804.0,8230.0,6735.5,7922.5,7482.5,6263.0,3747.0,6800.5,6964.0,11315.0,8704.5,4937.0,7465.0,9169.0,5394.5,3369.5,17731.5,17016.0,7646.5,12686.0,8610.0,12575.5,15545.5,11055.0,12255.0,5263.5,5420.5,5289.5,5810.5,5062.5,4787.5,5165.5,4683.5,5649.5,5227.5,5617.0,6191.0,3175.0,11967.0,6921.0,5123.0,3838.5,3995.5,3397.0,9887.5,4295.5,5135.5,6605.5,5616.0,6438.5,7549.5,6059.5,6551.0,5458.0,5782.5,6279.5,4111.0,5384.5,3366.0,0.0,5218.5,5477.5,9551.0,6251.5,7339.5,6519.0,3835.0,5153.5,3705.0,4833.0,4328.5,5941.5,5067.5,6482.0,6448.0,5396.5
G_Sid4.jpg_persistence.pkl,8103.5,8310.5,7241.5,7718.5,7425.0,8880.5,9661.5,9584.5,10318.5,6833.0,10810.0,8380.5,8427.0,7580.0,9184.5,9828.5,9772.0,10182.0,8286.0,7808.0,7047.0,7112.0,7513.5,8414.5,9074.0,9681.5,8877.5,9936.5,9166.5,8271.0,6061.0,6565.0,5527.0,7720.5,6695.0,5165.5,6985.5,8792.5,6057.0,3759.5,14408.5,14597.5,5395.0,9803.5,6298.0,9474.5,13149.0,7416.0,9215.5,7387.0,7324.0,5630.5,8185.5,5906.5,7173.0,7887.5,6229.5,9016.0,8371.5,7011.5,7931.5,5012.5,9698.5,3978.5,7591.0,4732.0,4804.5,5518.0,7150.5,6956.0,7658.0,8904.0,8103.5,8078.0,9760.0,8352.0,8517.5,7983.5,7844.5,5890.5,5853.0,6607.0,5192.0,5218.5,0.0,7421.5,7088.0,7874.5,7370.5,8754.0,6049.5,4849.5,4084.0,6243.0,6705.5,6317.0,5720.0,5700.5,7343.5,7078.0
G_Sid5.jpeg_persistence.pkl,5071.5,6067.0,7676.0,5935.0,7964.0,5063.5,7567.5,11345.0,8192.5,5825.5,7840.5,6478.5,6599.5,5775.5,7764.5,7531.5,7684.5,6759.0,5183.5,6398.5,6056.0,6072.5,4196.0,6844.5,6958.5,6428.0,6177.5,6323.0,6882.5,6218.0,7381.5,8076.0,10019.0,12403.0,9781.5,4998.0,7338.0,9278.0,5787.5,6717.0,18624.0,16592.0,11112.5,15655.5,12136.5,11241.5,15154.5,11857.0,14142.0,8602.0,5588.0,5241.5,6074.0,4804.0,5413.0,5898.5,4267.5,5505.0,5823.0,5465.5,6113.5,4954.5,14149.0,8821.0,4991.0,7476.5,7074.5,7399.0,12923.0,6692.0,7953.0,7474.0,7622.5,6768.5,8134.0,7214.5,7079.5,7105.0,6411.0,5786.0,4627.0,6221.5,5034.5,5477.5,7421.5,0.0,10703.0,5118.0,7763.5,7025.5,5138.0,7617.0,5587.5,6661.5,5723.5,7255.5,8805.0,10697.5,9808.0,9577.5
G_Sid6.jpeg_persistence.pkl,12135.0,10965.0,9993.5,10714.5,9274.0,11723.0,12555.5,12661.0,13145.0,10838.5,13799.0,11286.0,11278.5,10474.0,11557.0,12912.0,12925.0,13522.5,11167.5,10885.5,9900.5,10088.0,11131.0,11097.5,12047.0,13425.5,12237.0,13604.0,12539.0,11404.0,10350.0,9742.5,5531.0,5430.0,5062.0,8472.0,6957.0,8958.5,8438.0,8698.5,9668.0,10736.0,8151.5,8449.0,8254.5,8669.0,10188.5,7217.5,6358.5,10746.0,9980.5,8608.0,11054.0,8642.5,10508.0,11253.5,9357.5,11665.0,11634.5,9790.5,13190.0,9088.5,5692.5,6964.5,11484.5,7652.5,10132.0,9665.5,7404.5,10838.0,10569.5,11541.0,11232.5,10016.5,11938.5,10928.0,10674.0,10622.0,10250.5,8234.5,8663.5,7769.0,8412.5,9551.0,7088.0,10703.0,0.0,10426.0,12362.5,11414.5,11471.0,8396.5,8928.0,7679.0,11198.0,6573.0,7301.0,9262.0,8831.0,11964.5
G_Sid7.jpg_persistence.pkl,4879.5,4013.5,5301.5,4094.5,5745.0,3979.0,4035.0,12804.5,4722.0,5141.5,4796.5,3465.0,3662.0,3427.0,4288.0,4207.0,5303.5,4733.0,3054.0,4371.0,3465.0,3461.5,4142.0,3528.0,3634.0,7310.0,3514.5,4894.5,3897.5,3196.0,6854.0,9785.5,8733.5,11925.5,8480.5,6328.0,5830.5,6896.0,4035.0,6566.0,17482.5,15075.0,11170.0,15279.0,12272.0,10735.0,13821.0,11853.5,13759.0,6339.0,3171.5,4874.0,3132.5,3439.0,3721.0,4061.5,3665.5,3782.0,4042.0,3137.5,8893.5,4821.5,12940.0,9664.5,4877.5,6735.5,8278.0,6012.5,13466.5,5211.5,5219.5,4201.0,4751.5,3908.0,4712.0,4128.0,3928.5,4235.5,3928.5,4863.0,3992.0,4975.5,5014.5,6251.5,7874.5,5118.0,10426.0,0.0,10721.0,3968.5,7377.5,8571.0,7255.0,5562.0,5381.5,6244.5,7871.5,10815.0,7726.5,9774.5
G_Sid8.jpg_persistence.pkl,8718.0,10617.5,10869.0,10256.0,11839.5,10002.0,12517.5,9776.5,13142.0,8398.5,13221.0,11165.0,11331.0,10317.0,12453.0,12405.5,12496.5,11649.0,10149.0,10803.0,10773.5,10511.0,8393.0,11501.5,11768.5,9164.0,10960.5,10973.5,11680.5,10978.0,8682.0,7497.5,11890.5,12337.5,12706.0,7716.0,12097.0,14261.0,10135.0,7635.5,19435.5,19520.0,8574.0,14116.0,10510.0,13411.5,17981.0,11479.0,13885.5,10549.5,10139.0,8381.0,10888.5,9495.5,9491.0,10044.0,8859.5,10522.0,9988.0,10519.0,4679.5,7670.5,15741.0,8104.0,9340.5,9557.0,5607.0,9389.5,11446.0,9343.0,11379.5,12153.0,11183.0,12192.0,13008.0,11723.0,12229.5,11377.0,11384.5,9957.0,8675.0,10824.5,8913.5,7339.5,7370.5,7763.5,12362.5,10721.0,0.0,11721.0,5289.0,8100.5,6228.0,10959.0,8584.0,11478.5,10701.5,10196.0,12939.0,8441.0
G_Sid9.jpg_persistence.pkl,4752.5,2166.5,3404.5,3222.0,4450.5,3533.5,2726.0,14188.5,2825.5,4550.5,4537.5,2132.5,2981.0,3413.5,1838.0,2990.5,5537.5,5126.5,3497.5,4885.0,3444.5,2688.5,4501.5,2198.5,2121.5,8368.5,3423.5,5539.0,3459.0,2783.5,5557.0,11078.5,8960.5,13325.0,8942.0,7552.5,6866.5,6910.0,4732.5,6676.5,18046.5,15405.5,11296.5,15635.0,12130.0,12701.0,14280.0,13341.0,14015.0,4754.5,3773.5,5748.0,2207.5,4431.0,3274.5,2769.0,4812.5,3347.0,2753.5,3755.5,10126.5,5313.0,13124.0,11012.5,5989.5,6546.5,8345.5,5470.5,13901.0,3425.0,3376.0,2216.0,2450.0,2865.5,2626.5,2275.5,2501.5,2854.0,3268.0,6432.0,4626.0,6024.5,5596.0,6519.0,8754.0,7025.5,11414.5,3968.5,11721.0,0.0,8311.5,9030.5,8168.0,5521.0,5579.5,6212.0,7521.0,10098.5,6927.0,8711.0
