,G_Dey1.jpg_persistence.pkl,G_Dey10.jpeg_persistence.pkl,G_Dey2.jpg_persistence.pkl,G_Dey3.jpeg_persistence.pkl,G_Dey4.jpg_persistence.pkl,G_Dey5.jpg_persistence.pkl,G_Dey6.jpg_persistence.pkl,G_Dey7.jpeg_persistence.pkl,G_Dey8.jpg_persistence.pkl,G_Dey9.jpg_persistence.pkl,G_Gen1.jpg_persistence.pkl,G_Gen10.jpg_persistence.pkl,G_Gen2.jpg_persistence.pkl,G_Gen3.jpg_persistence.pkl,G_Gen4.png_persistence.pkl,G_Gen5.jpeg_persistence.pkl,G_Gen6.jpg_persistence.pkl,G_Gen7.jpg_persistence.pkl,G_Gen8.jpg_persistence.pkl,G_Gen9.jpg_persistence.pkl,G_Goya1.jpg_persistence.pkl,G_Goya10.jpg_persistence.pkl,G_Goya2.jpg_persistence.pkl,G_Goya3.jpg_persistence.pkl,G_Goya4.jpg_persistence.pkl,G_Goya5.jpg_persistence.pkl,G_Goya6.jpg_persistence.pkl,G_Goya7.jpg_persistence.pkl,G_Goya8.jpg_persistence.pkl,G_Goya9.jpg_persistence.pkl,G_Klimt1.jpg_persistence.pkl,G_Klimt10.jpeg_persistence.pkl,G_Klimt2.jpg_persistence.pkl,G_Klimt3.jpg_persistence.pkl,G_Klimt4.jpg_persistence.pkl,G_Klimt5.jpg_persistence.pkl,G_Klimt6.jpg_persistence.pkl,G_Klimt7.jpg_persistence.pkl,G_Klimt8.jpg_persistence.pkl,G_Klimt9.jpg_persistence.pkl,G_Mithila1.jpg_persistence.pkl,G_Mithila10.jpg_persistence.pkl,G_Mithila2.jpg_persistence.pkl,G_Mithila3.jpg_persistence.pkl,G_Mithila4.jpeg_persistence.pkl,G_Mithila5.jpg_persistence.pkl,G_Mithila6.jpg_persistence.pkl,G_Mithila7.jpeg_persistence.pkl,G_Mithila8.jpeg_persistence.pkl,G_Mithila9.jpg_persistence.pkl,G_Raja1.jpg_persistence.pkl,G_Raja10.jpg_persistence.pkl,G_Raja2.jpg_persistence.pkl,G_Raja3.jpg_persistence.pkl,G_Raja4.jpg_persistence.pkl,G_Raja5.jpeg_persistence.pkl,G_Raja6.jpg_persistence.pkl,G_Raja7.jpg_persistence.pkl,G_Raja8.jpg_persistence.pkl,G_Raja9.jpg_persistence.pkl,G_Ren1.jpg_persistence.pkl,G_Ren10.jpg_persistence.pkl,G_Ren2.jpg_persistence.pkl,G_Ren3.jpg_persistence.pkl,G_Ren4.jpg_persistence.pkl,G_Ren5.jpg_persistence.pkl,G_Ren6.jpg_persistence.pkl,G_Ren7.jpg_persistence.pkl,G_Ren8.jpg_persistence.pkl,G_Ren9.jpeg_persistence.pkl,G_Robert1.jpg_persistence.pkl,G_Robert10.jpg_persistence.pkl,G_Robert2.jpg_persistence.pkl,G_Robert3.jpg_persistence.pkl,G_Robert4.jpg_persistence.pkl,G_Robert5.jpg_persistence.pkl,G_Robert6.jpg_persistence.pkl,G_Robert7.jpg_persistence.pkl,G_Robert8.jpg_persistence.pkl,G_Robert9.jpg_persistence.pkl,G_Sid1.jpeg_persistence.pkl,G_Sid10.jpg_persistence.pkl,G_Sid2.jpeg_persistence.pkl,G_Sid3.jpg_persistence.pkl,G_Sid4.jpg_persistence.pkl,G_Sid5.jpeg_persistence.pkl,G_Sid6.jpeg_persistence.pkl,G_Sid7.jpg_persistence.pkl,G_Sid8.jpg_persistence.pkl,G_Sid9.jpg_persistence.pkl,G_Vin1.jpg_persistence.pkl,G_Vin10.jpg_persistence.pkl,G_Vin2.jpg_persistence.pkl,G_Vin3.jpg_persistence.pkl,G_Vin4.jpg_persistence.pkl,G_Vin5.jpg_persistence.pkl,G_Vin6.jpg_persistence.pkl,G_Vin7.jpg_persistence.pkl,G_Vin8.jpeg_persistence.pkl,G_Vin9.jpg_persistence.pkl
G_Mithila4.jpeg_persistence.pkl,12119.5,11681.0,9861.5,11432.0,10025.0,13156.0,13119.0,13846.0,13620.0,10154.0,14780.5,12194.5,12106.5,11574.5,11881.5,13801.5,13939.0,15052.5,12530.0,11949.0,10676.0,10599.5,12329.5,11736.0,12677.0,14780.0,13416.0,14829.0,13535.0,12372.0,8446.5,10301.0,6841.5,8565.5,9151.5,9776.5,11175.5,11508.0,10231.5,7293.0,13970.0,15180.0,5196.0,7092.0,0.0,11794.0,14323.0,9382.5,8335.5,9709.0,11079.5,10092.5,11692.5,10039.5,11257.0,11976.0,10705.5,12696.5,12312.5,10956.5,12163.5,9335.5,8670.0,6524.0,12250.0,7224.0,8051.0,8045.0,4732.0,10151.0,9997.5,11943.5,10743.0,11151.0,12431.5,11288.5,11239.0,11019.0,11143.5,10283.5,9642.5,10262.5,9125.0,8610.0,6298.0,12136.5,8254.5,12272.0,10510.0,12130.0,10002.0,8309.5,8013.0,9321.5,10847.5,9365.0,7609.0,4317.5,8546.0,7206.5
G_Mithila5.jpg_persistence.pkl,13468.5,13059.0,13032.0,12351.5,12686.5,13000.0,13026.0,11760.0,13733.0,13235.5,13313.5,12145.5,11799.5,10967.0,13051.0,12703.5,12354.5,12548.0,11407.5,10835.5,11214.0,11747.5,11739.0,12285.5,12813.5,12170.5,12111.0,12723.5,12217.0,11757.5,13321.5,11569.0,10663.5,7643.0,9716.0,9719.5,9459.5,9851.5,9390.0,11125.0,10634.5,12378.5,12219.0,12067.0,11794.0,0.0,8982.5,9925.5,10094.0,13386.5,10737.0,9085.0,12105.0,9930.5,11609.0,12875.5,10181.5,12967.0,13324.0,10399.0,14355.0,11187.0,12279.0,9717.0,11720.5,11803.5,12842.0,12784.0,11827.0,13363.5,13314.0,13011.0,13363.0,12277.0,13336.0,12861.0,12609.0,12719.0,12024.5,8974.0,10501.5,10348.0,11091.5,12575.5,9474.5,11241.5,8669.0,10735.0,13411.5,12701.0,13121.0,12085.5,11155.0,11679.0,11803.5,10385.5,12572.5,13713.5,13239.0,15347.0
G_Mithila6.jpg_persistence.pkl,17142.5,14775.0,14467.0,15109.0,13311.5,15552.5,14977.5,17301.0,15418.5,15779.0,16574.5,14808.0,14553.5,13719.0,13446.5,15728.5,15905.0,17286.0,14666.5,14218.5,13593.5,13686.5,15671.0,14027.5,14816.5,17581.5,15938.5,17642.5,15886.5,14654.5,15534.5,16682.0,12475.5,11143.5,10770.5,14222.5,10972.0,9039.0,11964.5,14492.5,9492.0,6161.5,15188.5,13980.5,14323.0,8982.5,0.0,14850.5,11690.0,14953.5,13663.5,12997.5,14388.0,12785.5,15051.0,15843.5,13859.5,15238.0,15935.5,13388.5,19045.5,14468.5,12605.5,14449.0,16712.5,14072.0,16703.0,15219.0,15140.0,15521.5,14203.5,14013.0,14333.0,12658.0,13699.0,13908.0,13106.5,14069.5,13968.5,12182.5,13372.0,13191.5,14384.0,15545.5,13149.0,15154.5,10188.5,13821.0,17981.0,14280.0,17358.0,15856.0,15257.5,14321.5,16481.0,11942.5,13989.0,16066.0,14262.0,17506.0
G_Mithila7.jpeg_persistence.pkl,12921.5,13193.0,11899.5,12314.0,11153.0,13521.0,13364.0,8501.5,14100.0,12154.5,13778.0,12408.5,12027.0,11264.0,13734.5,12989.5,12781.5,12773.0,12153.0,10958.5,11125.0,11598.0,11813.5,12547.0,13053.0,11406.5,12701.5,12733.0,12566.5,12084.0,11872.0,8121.0,7509.0,5404.0,8211.5,8743.0,9285.0,12287.0,9900.0,9056.5,12689.0,15762.5,6974.5,8831.5,9382.5,9925.5,14850.5,0.0,7392.0,11961.0,11115.0,9228.5,12414.0,10231.0,11501.5,12818.0,10206.5,13477.0,13454.5,10813.5,12460.0,10274.0,9145.5,6230.5,11014.0,8890.5,9919.0,10983.0,8031.5,12604.5,12485.5,13207.5,13041.5,11929.0,14097.5,12773.5,12773.5,12426.5,11682.0,9794.5,10791.0,8928.0,9912.5,11055.0,7416.0,11857.0,7217.5,11853.5,11479.0,13341.0,11403.0,8360.0,8969.0,9447.5,10592.5,9428.5,8934.0,9864.0,10554.5,12879.5
G_Mithila8.jpeg_persistence.pkl,15286.5,13891.5,12101.0,13785.0,11265.0,14673.5,14887.5,13109.5,15484.0,13527.0,16343.5,13928.5,13813.5,12951.5,13934.5,15409.5,15429.0,16352.0,13981.5,13316.0,12339.5,12679.5,14118.0,13527.5,14466.0,15647.0,14906.0,16309.0,15014.5,13890.5,12822.0,11106.0,7437.0,5762.5,8261.0,11283.5,10694.5,12244.0,11358.5,10801.0,7870.5,12262.0,7867.0,4410.0,8335.5,10094.0,11690.0,7392.0,0.0,12036.0,12935.5,11514.0,13601.0,11872.5,13424.5,14484.5,12503.5,14564.5,14826.0,12697.0,15603.0,12241.0,5714.5,8681.0,14614.5,9701.5,12194.5,11902.0,6688.5,13670.5,12616.5,13765.0,13353.0,12348.5,14693.0,13270.5,13170.5,13078.5,13025.0,12099.0,12066.0,10278.5,11478.0,12255.0,9215.5,14142.0,6358.5,13759.0,13885.5,14015.0,14118.5,9917.0,11154.0,10442.0,14151.0,10156.5,9213.5,9932.5,10061.0,13706.5
G_Mithila9.jpg_persistence.pkl,5950.5,4710.0,2720.5,4729.0,3805.5,5597.0,4950.5,13025.5,5404.0,4430.0,6835.5,4338.0,4762.5,4359.0,4606.5,5489.0,7026.0,7385.0,5250.5,5215.0,4121.5,4099.5,5705.5,4158.5,4466.5,8856.0,5507.0,7282.0,5724.0,4509.5,5063.0,8664.0,7012.5,11700.5,8524.5,7533.0,7343.5,8471.5,5265.5,5148.5,17134.5,16474.5,8625.0,12716.5,9709.0,13386.5,14953.5,11961.0,12036.0,0.0,4862.5,5897.5,4468.5,5519.5,4314.0,4893.0,5801.5,5092.5,5159.0,5004.5,9289.5,5268.0,11310.0,9058.5,6621.0,4899.0,6384.5,3920.5,10999.0,4317.5,2816.0,4481.5,3395.5,5099.5,5251.0,3915.5,4851.0,3655.0,5124.0,7032.5,5405.5,5969.0,5361.0,5263.5,7387.0,8602.0,10746.0,6339.0,10549.5,4754.5,7375.0,6715.5,7028.0,5442.0,5721.0,7051.5,5590.0,6981.0,5023.5,6644.5
G_Raja1.jpg_persistence.pkl,4620.0,3528.0,3889.0,3073.5,4550.5,4172.5,3463.5,11696.5,4171.0,4255.5,4625.5,2803.5,2692.5,2397.5,3934.5,3786.5,4340.0,4850.0,2972.5,3136.0,2416.0,2774.0,3797.5,2881.5,3174.5,6682.5,3459.5,5066.5,3749.0,2734.0,5292.0,8820.0,8258.5,11166.5,8080.5,5386.0,5764.0,7011.5,3601.0,5435.0,17244.0,14913.0,10165.0,14390.5,11079.5,10737.0,13663.5,11115.0,12935.5,4862.5,0.0,3649.5,2635.5,2914.5,2713.5,3603.0,3054.0,3493.5,3820.5,2562.0,8325.0,4150.0,12285.0,8930.5,4326.5,5616.0,7216.0,5037.5,12383.5,3933.0,3989.5,3635.0,3639.5,4000.5,4164.0,3332.0,3684.0,3258.5,3121.5,4250.0,3178.5,4142.0,4371.5,5420.5,7324.0,5588.0,9980.5,3171.5,10139.0,3773.5,6777.5,7528.0,6563.5,4590.0,4073.5,5663.0,6782.0,9174.5,6830.5,8041.5
G_Raja10.jpg_persistence.pkl,5784.0,5495.0,5446.0,4667.5,6002.5,5582.5,6005.0,9507.0,6736.0,5217.0,6794.0,4816.5,4721.5,3816.5,6064.5,5963.0,5752.5,6003.0,4421.0,4072.5,4196.5,4517.0,4232.5,4979.5,5594.5,6027.5,5062.5,6181.5,5396.5,4638.5,5829.5,6862.5,8023.5,9304.5,7809.5,3919.0,5588.0,7873.0,3675.5,4539.0,15942.5,14550.0,8374.0,12993.5,10092.5,9085.0,12997.5,9228.5,11514.0,5897.5,3649.5,0.0,4904.0,3475.0,4002.0,5045.0,3199.5,5734.0,5693.0,3765.5,7265.5,3776.0,12040.5,6879.5,4924.5,5577.0,5873.5,5346.0,11031.5,5218.5,5805.0,5791.5,5633.0,5849.0,6397.5,5448.0,5607.5,5324.0,4879.5,3844.0,3378.5,4763.0,4333.0,5289.5,5630.5,5241.5,8608.0,4874.0,8381.0,5748.0,5926.5,5822.0,5613.0,5391.0,4553.0,6339.0,6787.0,8630.0,7816.5,7965.5
G_Raja2.jpg_persistence.pkl,3747.0,2098.0,3117.5,2276.0,4067.0,3096.5,2181.5,13029.5,2553.5,3704.5,3662.5,1708.0,2216.5,2258.5,2610.0,2871.5,4661.5,4403.5,2371.5,3805.5,2459.0,2068.5,3399.5,1928.0,1881.0,7062.5,2737.5,4481.0,2872.0,1894.5,5200.5,9804.5,8700.5,12700.5,8623.5,6522.0,6626.0,7106.5,4561.5,5962.0,18067.0,15610.0,10716.5,15149.5,11692.5,12105.0,14388.0,12414.0,13601.0,4468.5,2635.5,4904.0,0.0,3618.5,2248.0,2437.0,3707.0,2436.0,2419.5,3070.5,8944.5,4776.0,12736.5,10130.0,4642.5,5889.0,7580.0,5097.0,13099.0,3045.5,3099.0,2286.0,2271.0,3010.0,2935.5,2160.0,2680.0,2360.5,2415.5,5729.5,3828.5,4788.0,4876.0,5810.5,8185.5,6074.0,11054.0,3132.5,10888.5,2207.5,7219.0,8177.5,7056.5,4810.5,4568.5,5935.5,6914.0,9419.5,6688.5,8168.5
G_Raja3.jpg_persistence.pkl,5123.0,4237.0,4316.5,3932.0,4809.5,4837.0,5055.0,11337.5,5677.5,4578.5,5996.0,3891.5,3993.0,3499.0,4661.5,5258.0,5594.0,6219.0,3919.5,4102.0,3255.0,3106.0,4269.5,3967.0,4522.5,7699.0,4745.0,6263.0,5011.0,3985.0,5247.5,8558.5,6908.0,10284.0,6935.0,5079.5,4639.5,6180.0,2922.5,4881.0,16140.5,13978.0,9135.5,13107.5,10039.5,9930.5,12785.5,10231.0,11872.5,5519.5,2914.5,3475.0,3618.5,0.0,3257.0,4074.5,2832.5,4621.0,4301.0,2791.5,8020.0,3496.0,11182.5,7773.5,4951.0,4715.0,6660.0,4664.5,11187.5,4328.5,4548.0,4612.0,4307.5,3836.0,5169.5,4141.0,4087.5,4141.5,3534.5,3537.0,2648.0,3787.5,3456.5,5062.5,5906.5,4804.0,8642.5,3439.0,9495.5,4431.0,6324.0,6715.5,5987.5,4143.5,4644.5,4411.0,5835.5,8666.5,6490.0,7786.5
G_Raja4.jpg_persistence.pkl,2877.0,2720.5,3290.0,2033.0,4748.0,3129.0,3524.5,11747.5,3998.0,2853.5,4620.0,2410.5,2847.5,2366.5,4043.5,3548.5,4826.5,4434.5,2585.5,3733.5,2919.5,2606.0,2509.5,2896.0,2860.5,6150.0,2808.0,4228.0,3199.0,2233.5,4669.0,8469.0,8649.5,12160.5,8841.0,5375.0,6654.0,8073.0,4352.5,5035.5,18328.0,16295.0,10022.0,14880.5,11257.0,11609.0,15051.0,11501.5,13424.5,4314.0,2713.5,4002.0,2248.0,3257.0,0.0,2210.0,2840.5,2879.0,2551.5,3020.0,7591.5,3638.0,12964.5,8971.0,3549.0,5491.0,6155.5,4664.0,12343.5,2454.5,3837.0,3552.0,3033.5,4442.0,4351.0,3301.5,4118.5,3242.0,3215.5,4970.5,3310.5,4706.5,3954.0,4787.5,7173.0,5413.0,10508.0,3721.0,9491.0,3274.5,5901.5,6989.5,5994.0,4523.0,3365.5,5929.5,6867.0,8946.0,7433.5,7487.0
G_Raja5.jpeg_persistence.pkl,3078.0,2096.0,3298.5,2383.5,4998.0,2856.5,3308.5,12829.5,3580.0,3259.5,4953.0,2150.5,3182.0,3458.0,3329.0,3265.5,5749.5,4343.0,3088.5,4893.0,3489.0,2828.0,2988.0,2730.5,2474.5,6774.5,2854.0,4409.0,3331.0,2830.5,4964.0,9321.0,9304.5,13242.5,9637.0,6065.0,7506.0,8434.5,5278.5,5790.0,19277.5,16966.5,10981.5,15879.0,11976.0,12875.5,15843.5,12818.0,14484.5,4893.0,3603.0,5045.0,2437.0,4074.5,2210.0,0.0,3776.5,2883.0,1549.0,3824.5,8374.5,4210.5,13803.0,9826.0,4226.5,6225.0,6765.0,5063.5,13253.0,2400.5,3672.5,2926.5,2608.5,4128.0,3956.5,2874.0,3891.5,2908.0,3375.0,5874.0,3802.5,5713.0,4407.5,5165.5,7887.5,5898.5,11253.5,4061.5,10044.0,2769.0,6607.5,7726.5,6608.0,4950.0,4034.5,6275.0,7460.5,9617.5,7553.5,8035.0
G_Raja6.jpg_persistence.pkl,4304.5,4175.0,4919.0,3379.0,5494.5,4471.0,4863.5,10484.5,5575.5,4128.0,5723.5,3899.5,3921.5,3032.5,5455.5,4861.5,5242.5,5203.5,3329.0,3637.0,3457.0,3621.0,3320.0,4262.5,4459.5,6238.5,4143.5,5281.0,4432.5,3620.0,5186.0,7616.5,8212.0,10648.0,8216.0,4486.0,5617.5,7649.0,3530.5,4735.0,17187.5,15177.5,9301.0,13888.0,10705.5,10181.5,13859.5,10206.5,12503.5,5801.5,3054.0,3199.5,3707.0,2832.5,2840.5,3776.5,0.0,4412.5,4237.5,3159.0,7125.5,3283.0,12462.0,7759.0,3809.0,5168.0,6080.0,4855.0,11533.5,4122.5,5338.0,4861.5,4927.5,4630.0,5759.5,4519.0,4795.0,4558.5,3581.5,4067.0,3097.5,4082.5,3394.0,4683.5,6229.5,4267.5,9357.5,3665.5,8859.5,4812.5,5611.0,6361.0,5571.5,4299.5,3616.5,5607.0,6536.5,8974.5,7521.5,7869.5
G_Raja7.jpg_persistence.pkl,3607.0,2598.5,3769.5,2992.5,4853.0,2458.5,3559.5,13639.5,3807.0,3280.5,4866.0,2742.5,3493.5,3295.5,3693.0,3918.0,5827.0,4836.5,2777.0,4798.5,3585.5,3167.5,3282.5,2960.5,2913.5,6787.5,3153.0,4541.5,3981.5,3005.5,5862.0,9964.5,9531.5,13687.5,9548.0,6640.0,7603.5,8198.5,5533.5,6809.5,18977.5,16523.5,11742.5,16206.5,12696.5,12967.0,15238.0,13477.0,14564.5,5092.5,3493.5,5734.0,2436.0,4621.0,2879.0,2883.0,4412.5,0.0,2486.5,3988.0,8423.5,5287.0,13665.0,10844.5,4922.5,6826.0,7961.0,5950.0,14166.5,3379.5,3988.5,3282.0,3196.5,4174.0,4100.0,3165.5,3983.5,3147.0,3732.0,6574.0,4234.0,5557.5,5388.5,5649.5,9016.0,5505.0,11665.0,3782.0,10522.0,3347.0,7155.5,8725.5,7032.5,5679.0,5088.5,6670.5,7944.5,10344.5,7640.5,8921.5
G_Raja8.jpg_persistence.pkl,2993.0,1992.5,3567.5,2839.0,5213.5,2681.0,3402.0,13384.0,3577.5,3016.0,4951.5,2427.0,3619.5,3801.0,3407.5,3437.0,6206.5,4505.0,3071.5,5284.5,3889.0,2977.0,3109.5,2963.0,2525.0,7036.0,2967.0,4560.5,3680.0,3088.5,5151.5,9682.5,9581.0,13958.5,9956.5,6551.5,7896.5,8558.0,5734.0,6170.0,19552.0,17137.0,11471.5,16210.0,12312.5,13324.0,15935.5,13454.5,14826.0,5159.0,3820.5,5693.0,2419.5,4301.0,2551.5,1549.0,4237.5,2486.5,0.0,4035.5,8244.0,4698.0,14046.0,10440.5,4565.0,6539.5,7121.5,5470.5,13718.0,2592.0,3716.0,3179.5,2684.0,4141.0,4038.5,3020.0,3927.5,3088.5,3560.5,6503.0,4043.0,6004.5,4733.5,5227.5,8371.5,5823.0,11634.5,4042.0,9988.0,2753.5,6540.5,8177.0,6632.0,5311.5,4547.5,6368.5,7747.0,9932.5,7710.0,8303.0
G_Raja9.jpg_persistence.pkl,5082.0,3942.0,4104.0,3727.5,4328.5,4386.5,4021.0,11512.5,4564.0,4910.0,4909.5,2992.5,3299.5,2710.5,3917.0,4079.0,4691.5,5127.5,3320.5,3234.0,2458.0,2713.0,3982.5,3128.5,3560.5,7464.0,3524.5,5187.5,3761.0,2806.5,5619.5,8801.0,8094.5,11058.5,7866.0,5374.5,5285.0,6587.0,3240.0,5217.5,16930.5,14641.0,9828.5,14182.5,10956.5,10399.0,13388.5,10813.5,12697.0,5004.5,2562.0,3765.5,3070.5,2791.5,3020.0,3824.5,3159.0,3988.0,4035.5,0.0,8598.0,4063.5,12039.0,8637.0,4284.0,5494.0,7038.5,4875.5,12257.5,4506.0,4169.0,3810.5,4011.5,3516.0,4176.5,3469.0,3369.5,3456.5,3232.5,4262.5,3440.5,4003.0,3989.0,5617.0,7011.5,5465.5,9790.5,3137.5,10519.0,3755.5,6716.0,7278.5,6652.0,4458.0,4587.0,5588.0,6587.5,9434.0,6597.5,8599.5
G_Ren1.jpg_persistence.pkl,6652.5,8969.0,9157.0,8372.0,10040.5,8118.0,10462.0,9976.0,11150.0,6719.5,10843.5,9326.0,9485.0,8375.0,10884.5,10319.0,10595.0,9156.0,8163.0,8762.5,8819.5,8872.5,6300.0,9726.5,9906.0,6993.0,8855.0,8025.0,9516.5,8954.5,7843.0,7361.0,11622.5,14000.0,12666.0,6605.0,10962.0,13305.5,8734.5,6912.0,21196.5,20601.5,10157.5,16135.5,12163.5,14355.0,19045.5,12460.0,15603.0,9289.5,8325.0,7265.5,8944.5,8020.0,7591.5,8374.5,7125.5,8423.5,8244.0,8598.0,0.0,6198.0,16189.0,8782.5,6830.5,8623.0,5155.5,8377.0,13030.5,8098.5,9758.0,10431.5,9756.0,10640.0,11212.0,9944.0,10530.5,9543.0,9437.5,8780.0,7399.5,9082.0,7246.0,6191.0,7931.5,6113.5,13190.0,8893.5,4679.5,10126.5,3790.0,7314.5,5611.0,9315.5,6671.5,10400.0,9973.0,10409.0,11983.0,8873.5
G_Ren10.jpg_persistence.pkl,4181.5,4670.5,4549.5,4166.0,5073.5,5208.0,6313.0,10334.5,6875.5,3481.0,7435.5,4922.5,5199.5,4392.0,5832.0,6363.5,6801.0,6857.5,4944.5,5005.0,4313.5,3974.0,4103.5,4990.5,5651.0,7137.0,5428.0,6596.0,6030.0,4918.5,4066.5,7102.5,7126.5,10768.0,8057.5,4492.5,6284.5,8085.0,3935.5,3588.5,17214.5,15869.5,8225.0,13213.0,9335.5,11187.0,14468.5,10274.0,12241.0,5268.0,4150.0,3776.0,4776.0,3496.0,3638.0,4210.5,3283.0,5287.0,4698.0,4063.5,6198.0,0.0,11889.5,6946.5,4163.5,4207.5,4352.0,3705.0,10561.0,3728.5,4973.5,5603.5,4952.0,5417.5,6324.0,5098.5,5432.5,4935.0,4678.5,4542.0,3289.5,4793.5,2866.0,3175.0,5012.5,4954.5,9088.5,4821.5,7670.5,5313.0,4319.0,5204.0,4248.0,4444.5,3358.0,5250.0,5598.0,7593.5,6833.5,6216.0
G_Ren2.jpg_persistence.pkl,14855.0,12881.0,10938.0,13199.0,9665.0,14324.5,13806.0,16136.5,14225.0,13165.5,15569.0,13131.0,13064.5,12622.5,12608.5,14566.5,14960.0,16304.0,13638.0,12935.0,11556.0,11665.0,14143.0,12534.5,13456.0,17144.5,14522.5,16198.0,14605.5,13307.0,12256.5,12269.0,6183.5,7952.0,5972.5,11764.0,9294.5,10516.0,10799.0,10793.0,9929.5,12404.0,8973.5,7375.5,8670.0,12279.0,12605.5,9145.5,5714.5,11310.0,12285.0,12040.5,12736.5,11182.5,12964.5,13803.0,12462.0,13665.0,14046.0,12039.0,16189.0,11889.5,0.0,9379.5,14374.0,9190.0,12490.5,11463.5,7099.0,13029.0,11081.5,12531.0,12086.0,10966.0,13345.5,11996.0,11804.5,11818.0,12002.0,11556.5,11450.0,9529.5,11023.0,11967.0,9698.5,14149.0,5692.5,12940.0,15741.0,13124.0,14257.5,10133.0,11324.5,9708.5,13833.5,8740.0,7839.5,9320.5,8013.5,13441.0
G_Ren3.jpg_persistence.pkl,9792.0,10569.0,9219.5,9646.0,9247.0,10659.0,11459.5,8777.5,12162.0,8851.5,12293.5,10180.5,10214.5,9170.5,11431.0,11361.0,11212.5,11155.5,9726.0,9324.0,8874.0,9298.0,8877.0,10297.5,10945.0,10059.0,10371.5,10892.0,10647.0,10010.0,8414.5,5639.5,5773.5,6798.0,7794.5,5811.0,8627.0,10752.0,8009.5,5705.5,14515.5,15649.5,4783.5,8645.5,6524.0,9717.0,14449.0,6230.5,8681.0,9058.5,8930.5,6879.5,10130.0,7773.5,8971.0,9826.0,7759.0,10844.5,10440.5,8637.0,8782.5,6946.5,9379.5,0.0,8776.5,5932.0,5661.5,7253.5,6158.0,9283.0,9565.0,10949.0,10332.5,10031.0,11824.0,10492.5,10564.5,9889.5,9646.0,7464.5,7592.0,7565.5,6683.5,6921.0,3978.5,8821.0,6964.5,9664.5,8104.0,11012.5,7435.5,4918.0,5594.5,7235.5,8101.5,7873.5,6763.0,6181.0,8069.5,8817.5
G_Ren4.jpg_persistence.pkl,3725.0,5070.0,5619.0,4027.0,6300.5,5114.0,5472.0,10505.5,6150.0,4564.5,5660.0,4776.0,4964.0,4315.0,6660.0,5054.0,5892.0,4300.0,4457.5,4712.0,4435.0,4699.0,3428.5,5223.0,5280.0,5248.5,4283.0,4031.0,4582.0,4410.5,6019.0,7244.0,9832.0,12508.0,10260.5,4840.0,8019.5,9820.0,5742.5,5739.0,19731.0,17983.0,10717.5,15911.5,12250.0,11720.5,16712.5,11014.0,14614.5,6621.0,4326.5,4924.5,4642.5,4951.0,3549.0,4226.5,3809.0,4922.5,4565.0,4284.0,6830.5,4163.5,14374.0,8776.5,0.0,6588.5,6173.0,5867.5,13102.0,4773.0,6056.0,5792.5,5792.5,6241.0,6851.0,5591.0,6086.5,5255.0,4807.5,5813.0,4535.0,5724.5,4326.5,5123.0,7591.0,4991.0,11484.5,4877.5,9340.5,5989.5,5354.0,7003.0,5771.5,5606.5,3092.5,7223.5,8039.5,9956.0,8815.0,8739.5
G_Ren5.jpg_persistence.pkl,6699.0,6021.0,4313.0,5756.0,4183.5,7328.5,7425.0,10595.0,7927.0,4979.5,8957.0,6283.0,6436.0,5922.0,6792.5,7921.5,8500.0,9317.5,6782.0,6393.0,4864.0,4986.0,6821.5,6126.5,6888.0,10224.5,7512.0,9101.5,7780.0,6585.5,4175.5,6930.5,4325.5,9093.0,6281.5,5756.0,5889.5,8025.0,4888.5,3252.0,15348.0,15245.0,6150.5,10241.0,7224.0,11803.5,14072.0,8890.5,9701.5,4899.0,5616.0,5577.0,5889.0,4715.0,5491.0,6225.0,5168.0,6826.0,6539.5,5494.0,8623.0,4207.5,9190.0,5932.0,6588.5,0.0,5180.0,3172.5,8168.5,4951.0,4722.0,6419.5,5523.0,5337.5,7282.0,5698.0,5970.0,5322.0,5098.5,6322.5,4891.0,4192.0,3575.0,3838.5,4732.0,7476.5,7652.5,6735.5,9557.0,6546.5,6082.5,4677.5,4975.0,3529.5,5557.5,4687.5,2684.0,5283.0,4400.0,5797.0
G_Ren6.jpg_persistence.pkl,6230.0,7456.0,6554.5,6894.0,7231.0,7584.5,9165.0,9138.0,9746.0,5396.0,10155.0,7726.5,8067.0,6964.0,9084.0,9034.5,9463.5,8997.5,7401.5,7516.0,6793.5,7009.0,5999.5,8001.5,8452.0,8097.0,7958.5,8541.0,8456.5,7553.0,5063.0,5333.5,7890.0,10890.5,9670.5,5135.0,8901.0,11013.0,6864.0,3761.5,18136.5,18301.0,6305.5,12263.5,8051.0,12842.0,16703.0,9919.0,12194.5,6384.5,7216.0,5873.5,7580.0,6660.0,6155.5,6765.0,6080.0,7961.0,7121.5,7038.5,5155.5,4352.0,12490.5,5661.5,6173.0,5180.0,0.0,5156.5,8993.0,5929.0,6995.5,8469.5,7537.0,8631.5,9447.5,7933.0,8580.5,7269.5,7639.5,7435.5,6018.0,7276.5,5011.0,3995.5,4804.5,7074.5,10132.0,8278.0,5607.0,8345.5,3695.0,4122.0,3702.0,6822.5,5376.0,8006.5,6439.5,6068.5,8439.0,5211.5
