,B_Dey1.jpg_persistence.pkl,B_Dey10.jpeg_persistence.pkl,B_Dey2.jpg_persistence.pkl,B_Dey3.jpeg_persistence.pkl,B_Dey4.jpg_persistence.pkl,B_Dey5.jpg_persistence.pkl,B_Dey6.jpg_persistence.pkl,B_Dey7.jpeg_persistence.pkl,B_Dey8.jpg_persistence.pkl,B_Dey9.jpg_persistence.pkl,B_Gen1.jpg_persistence.pkl,B_Gen10.jpg_persistence.pkl,B_Gen2.jpg_persistence.pkl,B_Gen3.jpg_persistence.pkl,B_Gen4.png_persistence.pkl,B_Gen5.jpeg_persistence.pkl,B_Gen6.jpg_persistence.pkl,B_Gen7.jpg_persistence.pkl,B_Gen8.jpg_persistence.pkl,B_Gen9.jpg_persistence.pkl,B_Goya1.jpg_persistence.pkl,B_Goya10.jpg_persistence.pkl,B_Goya2.jpg_persistence.pkl,B_Goya3.jpg_persistence.pkl,B_Goya4.jpg_persistence.pkl,B_Goya5.jpg_persistence.pkl,B_Goya6.jpg_persistence.pkl,B_Goya7.jpg_persistence.pkl,B_Goya8.jpg_persistence.pkl,B_Goya9.jpg_persistence.pkl,B_Klimt1.jpg_persistence.pkl,B_Klimt10.jpeg_persistence.pkl,B_Klimt2.jpg_persistence.pkl,B_Klimt3.jpg_persistence.pkl,B_Klimt4.jpg_persistence.pkl,B_Klimt5.jpg_persistence.pkl,B_Klimt6.jpg_persistence.pkl,B_Klimt7.jpg_persistence.pkl,B_Klimt8.jpg_persistence.pkl,B_Klimt9.jpg_persistence.pkl,B_Mithila1.jpg_persistence.pkl,B_Mithila10.jpg_persistence.pkl,B_Mithila2.jpg_persistence.pkl,B_Mithila3.jpg_persistence.pkl,B_Mithila4.jpeg_persistence.pkl,B_Mithila5.jpg_persistence.pkl,B_Mithila6.jpg_persistence.pkl,B_Mithila7.jpeg_persistence.pkl,B_Mithila8.jpeg_persistence.pkl,B_Mithila9.jpg_persistence.pkl,B_Raja1.jpg_persistence.pkl,B_Raja10.jpg_persistence.pkl,B_Raja2.jpg_persistence.pkl,B_Raja3.jpg_persistence.pkl,B_Raja4.jpg_persistence.pkl,B_Raja5.jpeg_persistence.pkl,B_Raja6.jpg_persistence.pkl,B_Raja7.jpg_persistence.pkl,B_Raja8.jpg_persistence.pkl,B_Raja9.jpg_persistence.pkl,B_Ren1.jpg_persistence.pkl,B_Ren10.jpg_persistence.pkl,B_Ren2.jpg_persistence.pkl,B_Ren3.jpg_persistence.pkl,B_Ren4.jpg_persistence.pkl,B_Ren5.jpg_persistence.pkl,B_Ren6.jpg_persistence.pkl,B_Ren7.jpg_persistence.pkl,B_Ren8.jpg_persistence.pkl,B_Ren9.jpeg_persistence.pkl,B_Robert1.jpg_persistence.pkl,B_Robert10.jpg_persistence.pkl,B_Robert2.jpg_persistence.pkl,B_Robert3.jpg_persistence.pkl,B_Robert4.jpg_persistence.pkl,B_Robert5.jpg_persistence.pkl,B_Robert6.jpg_persistence.pkl,B_Robert7.jpg_persistence.pkl,B_Robert8.jpg_persistence.pkl,B_Robert9.jpg_persistence.pkl,B_Sid1.jpeg_persistence.pkl,B_Sid10.jpg_persistence.pkl,B_Sid2.jpeg_persistence.pkl,B_Sid3.jpg_persistence.pkl,B_Sid4.jpg_persistence.pkl,B_Sid5.jpeg_persistence.pkl,B_Sid6.jpeg_persistence.pkl,B_Sid7.jpg_persistence.pkl,B_Sid8.jpg_persistence.pkl,B_Sid9.jpg_persistence.pkl,B_Vin1.jpg_persistence.pkl,B_Vin10.jpg_persistence.pkl,B_Vin2.jpg_persistence.pkl,B_Vin3.jpg_persistence.pkl,B_Vin4.jpg_persistence.pkl,B_Vin5.jpg_persistence.pkl,B_Vin6.jpg_persistence.pkl,B_Vin7.jpg_persistence.pkl,B_Vin8.jpeg_persistence.pkl,B_Vin9.jpg_persistence.pkl
B_Gen1.jpg_persistence.pkl,6674.0,5316.0,5969.5,3630.0,6960.5,5619.0,3392.5,15415.0,3680.5,7087.0,0.0,3080.0,3790.5,4516.5,4721.5,2674.0,4859.5,3422.5,4752.5,3567.5,4479.0,4836.5,5161.5,3890.5,3323.5,6504.0,2951.5,4544.5,1791.5,2848.5,8098.0,12248.0,12219.0,14713.0,13050.5,5895.0,8985.5,11674.0,6633.0,6893.5,23619.0,18773.5,13955.0,19152.0,15733.5,17586.5,15915.0,14832.0,17877.5,7521.0,4671.5,7920.5,2717.5,6536.5,4203.5,4101.5,5598.0,4485.0,3236.0,5254.0,10636.5,7607.5,16205.5,13033.5,5443.5,8877.5,9611.0,8843.0,19157.0,6300.5,5687.0,3895.5,4586.5,5071.5,4804.5,3891.0,5162.5,3640.0,4940.0,8379.5,6948.0,5773.0,6119.0,7885.0,10393.5,10071.5,15579.0,4693.0,12472.0,4221.5,10840.0,10853.0,9927.0,7311.0,7923.0,9347.0,10692.0,12447.5,9645.5,10226.0
B_Gen10.jpg_persistence.pkl,4483.5,2907.0,3508.5,2490.0,4697.0,3700.0,1753.0,13744.5,2220.5,4734.0,3080.0,0.0,2248.5,2606.0,2674.0,1918.0,4590.5,3250.5,2876.5,2979.5,2743.5,2630.0,3528.0,2066.5,1525.5,6068.0,2683.0,4231.5,2680.0,1785.0,5869.5,10439.5,9822.0,13523.0,11107.5,4475.5,7471.5,9381.0,4665.5,5989.0,21887.0,16736.5,11926.0,17298.0,13640.0,16380.5,14107.5,12941.5,15860.0,5275.0,2853.0,5895.0,1879.0,4443.0,2418.5,2345.0,4048.0,3403.5,2288.0,3630.0,8776.0,5835.0,14035.0,11019.0,4797.5,6519.5,7513.0,6440.5,16941.5,3879.5,3466.5,2469.5,2164.5,2872.0,2768.5,2078.0,3149.5,2085.0,3054.5,7733.5,4986.5,6132.0,6028.5,6415.0,8285.5,8088.0,14683.5,3952.5,11444.0,2253.0,8512.5,8645.0,7701.5,5178.0,8677.0,7150.0,8750.0,10147.0,7238.0,8491.0
B_Gen2.jpg_persistence.pkl,4041.5,3405.0,3899.5,2518.5,5306.5,3254.0,2214.5,13440.5,2894.0,4417.5,3790.5,2248.5,0.0,2225.0,3715.5,2833.0,4930.5,3585.0,2046.0,2798.0,2605.5,3304.5,2850.0,3204.0,2441.0,5125.5,3834.5,3886.0,3604.0,2612.5,4835.0,9494.0,9550.0,12423.0,10263.0,3682.5,6615.0,8868.5,4451.0,4905.0,21725.5,16729.5,11259.5,17159.5,13858.0,15601.0,14087.0,12172.0,15675.5,5780.5,2337.0,5053.5,2290.0,3846.0,2255.5,2414.0,3236.0,3250.0,2969.5,2992.5,7738.0,4838.0,14081.0,10139.5,4182.5,5958.5,6768.5,6553.5,16126.0,3973.0,4076.5,3476.5,2672.5,3551.0,3502.5,2303.5,3982.5,2860.5,3516.0,6881.5,3784.0,6152.5,6076.5,5405.5,7459.5,6966.0,13564.0,3488.0,10511.0,2885.5,8373.0,8235.0,7012.5,5469.0,7652.0,7306.5,7956.5,9567.0,7030.5,7355.5
B_Gen3.jpg_persistence.pkl,3560.0,3801.5,3941.0,3123.5,5616.5,2512.5,2735.5,13441.0,3168.5,4517.5,4516.5,2606.0,2225.0,0.0,4164.0,3457.5,5792.5,3593.0,2360.5,3412.0,3215.5,3651.0,2444.0,3690.5,2667.5,5030.5,4120.0,3547.0,4168.5,2950.5,4996.0,9470.5,10115.5,12764.0,10344.5,3788.5,6700.5,9520.0,4639.0,4907.0,22188.0,17294.0,11148.5,17615.0,14291.0,15647.5,14625.0,12198.0,16073.0,5387.5,2992.5,5250.5,3124.0,4560.0,2313.5,2554.5,3866.0,2846.5,3271.5,3195.0,7238.0,4835.5,14454.0,10438.5,4125.5,6406.0,6584.5,7026.0,16409.5,4315.0,4415.5,4243.0,3099.0,4119.5,3988.0,2655.0,4531.0,3055.0,4101.0,7458.0,4139.5,5837.5,6021.0,5112.0,7716.5,7552.5,13525.5,3740.0,9895.5,3093.0,8642.0,8533.0,6833.0,5992.0,7826.0,7798.0,7874.0,9988.5,7579.0,6511.0
B_Gen4.png_persistence.pkl,5935.0,2533.0,3913.5,4045.0,4277.0,4900.5,2472.5,15571.0,2263.5,5463.5,4721.5,2674.0,3715.5,4164.0,0.0,3126.5,5747.0,5353.0,4276.0,4899.5,3924.5,3233.5,5397.5,2468.5,2267.0,8225.0,4429.0,6373.5,4045.5,3631.0,6458.5,11865.5,9379.0,15004.0,12472.0,6223.0,9269.5,9320.5,5477.5,7846.5,20894.0,15588.5,12837.5,16418.5,12581.0,17462.0,12688.5,13804.5,15196.5,6009.5,4144.0,6978.0,3027.0,5177.5,4234.0,3496.5,5495.0,4836.5,3540.0,4692.5,10181.0,6927.5,13132.0,12071.5,6607.5,6973.0,8760.5,6305.0,17399.5,4311.5,3361.0,1868.0,2704.0,2320.5,1820.5,2565.5,1901.0,3290.5,4200.5,8642.5,6086.0,8302.0,8315.0,8273.5,8896.5,8975.5,16376.5,6095.5,13477.5,2082.0,9384.5,9050.5,7997.0,5856.5,10517.5,6569.0,9920.5,10454.5,7250.0,9806.5
B_Gen5.jpeg_persistence.pkl,5426.5,3944.5,4633.5,2951.5,5871.5,4314.5,2051.0,14584.5,1898.5,5838.5,2674.0,1918.0,2833.0,3457.5,3126.5,0.0,4815.5,2788.5,3778.5,3130.0,3346.0,3710.0,4122.0,2978.0,1763.5,6044.0,1924.5,3981.0,1619.5,2052.0,6979.0,11274.0,11119.5,13862.5,11970.0,4933.5,8035.0,10601.0,5684.5,6453.5,22828.0,17826.0,12826.0,18358.0,14729.5,16932.0,15119.0,13743.5,16881.5,6266.5,3653.0,6874.5,1905.5,5451.0,3045.5,2588.5,4681.0,3483.0,2090.5,4266.5,9646.0,6673.0,15262.5,11913.0,4775.5,7685.5,8535.5,7749.5,18019.5,5075.0,4566.5,2469.0,3115.0,3848.0,3458.0,2658.5,3771.5,2508.5,4072.5,7972.0,5917.5,5586.5,5926.5,7063.0,9227.5,9028.0,15052.5,4365.5,11648.0,2729.0,9722.0,9853.5,8663.0,6142.0,8500.5,8382.0,9558.0,11285.0,8494.5,9336.5
B_Gen6.jpg_persistence.pkl,7913.0,6196.0,6854.0,4342.5,6886.5,7032.0,5413.5,14342.5,5680.5,7707.0,4859.5,4590.5,4930.5,5792.5,5747.0,4815.5,0.0,4954.5,4975.0,4414.0,4842.0,5253.0,6503.5,4676.0,5096.5,7715.0,4376.0,6479.0,5397.5,4028.0,7307.0,11486.0,10890.5,13762.5,12125.0,7111.0,8741.0,10187.0,5541.0,6759.5,21954.0,17356.5,12873.0,17553.5,14396.0,16426.0,14391.0,13491.0,16331.0,8535.0,4569.5,6976.0,4102.5,5559.0,5426.0,6240.5,5340.5,7148.0,5168.0,5634.0,10448.5,7042.0,14765.5,11645.5,6396.0,8281.0,9383.0,7953.5,17816.0,6728.5,6076.5,5353.0,6163.5,5105.0,5902.5,5169.0,5743.0,4747.0,5213.0,7358.5,6153.5,7250.0,6210.5,8751.5,8994.5,8919.0,14803.0,4541.0,13567.0,5720.0,10140.0,9689.0,9702.5,6884.0,8275.0,8223.0,9998.0,11195.0,8939.5,9925.0
B_Gen7.jpg_persistence.pkl,5912.0,5727.0,6087.5,3910.5,7706.0,4594.0,3929.5,13697.5,3916.0,6727.5,3422.5,3250.5,3585.0,3593.0,5353.0,2788.5,4954.5,0.0,4375.5,2843.5,4228.0,5352.5,3814.0,4535.5,3625.0,4725.0,2179.0,2987.5,3217.5,2806.5,7222.0,10764.0,12370.5,13053.0,11738.0,4581.5,7188.5,11720.0,6260.0,5738.0,24205.5,19403.0,12583.0,19779.5,16553.0,16587.5,16653.5,13451.5,18229.0,7549.0,4360.5,6919.5,3247.5,6357.0,3823.0,3569.5,5238.5,4081.0,3181.0,4610.0,9065.0,6515.5,16789.0,11856.5,3951.0,8615.5,8463.5,9296.0,18453.5,6536.5,6382.0,4627.5,4617.5,5742.5,5522.0,4175.0,5855.5,3749.5,5404.5,7024.5,6092.5,3763.0,4333.0,6533.5,9443.0,9359.0,13660.5,3660.5,10606.5,4339.0,10937.5,10747.0,8650.0,7566.5,7016.0,10038.5,9237.0,12216.0,9841.0,8691.0
B_Gen8.jpg_persistence.pkl,3824.0,3643.5,4056.0,2791.0,5325.5,3535.5,3119.5,13272.0,3549.5,4291.0,4752.5,2876.5,2046.0,2360.5,4276.0,3778.5,4975.0,4375.5,0.0,3342.0,2924.0,3472.0,2882.0,3576.0,3028.5,5276.0,4643.5,4343.5,4643.5,3292.0,4395.0,9118.5,9456.5,12181.0,9832.0,3736.0,6118.0,8522.5,4278.0,4686.0,21470.5,16517.5,11041.0,16941.0,13655.5,15369.0,13815.5,12015.5,15423.5,6149.0,2211.5,4690.5,2891.0,3845.5,2755.0,2776.0,3376.0,3772.5,3435.5,3175.5,7105.5,4593.5,13869.5,9838.5,4241.5,5805.5,6413.0,6473.5,15765.0,4032.5,4259.5,4191.5,3260.0,3852.0,4045.5,2826.5,4411.5,3288.0,3576.0,6584.5,3316.0,6459.5,6274.0,5174.0,7147.0,6598.5,12920.5,3582.5,10318.0,3416.5,8251.5,8066.0,6898.5,5512.5,7781.5,7176.0,7671.5,9335.5,6972.0,6713.0
B_Gen9.jpg_persistence.pkl,5210.5,4705.5,5160.5,3322.5,6593.5,4386.5,3593.0,13429.5,4046.0,5726.0,3567.5,2979.5,2798.0,3412.0,4899.5,3130.0,4414.0,2843.5,3342.0,0.0,3317.5,4401.0,3392.0,3608.5,3554.0,4918.5,3201.5,3517.5,3648.0,2712.5,6070.5,10019.5,11052.0,12519.5,10937.5,4037.5,6930.0,10306.0,5324.0,5007.0,23245.5,18245.5,11961.5,18716.0,15361.0,16201.5,15663.0,12838.0,17157.0,6978.0,3298.5,5858.0,2877.0,5163.0,3025.0,3345.0,4034.0,4074.0,2977.5,3634.5,8352.5,5469.5,15597.0,10858.0,3612.0,7219.5,7434.5,8013.5,17202.5,5309.5,5483.5,4405.0,3903.5,4773.5,5020.0,3546.0,5111.5,3372.5,4297.5,6445.5,4902.5,4872.5,4649.0,5965.5,8290.5,8071.5,13494.0,3096.0,10830.0,4098.5,9683.5,9580.0,7720.0,6468.5,7281.0,8801.5,8371.5,10832.5,8475.5,8013.5
B_Goya1.jpg_persistence.pkl,4917.0,3658.0,4065.0,3206.5,4441.0,4235.5,2968.5,13061.5,3606.5,5005.5,4479.0,2743.5,2605.5,3215.5,3924.5,3346.0,4842.0,4228.0,2924.0,3317.5,0.0,2509.5,3849.5,3064.0,2881.5,6458.5,4228.0,4717.0,4169.0,2878.0,5180.5,9139.0,8743.5,12588.0,10339.5,4841.5,7258.5,8174.5,3654.0,5221.0,20741.0,15928.5,10453.5,16235.5,12900.5,14953.5,13584.0,11405.5,14690.0,6301.5,2751.5,4934.5,2760.0,3109.0,2857.5,3432.5,3088.0,4369.5,3765.0,2733.5,8137.0,4726.0,13116.0,9491.0,4050.0,5783.0,6573.5,5827.5,15418.5,4208.5,3760.0,3609.5,3248.0,2698.5,4058.0,2526.5,3197.5,2558.5,2951.0,6940.0,3853.0,7027.5,6851.0,6400.0,6986.0,6839.0,13801.5,3662.5,11751.5,3267.5,7931.5,7564.5,7135.5,4333.0,7761.0,6334.0,7407.0,8751.5,6603.0,7369.0
B_Goya10.jpg_persistence.pkl,4856.5,2853.5,2989.5,3172.5,3324.0,4901.5,2817.0,13313.0,3618.0,4498.0,4836.5,2630.0,3304.5,3651.0,3233.5,3710.0,5253.0,5352.5,3472.0,4401.0,2509.5,0.0,4471.5,2448.0,2827.0,7585.0,4812.0,5634.5,4427.5,3202.5,5481.0,9522.0,7954.0,13187.0,10782.0,5875.0,7828.5,7664.5,3931.5,6021.5,20095.0,15482.5,10447.5,15407.0,11749.5,15570.0,13065.0,11670.0,14215.0,5363.5,3285.5,5290.5,3091.5,3367.0,3057.0,3642.0,3575.0,4994.0,4111.0,3353.0,8690.0,5213.0,12097.0,9850.5,4972.5,5314.0,6726.5,4790.0,15353.0,3254.0,2466.5,3233.5,2991.5,2249.0,3365.0,2338.0,2637.0,2505.5,2361.5,7941.5,4494.5,8209.5,7667.5,7176.0,7148.5,7177.5,14590.5,4365.5,12699.0,3226.5,7364.5,7077.5,7614.0,4131.0,8869.0,5239.0,7642.0,8408.5,5659.0,8123.5
B_Goya2.jpg_persistence.pkl,3102.5,4249.5,4474.0,3796.5,6545.0,3419.0,3664.5,12919.5,4325.5,4257.5,5161.5,3528.0,2850.0,2444.0,5397.5,4122.0,6503.5,3814.0,2882.0,3392.0,3849.5,4471.5,0.0,4679.0,3759.0,3887.0,4684.0,2986.5,4781.0,3760.5,4705.5,8377.0,10532.5,11265.0,9504.5,2817.5,5231.0,9915.0,5386.0,4137.5,23242.5,18390.0,10798.0,18640.0,15254.0,15557.0,15665.0,11924.0,17091.5,5933.0,3233.0,4829.5,3886.5,5177.0,2463.5,2624.5,3802.0,3624.5,3850.5,3402.5,5927.5,4024.0,15317.0,9655.0,3030.5,6399.5,5525.5,7680.5,16011.0,4544.0,5340.5,5219.5,3583.0,5176.5,5127.5,3649.5,5682.0,3850.0,4639.0,6705.0,3715.5,4989.5,4968.5,3737.0,7156.5,7052.5,11798.0,3748.5,8597.5,4225.5,9187.5,9010.5,5960.0,6600.5,7237.5,8665.0,6699.0,10068.0,7790.0,5820.5
B_Goya3.jpg_persistence.pkl,5429.5,2666.0,3699.5,3135.5,4379.0,4758.5,2382.0,14311.5,2947.5,5139.5,3890.5,2066.5,3204.0,3690.5,2468.5,2978.0,4676.0,4535.5,3576.0,3608.5,3064.0,2448.0,4679.0,0.0,2182.0,7196.0,3885.0,5402.0,3758.0,2658.5,6129.0,10969.0,9188.5,14099.0,11631.5,5449.5,8323.5,8951.5,4655.0,6678.5,21004.0,16012.0,11859.5,16517.5,12864.5,16697.5,13405.5,12925.5,15127.5,5618.5,3504.5,5942.0,2471.5,4463.5,3435.0,3351.5,4643.5,4652.0,2941.0,4041.0,9519.5,6169.5,13280.0,11048.0,5512.0,6372.5,7994.0,5981.0,16890.5,3955.5,3251.0,2434.5,2745.5,2457.5,2829.0,2268.0,2547.5,2232.5,3144.0,7900.5,5456.5,7312.5,6942.5,7529.5,8398.5,8383.5,15253.5,4696.0,12720.5,2589.5,8858.0,8283.0,7953.0,5045.0,9256.5,6434.5,8972.5,9994.0,6695.5,9125.5
B_Goya4.jpg_persistence.pkl,4552.5,2888.0,3706.5,2886.5,4768.0,3591.5,1241.0,14639.5,1435.0,4824.0,3323.5,1525.5,2441.0,2667.5,2267.0,1763.5,5096.5,3625.0,3028.5,3554.0,2881.5,2827.0,3759.0,2182.0,0.0,6363.5,3019.0,4499.5,2576.5,2299.5,6083.0,10908.5,10147.0,14062.5,11591.0,4641.0,7963.5,9691.5,5293.0,6446.5,21833.5,16818.0,12362.5,17342.0,13645.5,16811.5,14123.5,13464.5,15972.0,5323.0,3333.5,6322.5,1844.0,4834.5,2777.0,2183.5,4461.5,3171.5,2053.0,3914.5,8953.5,6215.0,14133.0,11577.5,5146.0,6898.5,7886.0,6731.0,17307.0,4162.5,3481.0,2040.0,2277.0,2799.5,2520.0,1815.0,2821.0,2110.5,3429.0,8382.5,5253.0,6397.0,6572.0,6672.0,8728.0,8461.0,15143.5,4646.0,11579.5,1896.0,8877.0,8990.5,7966.0,5686.5,9132.0,7326.0,9170.5,10523.0,7497.0,8639.5
B_Goya5.jpg_persistence.pkl,5641.5,7483.0,7663.5,5807.0,9737.0,5437.5,6379.0,12761.0,6575.0,6953.5,6504.0,6068.0,5125.5,5030.5,8225.0,6044.0,7715.0,4725.0,5276.0,4918.5,6458.5,7585.0,3887.0,7196.0,6363.5,0.0,6104.0,3599.5,6412.5,5798.5,6033.0,8963.0,13221.5,10503.5,10307.5,3747.5,5822.0,12117.0,7534.0,4769.0,25255.0,20811.5,11362.0,20768.5,17947.0,16459.5,18008.5,12807.5,19206.5,8621.0,5712.0,6342.5,5880.5,7887.0,5483.0,5514.5,6219.0,5475.0,5527.0,6153.0,6067.0,5920.0,17906.5,10765.5,4049.5,9093.0,6820.5,10723.0,17363.0,7692.0,8663.5,7742.5,6532.5,8199.5,8188.5,6641.5,8642.5,6429.0,7585.0,7079.0,5872.5,4225.5,5084.0,4224.0,8734.5,9164.5,10210.0,5287.5,6850.0,6889.5,12136.0,11258.0,6745.5,9598.5,6040.5,11684.5,7852.0,12439.5,10571.0,5432.5
B_Goya6.jpg_persistence.pkl,6350.0,5169.0,5744.0,3746.0,7099.0,5100.5,3426.5,14629.0,3307.5,6860.5,2951.5,2683.0,3834.5,4120.0,4429.0,1924.5,4376.0,2179.0,4643.5,3201.5,4228.0,4812.0,4684.0,3885.0,3019.0,6104.0,0.0,4168.0,2572.5,2404.5,7789.5,11786.0,12143.5,14219.0,12547.5,5409.5,8424.0,11655.0,6371.5,6878.5,23873.0,18916.5,13318.0,19412.0,15921.5,17363.5,16247.5,14183.5,17940.5,7174.0,4506.5,7547.0,2839.0,6349.5,3782.5,3582.0,5486.5,4314.0,2888.5,5027.0,10175.0,7260.0,16358.5,12456.5,5059.0,8592.0,9199.5,8845.0,18779.0,6201.0,5785.0,3837.5,4263.0,5094.0,4765.5,3796.0,5047.0,3389.5,5060.5,7966.0,6701.0,4733.5,4955.0,7614.5,9877.5,9844.0,15215.0,4118.0,12022.5,3785.5,10698.5,10736.5,9294.0,7134.5,8286.0,9489.0,10031.5,12150.0,9590.0,9846.0
B_Goya7.jpg_persistence.pkl,5186.0,5894.0,5984.0,4412.0,7896.0,4608.5,4476.5,13361.5,4799.0,6386.5,4544.5,4231.5,3886.0,3547.0,6373.5,3981.0,6479.0,2987.5,4343.5,3517.5,4717.0,5634.5,2986.5,5402.0,4499.5,3599.5,4168.0,0.0,4260.0,3989.0,6715.0,9959.5,12286.0,11726.5,11117.5,4411.0,6532.5,11613.0,6544.5,4858.5,24623.0,19748.0,11996.0,20065.0,16673.0,16120.5,17101.5,12825.5,18504.5,7476.5,4388.5,6635.5,4206.5,6501.5,3682.5,3668.0,5082.0,4087.5,4022.5,4422.0,7763.5,5846.5,16815.5,11333.5,2771.5,8350.0,7697.5,9272.5,17968.0,6404.5,6643.0,5772.0,5014.5,6306.5,6196.0,4758.0,6695.0,4404.5,5771.0,6529.5,5619.0,3307.5,4186.0,5327.0,9001.0,9063.5,11765.0,4109.0,8615.0,5332.5,10807.0,10682.5,7900.5,7742.5,5573.0,10106.0,8300.5,12011.5,9674.0,7174.5
B_Goya8.jpg_persistence.pkl,6263.0,4791.5,5505.5,3598.0,6576.0,5194.5,2812.0,15271.5,2903.5,6738.5,1791.5,2680.0,3604.0,4168.5,4045.5,1619.5,5397.5,3217.5,4643.5,3648.0,4169.0,4427.5,4781.0,3758.0,2576.5,6412.5,2572.5,4260.0,0.0,2666.5,7833.0,11966.0,11892.0,14421.5,12718.0,5682.5,8716.5,11445.5,6401.5,6925.0,23583.5,18558.5,13562.5,19073.0,15479.5,17337.0,15888.5,14435.5,17701.5,6908.0,4474.5,7688.0,2697.5,6262.5,3770.0,3381.5,5297.0,3906.0,2972.5,4863.0,10355.5,7340.5,15915.5,12710.5,5143.0,8574.0,9308.5,8488.0,18847.0,5928.5,5320.5,3249.5,4056.5,4650.5,4341.0,3584.5,4688.5,3336.5,4917.5,8463.5,6722.5,5743.0,6255.0,7653.0,9997.5,9867.5,15549.0,4981.5,12132.0,3686.5,10451.5,10592.5,9468.5,6924.0,8389.0,9083.5,10244.0,12106.5,9287.0,10013.0
B_Goya9.jpg_persistence.pkl,5211.5,3808.0,4217.0,2389.0,5433.5,4217.5,2504.5,13591.0,2872.5,5280.0,2848.5,1785.0,2612.5,2950.5,3631.0,2052.0,4028.0,2806.5,3292.0,2712.5,2878.0,3202.5,3760.5,2658.5,2299.5,5798.5,2404.5,3989.0,2666.5,0.0,6293.0,10435.0,10390.0,13269.0,11064.0,4621.5,7401.5,9820.0,4697.0,5871.5,22025.5,17188.0,11790.5,17564.0,14158.5,16258.0,14409.5,12875.0,16097.5,5800.0,3133.5,5990.5,2162.0,4850.5,2555.5,3209.0,4092.0,4035.0,2865.0,3924.5,8952.0,5959.0,14524.5,11083.0,4627.5,7022.5,7751.0,7131.5,17095.5,4529.0,4159.0,2986.5,3166.5,3612.5,3590.5,2574.0,3948.0,2142.5,3510.5,7500.0,5353.0,5660.5,5732.5,6581.5,8345.5,8437.0,14443.0,3424.0,11485.5,3131.5,9078.0,8926.0,8009.5,5651.0,8045.5,7753.0,8764.5,10483.0,7830.0,8616.5
B_Klimt1.jpg_persistence.pkl,4636.5,5492.0,5458.0,5450.0,6469.0,4394.0,6077.0,13380.5,6534.5,4504.5,8098.0,5869.5,4835.0,4996.0,6458.5,6979.0,7307.0,7222.0,4395.0,6070.5,5180.5,5481.0,4705.5,6129.0,6083.0,6033.0,7789.5,6715.0,7833.0,6293.0,0.0,8775.0,9068.0,11738.5,9886.0,4709.5,6554.0,8358.5,5117.0,5275.0,21874.0,17061.0,10533.5,17192.5,13916.0,15987.0,14529.0,11674.5,15618.0,7637.0,4419.5,4311.5,6263.5,4694.5,5143.0,5478.0,4622.5,6197.0,6473.0,4834.5,5553.5,4263.5,13914.0,9142.0,5512.5,5519.0,5675.0,6706.5,15015.5,5223.5,5925.5,6872.0,5247.5,5405.0,6555.5,5083.5,6169.0,6001.0,5722.5,7288.5,3379.0,8169.5,8189.0,5184.0,6590.0,6356.0,12147.0,5503.0,10154.5,5524.5,8849.5,7839.5,5449.0,6826.5,8588.5,7541.5,6932.0,8725.0,6948.0,5245.0
B_Klimt10.jpeg_persistence.pkl,8044.5,10093.0,8875.0,9895.0,9423.5,10745.5,10729.0,7940.0,11763.5,8105.5,12248.0,10439.5,9494.0,9470.5,11865.5,11274.0,11486.0,10764.0,9118.5,10019.5,9139.0,9522.0,8377.0,10969.0,10908.5,8963.0,11786.0,9959.5,11966.0,10435.0,8775.0,0.0,9015.0,6640.0,5397.5,9619.0,6407.5,7750.5,8341.5,6674.0,21761.0,19848.0,4849.0,16447.0,13097.0,14124.0,16471.0,9280.0,15701.0,9501.5,8835.5,6298.0,10752.0,8272.0,8745.0,10045.0,7658.5,11364.5,11532.0,8754.5,7734.5,6032.5,12869.5,5252.5,8596.5,6412.0,4667.0,7617.0,9518.0,8333.5,9437.0,11653.0,9911.0,9986.0,11697.5,10099.5,10975.0,10014.0,8832.0,10081.5,7006.5,11876.5,11498.5,8964.0,5357.5,6556.0,8231.5,8717.0,11056.0,11054.5,8813.5,7506.5,9558.5,10433.0,9395.0,9125.0,5044.0,7812.0,7031.5,7582.0
B_Klimt2.jpg_persistence.pkl,9661.5,8482.0,7395.0,9145.5,7011.5,11395.5,10012.0,12188.5,10918.5,7970.0,12219.0,9822.0,9550.0,10115.5,9379.0,11119.5,10890.5,12370.5,9456.5,11052.0,8743.5,7954.0,10532.5,9188.5,10147.0,13221.5,12143.5,12286.0,11892.0,10390.0,9068.0,9015.0,0.0,13717.0,11702.5,12080.5,11351.0,4765.0,7101.5,9667.0,15967.5,13034.5,8781.5,10854.0,7449.5,12303.0,11524.0,7289.5,10443.5,9227.0,8842.0,7896.5,10276.5,6664.0,9240.5,10530.0,7953.0,11973.5,11487.0,8656.5,12244.0,7812.5,7367.5,6200.5,10574.5,5631.0,8705.5,5382.0,11253.0,7403.5,7541.0,9877.5,9233.0,7820.0,9393.5,9254.0,8290.0,9723.5,8081.5,9901.5,8012.0,14879.0,14058.0,12470.0,6551.5,7173.0,15760.5,9840.5,17640.0,9614.5,6450.0,4563.0,10884.0,6309.0,13445.5,4387.0,8577.0,4702.5,5328.5,11646.0
