,B_Dey1.jpg_persistence.pkl,B_Dey10.jpeg_persistence.pkl,B_Dey2.jpg_persistence.pkl,B_Dey3.jpeg_persistence.pkl,B_Dey4.jpg_persistence.pkl,B_Dey5.jpg_persistence.pkl,B_Dey6.jpg_persistence.pkl,B_Dey7.jpeg_persistence.pkl,B_Dey8.jpg_persistence.pkl,B_Dey9.jpg_persistence.pkl,B_Gen1.jpg_persistence.pkl,B_Gen10.jpg_persistence.pkl,B_Gen2.jpg_persistence.pkl,B_Gen3.jpg_persistence.pkl,B_Gen4.png_persistence.pkl,B_Gen5.jpeg_persistence.pkl,B_Gen6.jpg_persistence.pkl,B_Gen7.jpg_persistence.pkl,B_Gen8.jpg_persistence.pkl,B_Gen9.jpg_persistence.pkl,B_Goya1.jpg_persistence.pkl,B_Goya10.jpg_persistence.pkl,B_Goya2.jpg_persistence.pkl,B_Goya3.jpg_persistence.pkl,B_Goya4.jpg_persistence.pkl,B_Goya5.jpg_persistence.pkl,B_Goya6.jpg_persistence.pkl,B_Goya7.jpg_persistence.pkl,B_Goya8.jpg_persistence.pkl,B_Goya9.jpg_persistence.pkl,B_Klimt1.jpg_persistence.pkl,B_Klimt10.jpeg_persistence.pkl,B_Klimt2.jpg_persistence.pkl,B_Klimt3.jpg_persistence.pkl,B_Klimt4.jpg_persistence.pkl,B_Klimt5.jpg_persistence.pkl,B_Klimt6.jpg_persistence.pkl,B_Klimt7.jpg_persistence.pkl,B_Klimt8.jpg_persistence.pkl,B_Klimt9.jpg_persistence.pkl,B_Mithila1.jpg_persistence.pkl,B_Mithila10.jpg_persistence.pkl,B_Mithila2.jpg_persistence.pkl,B_Mithila3.jpg_persistence.pkl,B_Mithila4.jpeg_persistence.pkl,B_Mithila5.jpg_persistence.pkl,B_Mithila6.jpg_persistence.pkl,B_Mithila7.jpeg_persistence.pkl,B_Mithila8.jpeg_persistence.pkl,B_Mithila9.jpg_persistence.pkl,B_Raja1.jpg_persistence.pkl,B_Raja10.jpg_persistence.pkl,B_Raja2.jpg_persistence.pkl,B_Raja3.jpg_persistence.pkl,B_Raja4.jpg_persistence.pkl,B_Raja5.jpeg_persistence.pkl,B_Raja6.jpg_persistence.pkl,B_Raja7.jpg_persistence.pkl,B_Raja8.jpg_persistence.pkl,B_Raja9.jpg_persistence.pkl,B_Ren1.jpg_persistence.pkl,B_Ren10.jpg_persistence.pkl,B_Ren2.jpg_persistence.pkl,B_Ren3.jpg_persistence.pkl,B_Ren4.jpg_persistence.pkl,B_Ren5.jpg_persistence.pkl,B_Ren6.jpg_persistence.pkl,B_Ren7.jpg_persistence.pkl,B_Ren8.jpg_persistence.pkl,B_Ren9.jpeg_persistence.pkl,B_Robert1.jpg_persistence.pkl,B_Robert10.jpg_persistence.pkl,B_Robert2.jpg_persistence.pkl,B_Robert3.jpg_persistence.pkl,B_Robert4.jpg_persistence.pkl,B_Robert5.jpg_persistence.pkl,B_Robert6.jpg_persistence.pkl,B_Robert7.jpg_persistence.pkl,B_Robert8.jpg_persistence.pkl,B_Robert9.jpg_persistence.pkl,B_Sid1.jpeg_persistence.pkl,B_Sid10.jpg_persistence.pkl,B_Sid2.jpeg_persistence.pkl,B_Sid3.jpg_persistence.pkl,B_Sid4.jpg_persistence.pkl,B_Sid5.jpeg_persistence.pkl,B_Sid6.jpeg_persistence.pkl,B_Sid7.jpg_persistence.pkl,B_Sid8.jpg_persistence.pkl,B_Sid9.jpg_persistence.pkl,B_Vin1.jpg_persistence.pkl,B_Vin10.jpg_persistence.pkl,B_Vin2.jpg_persistence.pkl,B_Vin3.jpg_persistence.pkl,B_Vin4.jpg_persistence.pkl,B_Vin5.jpg_persistence.pkl,B_Vin6.jpg_persistence.pkl,B_Vin7.jpg_persistence.pkl,B_Vin8.jpeg_persistence.pkl,B_Vin9.jpg_persistence.pkl
B_Mithila8.jpeg_persistence.pkl,13605.5,11830.5,9981.5,15806.5,8459.0,19688.0,15499.5,21232.0,16281.5,11539.5,19683.0,16743.5,16551.5,17408.5,14478.0,16942.5,17539.0,17641.0,16810.0,17511.0,14700.5,14445.0,17446.5,15778.0,16138.5,19470.5,18946.0,18898.0,19081.0,17244.0,16829.0,17856.5,7849.5,22291.0,34006.0,18039.0,20920.0,10126.0,14744.5,17444.0,19399.5,26572.0,19904.5,11481.0,13730.5,21939.0,20066.0,18267.5,0.0,20510.5,15731.5,16311.5,17264.0,14269.0,15725.0,16458.0,15043.5,20819.5,17509.5,15592.0,16160.0,16862.0,7396.5,12180.5,16679.0,9375.5,15116.5,8523.0,13607.0,10752.0,11834.5,16704.0,14289.5,13453.0,15410.5,15058.0,12875.0,15271.0,14583.5,18627.5,15513.0,20836.5,20364.0,19567.0,14081.0,16809.5,24143.5,17171.5,26755.0,15827.0,10073.5,15111.0,19503.0,15958.0,20894.5,12353.0,20335.0,9350.5,9315.0,20820.5
B_Mithila9.jpg_persistence.pkl,13021.5,18768.5,17706.5,16529.0,22142.0,15729.5,17369.0,16321.5,16790.0,15812.5,20409.0,17948.0,15407.0,15678.0,19230.5,18335.5,18904.0,18895.0,14753.0,17340.5,17061.0,17559.5,15554.5,18474.5,16735.5,16305.5,20179.5,18823.0,19913.0,18446.5,12575.0,9626.0,18425.5,15014.0,16693.5,14187.5,16138.5,14884.0,15574.5,13744.5,20589.5,34920.0,6508.5,16153.5,26623.0,14942.0,19954.0,14073.5,20510.5,0.0,16213.0,13306.0,18115.0,15666.5,16322.0,15505.0,15907.0,16840.5,16956.0,15350.0,12167.0,12002.0,22743.5,13506.5,16511.5,15808.0,8871.0,21576.0,12839.0,15465.0,17167.5,19759.5,15263.5,16317.5,17906.5,17533.5,19273.0,17406.5,16381.5,19043.5,12608.0,19475.5,17022.0,13102.5,10740.5,7736.5,16438.5,16635.0,18996.0,19879.0,20172.0,12348.0,13178.5,21010.5,21128.5,19200.5,10143.5,16709.0,16048.0,16978.5
B_Raja1.jpg_persistence.pkl,7974.5,6907.5,7969.0,3406.0,12330.5,8517.5,4636.5,11506.5,5119.0,9012.5,5917.0,4247.0,3719.0,5847.5,5838.0,5126.0,4923.5,4851.5,3259.5,3497.5,4285.5,4525.0,4257.0,4797.5,4390.0,5120.0,5861.0,4450.0,5876.0,4293.5,9638.0,14439.5,18260.5,11118.5,23929.0,5309.5,8597.0,19418.5,7739.5,5490.5,29913.0,40219.0,16269.5,22031.5,25364.5,10405.5,22313.5,22447.5,15731.5,16213.0,0.0,4908.0,3564.0,5915.0,3157.0,3627.5,4428.0,7261.5,3493.5,4890.0,9351.5,9429.5,19715.5,11255.0,5081.5,11082.0,10973.0,13059.0,20082.0,6482.0,5959.5,6196.0,4492.5,4462.0,4703.0,5255.5,7701.0,4232.5,4539.0,6045.0,5626.5,5917.5,6081.5,10009.0,8835.5,12962.5,11810.5,5185.5,13801.5,8066.0,17756.0,18796.5,15365.5,11701.5,6872.5,13596.5,12424.0,19747.5,15054.5,10222.0
B_Raja10.jpg_persistence.pkl,7334.0,9393.0,9464.0,5861.5,14375.5,8507.5,7373.5,11859.0,6830.0,9956.0,9096.5,7016.0,5081.5,6795.0,8661.5,7837.0,7938.5,7853.5,4348.5,6181.5,6737.5,6465.0,5571.0,7071.5,6793.5,5821.0,8987.0,7400.5,8762.0,7276.5,7491.5,12010.5,17031.0,9976.5,21541.0,4707.0,8526.5,18192.0,7440.5,4392.5,28106.5,39328.5,13500.0,20756.5,26481.5,8887.5,21142.0,20012.5,16311.5,13306.0,4908.0,0.0,6706.0,5252.0,5740.5,5558.0,5803.5,7712.5,5869.5,5439.0,7961.5,7011.5,19869.5,9245.0,5905.0,9532.0,8520.5,14105.0,17817.5,7036.5,7924.5,8664.5,5505.0,6699.0,7379.5,7460.0,10065.5,6865.5,6010.5,7126.5,3814.5,8220.0,6464.0,8351.0,6479.0,10529.5,10147.0,6519.0,11999.0,9527.0,17470.0,15620.5,12418.0,12055.0,9421.5,13598.0,9480.5,17864.5,13119.0,8945.0
B_Raja2.jpg_persistence.pkl,9386.0,6778.0,9068.5,3328.5,12663.5,8138.5,3526.0,12772.5,3497.5,9726.5,3508.0,2058.0,4335.0,5457.0,5035.5,2751.5,4060.0,2377.0,4136.0,3038.5,5168.0,5546.0,5380.0,3434.0,2977.5,4963.0,2904.5,3231.5,3565.5,2394.5,11611.5,17184.5,20425.0,12953.5,25545.0,5672.0,10326.5,21433.5,10347.5,7641.0,32310.5,42435.5,18941.5,24238.5,26395.5,12190.0,25161.5,25401.5,17264.0,18115.0,3564.0,6706.0,0.0,8436.0,3955.0,4457.5,6822.5,7413.0,2266.0,7226.5,11197.5,12235.5,21161.0,13992.0,7102.5,13324.0,13445.0,14197.5,22437.0,8087.0,6724.5,4040.0,4810.0,5043.5,4500.5,4144.0,7556.5,3213.0,6189.0,7020.5,8024.5,5229.0,6262.5,12142.5,11586.0,15849.0,13069.0,6746.5,14479.0,8223.0,19488.5,21459.0,17970.5,13822.0,5798.0,15459.0,14886.0,22155.5,17351.5,11699.0
B_Raja3.jpg_persistence.pkl,9073.5,9352.5,7584.5,7501.5,10996.5,11338.5,8370.5,11002.0,9080.5,11096.0,10731.5,8703.5,6669.0,9034.5,9175.5,9414.0,9165.5,9651.0,6466.0,7853.0,6331.5,5653.0,6935.0,8071.5,8371.0,8436.0,10831.0,8997.5,10337.5,9000.0,9485.5,11712.5,14654.0,11295.0,24430.0,7623.0,9692.0,17176.5,6108.0,5528.0,27573.0,36482.5,14668.5,19929.0,23708.5,10321.0,20291.0,18866.5,14269.0,15666.5,5915.0,5252.0,8436.0,0.0,6417.0,6548.5,5177.5,9913.5,7993.0,5158.5,9694.5,8046.0,17001.5,8162.5,5540.5,9504.0,9476.0,10923.0,18383.0,7270.5,6463.0,10023.5,7496.5,6776.0,7742.0,8356.5,9007.0,7664.5,5046.5,7685.5,5606.0,9903.5,8358.5,10734.0,7090.0,11013.5,12559.5,6838.5,15239.5,10350.5,15612.0,15175.5,12725.0,9247.0,10663.0,10462.0,11306.0,16071.5,12071.5,10193.5
B_Raja4.jpg_persistence.pkl,7707.5,6220.5,7511.5,3806.5,11885.0,8473.0,3810.0,12621.0,4603.5,8744.0,5251.0,4127.0,3263.0,5768.0,6218.0,4040.5,5909.0,4725.0,3563.5,3427.5,4501.0,4764.5,3285.5,4950.5,3601.5,4911.0,5995.0,4119.5,4679.5,3905.0,10373.5,14272.5,18578.0,11734.0,24138.5,5034.0,9208.5,19530.5,8904.0,6155.0,30322.5,40486.5,16702.5,22396.5,25238.0,10605.0,23808.5,22455.0,15725.0,16322.0,3157.0,5740.5,3955.0,6417.0,0.0,2831.5,3800.5,6452.0,3735.0,4980.5,9277.5,9431.5,19713.5,12235.5,5659.5,11386.5,11233.5,12814.5,20392.0,6447.0,5440.0,5774.5,4337.0,4398.5,4506.5,4688.0,7723.0,3908.0,5190.5,7908.5,5767.5,6366.5,6787.0,9627.5,9224.0,13335.0,12553.0,5897.0,13844.5,8749.5,17723.0,19245.0,16013.5,12798.0,7414.5,13696.0,12801.5,19969.5,15386.5,10175.0
B_Raja5.jpeg_persistence.pkl,7362.5,6885.5,8449.0,4454.0,12849.5,7548.0,3544.0,13044.0,4624.5,9296.5,6307.5,4602.0,2756.0,5175.0,6688.5,4681.5,6899.0,5394.5,3152.0,4121.0,5522.5,5691.5,2680.5,5390.0,3556.0,4321.0,6632.0,4699.5,5570.5,4816.0,10211.0,14265.0,19059.0,11676.5,23883.0,3755.0,8951.5,19883.5,9305.5,6014.5,30260.5,40894.0,16017.5,22620.0,26032.0,10383.5,23970.0,22226.5,16458.0,15505.0,3627.5,5558.0,4457.5,6548.5,2831.5,0.0,4239.0,5251.0,3754.5,4732.0,8711.5,9342.0,20474.0,12143.5,6019.0,11621.5,10465.0,13673.0,20182.5,6818.5,6352.0,6103.0,4112.0,5147.5,4843.5,4873.5,8345.5,4513.0,5710.5,7844.5,4790.0,6093.5,6026.5,9190.0,8664.0,13111.0,12268.5,5925.5,13395.5,8889.5,18130.5,18954.0,15349.0,13600.0,7827.5,14469.5,12505.0,19961.5,15659.0,9141.5
B_Raja6.jpg_persistence.pkl,7837.5,7767.5,7537.5,5497.0,11673.0,10491.0,6137.0,11582.5,7272.5,9478.0,7528.5,7122.0,4637.0,7643.5,7977.5,7083.0,7728.0,7863.0,5101.5,5797.0,5464.5,5522.5,4325.5,7163.5,6205.5,6373.5,9125.5,6445.5,7217.0,6772.0,10019.5,12062.0,17248.5,10399.0,23282.0,6311.0,8249.5,18343.0,7479.0,5055.5,28749.5,39070.5,14947.0,21070.0,24647.5,9195.5,21860.5,19853.5,15043.5,15907.0,4428.0,5803.5,6822.5,5177.5,3800.5,4239.0,0.0,7517.5,6286.5,4669.5,8709.0,7256.0,18776.0,9993.5,4686.5,10254.0,9600.5,12188.0,19225.0,6265.5,5749.0,8132.0,6357.5,5275.0,6586.5,7061.0,8803.5,6251.0,5202.5,7784.5,5046.5,8029.5,7239.5,8956.5,7759.0,11380.5,11679.0,5336.5,13677.0,10076.5,16891.5,17393.5,14535.0,11226.0,8846.0,12515.0,11334.5,18526.0,14020.5,9908.0
B_Raja7.jpg_persistence.pkl,8289.0,11387.0,12585.0,7668.0,17367.5,6741.0,7105.5,16165.0,6506.5,12384.5,8276.0,7576.0,4751.5,5178.5,9907.5,7237.5,10229.5,8178.5,5504.5,6998.0,9166.0,9974.5,4652.5,8828.5,6344.5,4083.0,9448.0,7586.5,7434.0,7567.5,11212.5,14572.5,23033.5,12263.5,22449.0,4317.0,10960.0,23718.0,12887.0,8018.0,33530.0,45065.0,16082.0,26099.5,30658.5,9112.0,27503.0,24405.0,20819.5,16840.5,7261.5,7712.5,7413.0,9913.5,6452.0,5251.0,7517.5,0.0,6313.0,6854.5,7893.5,10422.0,25060.0,15090.0,8554.5,14855.0,11404.0,18134.5,22751.5,10733.0,10741.5,8569.5,6825.0,9201.0,8336.5,7863.5,11905.0,8186.5,9284.0,10603.5,6711.5,8582.0,7656.0,7676.5,10876.5,14456.5,12543.0,8515.5,11848.0,11067.0,21652.5,21481.5,14938.5,17841.0,10648.0,18764.0,13406.0,23406.0,19433.0,6239.5
B_Raja8.jpg_persistence.pkl,8202.0,7356.0,9076.5,3401.0,13641.5,7250.5,3652.0,13476.0,2887.5,9324.5,4531.0,3003.0,3555.5,4755.0,5979.5,3412.0,5094.5,3408.5,3083.0,2625.0,5329.5,6116.0,4468.0,4057.5,2786.0,4168.5,4329.0,3737.0,4175.0,3225.0,10938.5,16317.5,20231.5,12746.5,24848.5,4370.5,10198.0,21122.5,10194.5,6792.5,31572.5,42279.5,17823.0,23707.0,27076.0,11837.0,24900.0,24403.5,17509.5,16956.0,3493.5,5869.5,2266.0,7993.0,3735.0,3754.5,6286.5,6313.0,0.0,6419.0,10028.0,11340.5,21621.0,13250.0,6921.0,12795.5,12338.5,14592.0,21642.5,7691.5,7187.5,4791.5,4164.5,5607.0,4814.0,4210.0,7873.0,3810.5,5384.5,7321.0,6887.5,5229.0,5963.5,10955.0,10450.5,14821.0,12700.0,6578.5,13961.5,7847.0,19001.0,20658.0,17036.0,14289.0,7007.5,15671.0,13933.0,21641.0,17029.5,10761.0
B_Raja9.jpg_persistence.pkl,6752.0,7939.5,8071.5,6056.5,12219.0,8312.0,6159.0,13237.0,6730.5,9953.0,9103.5,7338.0,4325.5,5718.5,7456.5,7647.0,8277.5,8343.0,4755.0,6408.5,5278.0,5430.0,5098.0,6823.5,6270.5,5811.0,9564.0,7654.5,8672.0,7510.0,9218.0,12661.0,17140.5,11797.0,24064.0,4881.5,9812.0,19175.0,7787.0,5827.0,28955.0,39038.0,14871.5,21380.0,25774.5,10018.5,23033.0,20644.0,15592.0,15350.0,4890.0,5439.0,7226.5,5158.5,4980.5,4732.0,4669.5,6854.5,6419.0,0.0,7600.0,8425.5,19251.5,10655.0,5302.5,9954.0,8737.0,12551.5,19363.0,7013.5,6491.5,8120.0,5694.5,5717.0,6230.0,6597.0,8226.0,6337.5,5268.0,7962.5,4512.5,9351.0,8029.5,9535.0,7190.5,11685.5,12570.5,6181.0,14334.5,8378.5,17152.0,16430.0,12706.0,12162.0,10566.5,12752.5,11551.0,18720.5,14091.5,8061.0
B_Ren1.jpg_persistence.pkl,4123.5,10450.5,9383.0,9419.0,14700.5,7102.0,9578.0,16784.0,9361.5,8341.0,13301.5,10995.0,8142.5,6917.0,11294.5,11314.0,12282.0,12043.5,8064.5,10527.0,10093.0,10376.0,8243.0,11406.0,9424.0,8961.0,13373.5,11790.0,12857.5,11385.0,6499.5,11970.5,17365.0,14388.5,23074.5,6954.0,13311.0,17873.5,11803.0,9397.5,27464.0,39841.0,11862.5,20340.5,27210.0,12464.5,24729.5,20928.0,16160.0,12167.0,9351.5,7961.5,11197.5,9694.5,9277.5,8711.5,8709.0,7893.5,10028.0,7600.0,0.0,9264.5,20666.5,11863.5,9915.0,9640.5,5599.5,14543.5,16013.5,7475.5,9003.0,12299.0,7739.0,8787.0,10161.5,9382.5,12226.0,10173.5,9194.0,13377.0,6119.5,13458.0,11782.0,6817.5,6959.0,10568.5,14801.0,9653.0,15520.5,11907.0,17589.0,15550.5,9547.0,16361.0,15035.5,15134.5,12243.5,17742.0,13716.0,7115.5
B_Ren10.jpg_persistence.pkl,9594.5,12911.0,11880.5,10738.0,16132.5,13506.0,11989.0,11049.5,12009.5,12541.5,13166.0,12622.5,9380.0,11716.0,12858.5,12663.5,12808.0,13309.0,9241.5,10990.0,10072.0,11021.0,8070.0,12504.5,11580.0,9475.5,14573.5,11788.5,12909.0,12414.5,10236.5,7412.0,16342.5,7649.0,19177.0,8908.0,7847.5,17217.5,8729.0,6007.0,26764.0,38079.5,9869.5,19952.5,26442.5,6634.5,19490.5,15846.5,16862.0,12002.0,9429.5,7011.5,12235.5,8046.0,9431.5,9342.0,7256.0,10422.0,11340.5,8425.5,9264.5,0.0,19524.0,7234.0,8020.0,11145.5,7408.5,15639.0,16833.0,9890.0,11306.0,13611.0,10496.5,10357.0,11976.5,12477.5,13244.5,11875.0,10266.0,10628.5,6156.5,12558.5,9318.0,7102.5,5737.5,6945.5,9137.5,8977.0,12273.0,13700.0,17767.0,14083.0,10929.5,13369.0,13153.0,13707.0,6966.5,16994.5,12990.5,10661.5
B_Ren2.jpg_persistence.pkl,18118.5,15300.5,13337.0,19862.5,11111.0,24044.0,19363.5,23650.0,20411.5,16067.5,23538.0,20649.5,20689.5,21478.0,18084.5,20824.5,21241.0,21586.0,21053.0,21445.5,18320.0,17506.0,21632.5,19093.0,20131.0,23719.0,22867.0,22844.5,22959.5,21144.5,20972.0,19979.0,7682.0,24913.5,36241.0,22510.5,24113.0,12163.5,16816.5,20538.5,21015.0,23383.5,22228.0,12969.0,10364.0,24651.0,21962.0,20295.5,7396.5,22743.5,19715.5,19869.5,21161.0,17001.5,19713.5,20474.0,18776.0,25060.0,21621.0,19251.5,20666.5,19524.0,0.0,14713.0,20231.5,12680.0,18583.5,9235.5,15940.0,14972.0,14907.0,20188.0,18531.5,16873.5,19162.0,18837.0,17340.5,18870.0,17684.5,21783.5,19692.0,24976.0,24442.0,24190.0,17618.5,19373.5,27282.5,21217.0,30799.0,19506.0,10065.5,16595.0,23168.0,17292.0,24737.0,12969.0,22356.5,8245.0,11123.0,24995.5
B_Ren3.jpg_persistence.pkl,11006.5,13470.0,10842.5,12904.0,12304.5,16265.5,14185.5,12147.5,14743.5,12824.5,16201.5,14742.5,12548.0,14610.5,15106.5,15608.5,14418.0,15431.5,11468.0,13411.5,11795.5,12030.5,12043.5,14137.5,14331.0,13251.5,16436.5,14384.5,16337.5,14781.5,12557.0,8226.0,11349.5,12184.0,23443.5,12119.0,11275.0,12714.5,8417.5,8743.5,22393.5,32890.5,10884.0,15257.5,21740.5,11957.5,15519.0,13097.0,12180.5,13506.5,11255.0,9245.0,13992.0,8162.5,12235.5,12143.5,9993.5,15090.0,13250.0,10655.0,11863.5,7234.0,14713.0,0.0,10082.5,8517.0,8860.5,11770.5,13460.0,9787.5,11763.0,16196.5,12775.0,12345.5,13846.0,14604.5,13869.0,13629.0,10292.0,12162.5,9344.5,15091.0,12538.0,11619.5,7219.5,7809.0,13754.5,11080.5,17223.5,15458.5,14079.0,10612.0,12786.5,11142.5,15924.5,10651.5,10581.0,11985.5,8847.5,14497.0
B_Ren4.jpg_persistence.pkl,9528.0,10055.5,9316.0,5731.0,13247.0,11056.5,8160.0,10225.0,8509.0,11615.0,7485.0,7642.5,5966.0,8618.0,9230.0,8464.0,7249.0,7771.5,5758.0,6190.5,5528.5,6645.0,5449.5,8222.0,7946.5,5823.5,8684.5,5833.5,8355.0,7174.5,10657.5,12092.0,18153.5,9000.5,22242.0,6816.0,7669.0,19808.5,7193.0,5082.0,30002.5,40013.0,15462.0,22315.5,26614.5,8985.5,22368.5,20349.5,16679.0,16511.5,5081.5,5905.0,7102.5,5540.5,5659.5,6019.0,4686.5,8554.5,6921.0,5302.5,9915.0,8020.0,20231.5,10082.5,0.0,11572.0,10212.0,13503.5,20330.0,8547.5,7996.0,9621.0,7523.5,6799.0,8217.0,8505.5,9350.5,7608.0,5944.5,7086.0,5885.5,7235.0,6596.5,9982.0,8442.5,11738.5,9921.5,4365.5,12568.0,10485.0,18200.5,17944.0,14418.0,11427.0,8176.0,13898.0,11064.5,19482.0,15284.5,10075.5
B_Ren5.jpg_persistence.pkl,7419.0,9237.0,7598.5,11748.5,9785.5,13422.0,11671.5,17471.5,11946.0,7970.5,15941.0,13009.0,11409.0,11770.0,11924.0,13416.0,13689.5,13968.0,11442.0,12915.0,10788.0,10176.0,12201.5,11888.5,11845.5,13559.5,15353.0,14558.5,15483.0,13424.0,10271.0,13347.0,9807.5,17538.0,28725.5,11788.5,15680.0,11967.0,10203.0,11909.5,21885.5,32052.0,15320.5,14031.5,20288.5,16523.5,20443.0,18077.0,9375.5,15808.0,11082.0,9532.0,13324.0,9504.0,11386.5,11621.5,10254.0,14855.0,12795.5,9954.0,9640.5,11145.5,12680.0,8517.0,11572.0,0.0,9144.5,8629.5,12725.5,6195.5,8597.0,13560.0,9226.0,9510.5,11419.0,11207.0,11833.0,11593.0,9422.5,13799.0,9269.5,16106.0,15056.5,13029.5,8805.0,12294.5,18342.5,12043.5,20553.0,11800.0,12550.0,11476.5,14600.0,12553.0,16796.0,9623.5,14396.0,11787.0,5913.0,14660.5
B_Ren6.jpg_persistence.pkl,6965.5,12688.5,10970.5,11772.5,15152.5,10924.5,12014.0,15355.0,12023.5,10506.5,15668.0,13401.5,10303.5,10443.0,13466.0,13791.0,14074.5,14447.5,10010.0,12620.5,11074.0,11520.5,10345.5,13117.0,11922.0,11269.0,15734.0,13943.5,15271.0,13746.5,7730.0,8284.5,14377.5,13209.5,21259.5,9102.0,12868.5,14923.0,10461.5,9121.5,24424.0,36985.0,8709.0,17681.5,25770.0,11447.0,21690.0,16557.0,15116.5,8871.0,10973.0,8520.5,13445.0,9476.0,11233.5,10465.0,9600.5,11404.0,12338.5,8737.0,5599.5,7408.5,18583.5,8860.5,10212.0,9144.5,0.0,14458.0,12822.0,9258.0,11055.0,14402.0,10388.0,10658.0,12333.5,12007.5,13460.0,12325.5,10571.0,13653.5,6649.0,15054.0,12464.0,7475.5,5007.0,6505.5,14017.5,10725.5,15415.0,13921.0,16897.5,12111.5,8658.5,14927.5,16169.0,13649.5,9269.0,14932.5,10908.5,10045.5
B_Ren7.jpg_persistence.pkl,12017.5,8834.0,6655.0,12992.5,5611.0,17060.5,12339.0,19591.5,13334.5,10320.0,16554.0,13710.5,13851.5,14500.5,11734.5,13815.5,14666.5,14659.0,14274.5,14555.0,11454.5,10532.5,14832.5,12458.0,13143.5,16815.5,15936.5,15906.0,15951.0,14242.0,15253.0,17705.0,10098.5,20937.0,33618.0,15681.0,18843.5,14762.0,12659.5,15231.0,25652.5,30270.0,20589.5,17210.0,16010.0,20172.5,22080.5,21621.5,8523.0,21576.0,13059.0,14105.0,14197.5,10923.0,12814.5,13673.0,12188.0,18134.5,14592.0,12551.5,14543.5,15639.0,9235.5,11770.5,13503.5,8629.5,14458.0,0.0,17906.5,8728.0,8102.0,13712.5,11644.0,10367.0,12697.0,11699.0,10866.5,12059.0,10976.5,16391.0,13395.5,18218.0,18017.0,18390.5,13493.0,17681.5,22357.5,14563.5,24801.0,13935.5,9209.5,16820.5,19229.0,13028.5,18114.5,9143.0,19397.5,12134.0,10067.0,18086.0
B_Ren8.jpg_persistence.pkl,15308.5,18920.0,17165.0,20744.5,18059.5,19945.5,20797.5,22261.0,20717.0,14450.0,24962.0,22047.5,20084.0,19839.5,21598.0,22481.5,22596.0,22997.5,19869.0,21822.0,20081.0,20373.0,20605.0,21903.0,20774.0,21802.5,24380.5,23469.0,24523.0,22503.0,15228.0,14631.0,12297.0,21605.0,28668.0,19573.5,21478.0,9183.5,18386.0,18718.0,16688.5,31409.0,14045.0,11885.5,21348.0,21295.0,22058.5,16420.0,13607.0,12839.0,20082.0,17817.5,22437.0,18383.0,20392.0,20182.5,19225.0,22751.5,21642.5,19363.0,16013.5,16833.0,15940.0,13460.0,20330.0,12725.5,12822.0,17906.5,0.0,15437.5,18006.0,23427.5,18108.5,18733.5,20689.0,20471.5,20947.0,20846.5,18668.0,23076.5,17092.0,24511.0,22499.0,18350.5,14049.0,12836.5,22869.5,20240.5,25810.0,21684.5,16859.0,13029.0,17091.5,21750.0,25569.5,17965.0,17685.0,11756.0,11771.5,21970.0
B_Ren9.jpeg_persistence.pkl,4834.0,4996.0,4366.0,6569.5,8926.5,9652.0,6513.0,14740.5,7038.5,5008.0,10659.5,7810.0,6899.5,7537.0,7596.0,8143.5,8991.0,8650.0,6802.5,7907.5,7280.5,6336.0,7641.0,7240.0,6798.5,9261.5,10036.0,9536.0,10203.0,8087.5,8481.0,13982.5,12932.0,14663.5,26646.0,7876.0,11979.0,14231.5,9687.0,8499.0,25076.0,34909.5,15721.5,16831.0,21447.5,13818.5,21857.5,20626.0,10752.0,15465.0,6482.0,7036.5,8087.0,7270.5,6447.0,6818.5,6265.5,10733.0,7691.5,7013.5,7475.5,9890.0,14972.0,9787.5,8547.5,6195.5,9258.0,8728.0,15437.5,0.0,4515.0,8724.5,4454.5,5006.5,6920.5,6245.0,8362.0,6421.5,5564.5,10752.0,6147.0,11055.5,10610.0,10316.0,8164.0,12699.5,15281.0,8528.5,17054.0,9086.0,12929.0,15255.0,14568.0,12412.0,11895.0,10089.5,13960.0,14763.0,9784.5,11612.0
B_Robert1.jpg_persistence.pkl,6936.5,4451.0,3707.5,5691.5,7505.5,9901.0,5019.5,13547.5,6136.0,6505.5,9046.0,6182.0,6614.0,7067.0,5405.0,6380.5,7290.5,7108.0,7179.0,7072.0,5613.5,4388.0,7765.0,5499.5,5649.5,9474.5,8423.5,8324.0,8486.5,6622.5,9747.5,15263.5,14310.5,14717.0,27448.0,8704.0,12017.0,16030.5,9148.0,8693.5,27452.5,36349.0,17436.0,19119.5,20555.0,13772.5,23372.0,22733.5,11834.5,17167.5,5959.5,7924.5,6724.5,6463.0,5440.0,6352.0,5749.0,10741.5,7187.5,6491.5,9003.0,11306.0,14907.0,11763.0,7996.0,8597.0,11055.0,8102.0,18006.0,4515.0,0.0,6957.0,4713.0,3102.0,5286.5,4740.5,5868.5,4622.5,4377.5,10351.0,7536.5,10653.0,10764.5,12921.5,9457.0,14253.5,15793.5,8049.0,18108.5,8391.0,13495.0,17006.5,15313.5,11433.5,10834.5,9758.5,15256.5,16625.0,11972.0,12007.0
