,R_Dey1.jpg_persistence.pkl,R_Dey10.jpeg_persistence.pkl,R_Dey2.jpg_persistence.pkl,R_Dey3.jpeg_persistence.pkl,R_Dey4.jpg_persistence.pkl,R_Dey5.jpg_persistence.pkl,R_Dey6.jpg_persistence.pkl,R_Dey7.jpeg_persistence.pkl,R_Dey8.jpg_persistence.pkl,R_Dey9.jpg_persistence.pkl,R_Gen1.jpg_persistence.pkl,R_Gen10.jpg_persistence.pkl,R_Gen2.jpg_persistence.pkl,R_Gen3.jpg_persistence.pkl,R_Gen4.png_persistence.pkl,R_Gen5.jpeg_persistence.pkl,R_Gen6.jpg_persistence.pkl,R_Gen7.jpg_persistence.pkl,R_Gen8.jpg_persistence.pkl,R_Gen9.jpg_persistence.pkl,R_Goya1.jpg_persistence.pkl,R_Goya10.jpg_persistence.pkl,R_Goya2.jpg_persistence.pkl,R_Goya3.jpg_persistence.pkl,R_Goya4.jpg_persistence.pkl,R_Goya5.jpg_persistence.pkl,R_Goya6.jpg_persistence.pkl,R_Goya7.jpg_persistence.pkl,R_Goya8.jpg_persistence.pkl,R_Goya9.jpg_persistence.pkl,R_Klimt1.jpg_persistence.pkl,R_Klimt10.jpeg_persistence.pkl,R_Klimt2.jpg_persistence.pkl,R_Klimt3.jpg_persistence.pkl,R_Klimt4.jpg_persistence.pkl,R_Klimt5.jpg_persistence.pkl,R_Klimt6.jpg_persistence.pkl,R_Klimt7.jpg_persistence.pkl,R_Klimt8.jpg_persistence.pkl,R_Klimt9.jpg_persistence.pkl,R_Mithila1.jpg_persistence.pkl,R_Mithila10.jpg_persistence.pkl,R_Mithila2.jpg_persistence.pkl,R_Mithila3.jpg_persistence.pkl,R_Mithila4.jpeg_persistence.pkl,R_Mithila5.jpg_persistence.pkl,R_Mithila6.jpg_persistence.pkl,R_Mithila7.jpeg_persistence.pkl,R_Mithila8.jpeg_persistence.pkl,R_Mithila9.jpg_persistence.pkl,R_Raja1.jpg_persistence.pkl,R_Raja10.jpg_persistence.pkl,R_Raja2.jpg_persistence.pkl,R_Raja3.jpg_persistence.pkl,R_Raja4.jpg_persistence.pkl,R_Raja5.jpeg_persistence.pkl,R_Raja6.jpg_persistence.pkl,R_Raja7.jpg_persistence.pkl,R_Raja8.jpg_persistence.pkl,R_Raja9.jpg_persistence.pkl,R_Ren1.jpg_persistence.pkl,R_Ren10.jpg_persistence.pkl,R_Ren2.jpg_persistence.pkl,R_Ren3.jpg_persistence.pkl,R_Ren4.jpg_persistence.pkl,R_Ren5.jpg_persistence.pkl,R_Ren6.jpg_persistence.pkl,R_Ren7.jpg_persistence.pkl,R_Ren8.jpg_persistence.pkl,R_Ren9.jpeg_persistence.pkl,R_Robert1.jpg_persistence.pkl,R_Robert10.jpg_persistence.pkl,R_Robert2.jpg_persistence.pkl,R_Robert3.jpg_persistence.pkl,R_Robert4.jpg_persistence.pkl,R_Robert5.jpg_persistence.pkl,R_Robert6.jpg_persistence.pkl,R_Robert7.jpg_persistence.pkl,R_Robert8.jpg_persistence.pkl,R_Robert9.jpg_persistence.pkl,R_Sid1.jpeg_persistence.pkl,R_Sid10.jpg_persistence.pkl,R_Sid2.jpeg_persistence.pkl,R_Sid3.jpg_persistence.pkl,R_Sid4.jpg_persistence.pkl,R_Sid5.jpeg_persistence.pkl,R_Sid6.jpeg_persistence.pkl,R_Sid7.jpg_persistence.pkl,R_Sid8.jpg_persistence.pkl,R_Sid9.jpg_persistence.pkl,R_Vin1.jpg_persistence.pkl,R_Vin10.jpg_persistence.pkl,R_Vin2.jpg_persistence.pkl,R_Vin3.jpg_persistence.pkl,R_Vin4.jpg_persistence.pkl,R_Vin5.jpg_persistence.pkl,R_Vin6.jpg_persistence.pkl,R_Vin7.jpg_persistence.pkl,R_Vin8.jpeg_persistence.pkl,R_Vin9.jpg_persistence.pkl
R_Gen1.jpg_persistence.pkl,8668.0,8298.0,13553.5,10829.0,17205.0,7013.5,6001.5,13841.0,5958.5,10471.0,0.0,5293.0,6916.0,6225.5,8891.5,6436.0,5553.0,4830.0,3705.0,6656.5,7298.0,7824.5,6334.5,6453.0,5375.5,5337.5,6958.5,6124.0,4751.5,5679.0,17665.0,19126.0,15868.5,20409.5,33833.0,17448.5,24687.5,25202.0,15310.0,19478.0,35226.0,48567.5,25430.0,25809.5,25219.0,15199.5,24181.5,25120.5,25373.5,34528.5,7543.0,9219.0,6101.0,6416.5,5979.5,7116.0,8618.0,9426.5,11521.5,11475.0,9831.0,14130.5,24138.0,13378.5,8759.0,13208.0,17325.0,11603.0,20576.0,7597.5,9761.5,7842.5,8412.5,8405.0,7620.5,7299.0,11136.0,10020.5,7677.5,12084.0,8441.0,16337.5,20914.5,20704.5,14017.5,13355.0,25131.5,15549.5,26982.0,12237.5,12562.0,19326.0,13657.5,13048.5,9818.5,11980.5,22183.0,21418.5,15835.0,21694.0
R_Gen10.jpg_persistence.pkl,7785.5,5403.5,9355.5,6857.0,13077.5,6035.0,2921.0,13290.0,2284.5,8009.5,5293.0,0.0,3687.0,3120.5,4868.0,2313.5,4778.0,2487.5,3475.0,4391.5,3487.0,5052.0,5821.5,3228.0,1930.5,4871.0,3451.5,4590.0,2438.5,2836.0,13720.0,19245.5,17144.0,18959.0,29798.0,15581.0,22406.0,21241.0,11740.5,15901.0,35363.5,48077.5,26080.5,25444.0,23657.0,15205.0,22428.0,27326.5,24915.5,31110.0,4720.0,7328.5,2976.0,7239.5,3311.5,4494.5,5843.5,6726.0,7603.5,7571.5,10152.5,12682.5,21337.0,15394.0,10216.5,12930.0,17731.5,11224.5,22190.5,5252.0,5573.0,4100.0,4323.0,4719.5,4121.0,3678.5,7219.5,6152.5,5844.5,11345.5,7183.0,13197.5,18263.0,17167.0,13429.5,14156.0,24635.0,13992.0,24137.0,8674.5,13162.5,19581.0,14126.5,13779.5,9492.0,11815.5,18837.0,23077.0,14940.0,19313.0
R_Gen2.jpg_persistence.pkl,8078.0,5179.5,7962.0,5681.5,11496.0,7444.5,4277.5,12884.0,3889.5,7419.5,6916.0,3687.0,0.0,3851.0,4212.0,3999.5,6254.5,5071.5,5280.5,3926.0,4006.5,4556.5,7422.5,3154.5,3896.0,7327.5,4074.0,6856.0,4817.5,4186.5,12628.0,19794.0,17567.5,19081.5,28504.5,14994.0,21076.5,20130.5,11662.0,14612.5,36084.0,48266.0,26599.5,25561.5,23604.5,15130.0,22591.5,27522.0,24661.0,30114.0,4392.0,7117.5,3544.5,8430.5,4663.0,5248.0,6481.0,6767.0,6356.5,6514.0,12036.5,13122.0,20397.5,15565.5,10453.0,13479.5,18240.5,11718.0,23137.5,5913.0,4394.5,4803.0,3547.5,3973.5,4980.5,4153.5,6412.5,5881.5,5620.5,10958.5,7410.5,13397.5,18431.0,15993.5,13160.5,14999.0,24913.0,14216.0,23476.0,8395.0,14464.5,20368.5,14823.0,14445.5,9371.0,12505.0,17880.0,24192.5,15351.0,19096.0
R_Gen3.jpg_persistence.pkl,7202.5,4345.0,8079.5,5685.5,11895.5,6165.5,2887.5,13744.5,3444.5,7113.5,6225.5,3120.5,3851.0,0.0,4128.0,3895.0,6296.0,4342.5,4416.5,4334.0,3240.5,4645.5,6048.0,3911.0,3342.5,6336.5,3694.0,6542.0,4050.5,2520.5,12658.5,18599.0,15834.5,18449.0,28963.5,14662.0,21871.0,20188.0,10706.0,14771.5,34637.5,46946.0,24850.0,24279.0,22683.0,14990.0,22053.0,26900.0,23603.0,29921.0,3736.5,7120.5,2639.5,6786.0,3330.5,4293.5,5216.5,5271.0,6220.5,6399.5,10565.0,11945.5,19812.0,15272.0,10274.5,12318.0,17290.0,9898.5,21834.0,5471.5,5179.5,4453.0,3934.5,4666.0,5044.0,3591.0,6174.0,5082.5,6182.0,11457.0,6088.0,12202.0,17325.5,15568.0,12209.0,13393.5,23613.5,12824.0,22640.5,7542.5,13110.5,19176.0,13683.0,13401.0,9372.5,10783.5,17544.0,22737.0,14362.0,18249.0
R_Gen4.png_persistence.pkl,8889.0,4667.5,6865.5,5685.0,9920.0,8239.0,4324.5,14973.5,4697.0,7687.0,8891.5,4868.0,4212.0,4128.0,0.0,4389.5,7925.0,6604.0,7130.0,5594.5,4818.5,5166.0,8673.0,4595.0,4841.5,9021.0,5100.0,8607.0,6066.5,4771.5,12566.0,20481.0,17760.5,19430.0,27084.5,15150.0,20941.5,18509.5,10162.0,13990.0,36357.5,47574.5,26484.0,25562.0,24041.5,16131.5,21881.5,28955.5,24127.5,29992.0,5235.5,7664.0,3839.0,9052.0,5861.5,6018.5,6575.0,6150.5,5717.0,5738.5,13339.0,12443.5,19620.0,17537.0,12731.0,14333.5,19034.0,12187.0,24283.5,7330.5,4881.0,3119.0,3815.5,3862.0,5149.5,3047.0,4647.5,5201.0,6529.0,11980.5,7741.0,12103.5,17138.5,14897.5,12660.0,15602.5,24065.5,13482.0,21984.0,6930.5,16139.0,21044.5,16004.0,15748.5,10487.5,12855.5,16765.0,25354.5,15699.0,19576.5
R_Gen5.jpeg_persistence.pkl,8977.5,5340.5,9189.5,7075.5,12458.5,7463.0,2532.0,14882.0,1800.0,8388.0,6436.0,2313.5,3999.5,3895.0,4389.5,0.0,5575.5,3493.0,5024.5,6026.5,4399.5,6411.0,7636.5,4320.0,2573.5,6103.5,3778.0,5597.5,2827.0,3625.5,14403.5,21037.0,19091.0,20661.0,30470.5,17386.5,23893.5,21938.0,12918.5,16592.0,37158.5,49958.5,28079.5,27122.0,25336.0,16907.5,23484.5,29368.0,26440.5,31868.0,6126.5,9005.0,3710.0,9148.0,4561.0,5901.5,7606.5,7574.5,7880.0,7942.0,11533.0,14636.0,22172.5,17338.5,11916.0,14876.0,19666.5,13080.0,24110.5,6958.5,5685.0,3109.5,4922.0,4500.5,3986.5,3436.0,6811.5,6776.0,6750.0,12908.0,8934.5,14933.0,20024.0,17764.0,14957.5,15814.5,26604.5,15855.5,25335.0,9591.0,14631.5,21252.0,15797.0,15748.0,11344.5,13550.0,19742.0,25013.5,16816.5,20808.0
R_Gen6.jpg_persistence.pkl,11180.5,8744.5,12650.5,10029.0,15979.0,9422.0,6058.0,11635.0,5459.5,11617.5,5553.0,4778.0,6254.5,6296.0,7925.0,5575.5,0.0,4156.5,4955.0,5892.5,6538.5,7828.5,8261.5,5875.5,5320.0,4390.5,6156.5,3587.0,4056.5,6306.5,16931.5,19177.0,18734.5,20677.5,32607.0,17813.0,24119.5,24203.5,14455.5,18653.0,36890.0,50029.0,26881.5,27768.0,26369.5,14127.0,21960.0,27434.5,27345.5,34340.0,7604.5,8703.5,6370.5,7750.0,6580.5,7784.0,8393.0,9906.0,10779.0,10895.5,8587.0,14126.5,24462.0,15131.0,8553.5,14669.0,17868.0,13044.5,23368.0,8392.5,8676.0,7633.5,7433.5,7268.5,6752.0,7161.5,9907.5,9159.5,5784.5,10903.0,9553.0,15860.0,20644.0,20339.5,16048.0,13850.0,26205.0,15972.0,27030.0,11700.5,12680.0,18769.0,12895.0,14543.0,9020.5,13379.5,21866.5,24200.5,17202.5,22377.5
R_Gen7.jpg_persistence.pkl,8557.5,6968.5,11061.5,8462.0,14824.5,6454.0,4212.5,13044.0,3326.0,9500.0,4830.0,2487.5,5071.5,4342.5,6604.0,3493.0,4156.5,0.0,3171.5,5122.0,4701.5,6015.5,5643.0,4260.0,3170.0,3434.0,4077.0,3660.5,2480.5,3960.5,15203.5,18379.5,17001.5,19174.0,31295.0,16063.5,23079.5,22724.5,12760.0,17133.5,35138.0,48285.0,25609.0,25787.0,24394.5,14010.0,22267.0,26537.0,25471.5,32490.0,5712.0,7706.5,4379.5,6545.0,4159.5,5241.5,6220.0,8243.5,9197.5,9200.0,8753.5,12682.5,22562.0,14461.5,8914.5,12796.5,16960.0,11178.5,21715.5,5736.5,7206.0,5904.0,5906.0,6309.0,5294.0,5266.5,8923.5,7574.0,5926.0,11470.5,7606.0,14016.0,18994.0,18584.5,14164.5,12928.5,24553.0,14181.0,25169.5,10036.0,11652.5,18293.5,12737.5,13123.5,9184.5,11508.5,20175.0,22515.5,15105.5,20235.0
R_Gen8.jpg_persistence.pkl,8021.0,7075.0,11518.0,8880.5,15347.0,6245.0,4494.0,12964.0,4587.0,9296.0,3705.0,3475.0,5280.5,4416.5,7130.0,5024.5,4955.0,3171.5,0.0,5454.0,5277.5,6086.5,5126.5,4385.5,3846.5,3995.5,5274.5,4747.0,3534.0,4107.0,15583.0,18117.5,15769.5,19250.5,31674.5,15735.0,22625.0,23090.5,13472.5,17313.5,34876.0,47642.5,24401.5,25209.5,24172.5,14116.0,22641.0,25224.0,24921.5,32654.5,5650.0,7576.5,4515.0,5468.5,4545.0,5162.0,6793.0,8332.5,9523.5,9616.5,9201.5,12096.5,22614.0,13339.0,8606.0,12088.0,16431.0,10498.0,20624.5,5712.5,7794.5,6586.5,6309.0,6572.0,5993.0,5700.5,9442.5,8089.0,6839.0,10991.5,7247.5,14250.5,18965.0,18836.5,13517.0,12383.0,23887.0,13848.0,25282.5,10167.0,11612.0,18422.0,12860.0,12182.5,8916.5,11083.5,20305.0,21289.0,14596.0,20232.5
R_Gen9.jpg_persistence.pkl,8783.0,6605.5,8672.5,6268.0,12332.0,7956.5,5554.0,11289.0,5256.0,8875.0,6656.5,4391.5,3926.0,4334.0,5594.5,6026.5,5892.5,5122.0,5454.0,0.0,4514.0,4729.5,7400.0,4448.0,5131.0,6695.5,4959.0,6819.5,5254.0,5263.5,12646.0,17458.0,15880.5,17078.5,28463.5,13404.5,20170.0,19816.5,10303.0,14377.0,34263.0,46376.5,24542.0,24515.0,22783.0,12925.5,20745.5,25772.0,23511.5,29936.0,4430.0,5462.0,4858.0,7271.5,5226.0,5551.0,4901.0,6850.5,6709.5,7346.0,10946.5,11039.0,19907.5,14231.5,8810.5,11846.0,15963.5,10494.0,21965.5,6103.5,5743.0,6504.0,4374.5,5122.0,6569.5,5610.0,6891.0,5570.0,4780.5,9200.0,6549.0,11668.0,16618.5,15837.0,12029.0,13495.0,22850.5,12304.5,22514.0,8260.0,13738.5,18111.0,12717.0,13343.5,7056.5,10930.5,17388.5,23490.0,14183.5,18358.0
R_Goya1.jpg_persistence.pkl,6874.5,4867.0,7802.0,4685.0,11539.5,6667.5,3852.5,13556.0,4185.0,6756.0,7298.0,3487.0,4006.5,3240.5,4818.5,4399.5,6538.5,4701.5,5277.5,4514.0,0.0,4608.5,5545.5,3585.0,3398.0,6772.5,3370.5,6579.0,4457.0,3597.5,11894.5,17671.5,15326.5,17511.0,28415.5,14007.0,21226.0,19860.5,10521.0,13908.0,33807.5,46185.5,24257.5,23997.0,22210.5,14683.5,21751.5,26001.0,23416.0,28997.0,3851.5,6711.5,3698.5,7466.5,3114.0,4473.0,4425.5,5303.0,5532.5,5677.0,10711.5,11437.0,19281.5,14209.0,9579.5,11208.5,16192.0,9377.0,20951.0,4675.5,4825.5,5122.0,3993.5,4617.5,4906.0,4334.0,6650.0,5168.0,6000.0,11572.0,5955.0,11689.5,16535.5,14889.0,11884.0,13238.0,22712.5,12685.0,22127.5,8089.0,13547.5,18271.5,12748.0,12341.0,8677.5,10251.5,16744.5,22080.5,13366.0,17591.5
R_Goya10.jpg_persistence.pkl,7177.0,4681.5,8048.5,5015.5,11888.5,6319.5,5964.5,13533.0,6108.0,6889.0,7824.5,5052.0,4556.5,4645.5,5166.0,6411.0,7828.5,6015.5,6086.5,4729.5,4608.5,0.0,6454.0,3859.5,5045.5,7695.5,4664.0,8090.5,6576.0,4995.5,11410.5,17372.5,14781.5,16635.5,27374.0,12542.0,19479.0,18493.5,10005.5,13129.0,33501.0,44851.0,23978.0,23334.0,20884.0,14184.0,20306.5,25337.0,21925.5,28229.0,3157.0,5589.0,4022.0,7280.0,4469.5,4587.5,4923.5,5561.5,5538.0,5511.0,11340.5,10364.5,18000.5,13996.0,9376.0,10776.0,15664.0,9594.5,21035.5,4736.0,5102.0,5639.5,4047.0,5005.0,6281.0,5068.5,6677.5,5377.5,5821.0,10927.5,5072.0,10803.5,15374.5,13846.5,10235.5,12885.0,21543.0,11414.5,20497.5,7577.5,14043.5,18060.5,12646.5,12095.5,8087.0,10201.0,15323.5,22363.5,12770.0,16678.0
R_Goya2.jpg_persistence.pkl,5703.5,6969.0,12025.5,8177.0,15973.5,4045.5,6742.0,14364.5,7164.0,7503.0,6334.5,5821.5,7422.5,6048.0,8673.0,7636.5,8261.5,5643.0,5126.5,7400.0,5545.5,6454.0,0.0,6408.5,5628.5,6087.5,5719.0,7493.0,6652.5,5245.0,14370.5,16124.5,12033.0,16804.5,31929.5,13661.5,22884.0,23064.0,13383.0,16860.0,30905.5,43694.0,21658.5,21240.5,20420.5,14593.5,22696.5,22819.0,21183.0,30110.0,5763.0,8256.5,5589.5,5296.0,4234.0,4510.0,5594.5,7177.5,8947.5,9025.5,7929.0,10704.5,19627.0,10880.0,7658.5,8758.0,14192.5,6881.0,17114.0,4220.5,9041.0,8426.0,7609.5,8897.5,8004.5,7392.0,10904.5,8787.0,9196.5,13013.0,5128.0,13188.5,16987.5,16334.5,10113.5,10507.5,20678.0,12179.5,22677.0,10560.0,11152.0,16423.5,11067.5,9244.5,9360.5,7787.0,18404.5,18157.5,10688.5,16858.5
R_Goya3.jpg_persistence.pkl,7941.0,5047.0,8200.0,5702.5,11862.0,6692.5,4275.5,13043.0,4135.5,7580.5,6453.0,3228.0,3154.5,3911.0,4595.0,4320.0,5875.5,4260.0,4385.5,4448.0,3585.0,3859.5,6408.5,0.0,3179.0,6439.5,3766.5,6062.0,4497.0,4033.5,12281.0,18372.5,16483.5,18001.5,28300.0,13925.0,20449.0,19773.0,11437.5,14050.0,34960.0,46784.0,25296.5,24829.0,22443.5,14608.5,21436.5,26479.5,23890.5,29639.5,3970.0,6239.5,3273.5,7258.0,4129.0,4447.5,5891.5,6453.5,6298.0,6561.0,11083.5,11740.0,19796.0,14648.5,9798.0,11982.0,16806.5,10807.5,22060.5,4644.5,4562.5,4778.0,3629.0,4180.0,4718.5,3903.0,6572.5,5520.5,5374.5,10698.5,6479.5,12447.5,17396.5,15611.0,12325.5,13753.0,23518.0,13153.0,22697.0,8068.5,13722.5,18833.0,13503.5,12965.0,8619.0,11552.0,17267.0,23201.0,14134.0,18246.0
R_Goya4.jpg_persistence.pkl,7544.0,4984.0,9328.5,6626.5,12892.5,5938.5,2715.0,14081.5,2572.0,7527.0,5375.5,1930.5,3896.0,3342.5,4841.5,2573.5,5320.0,3170.0,3846.5,5131.0,3398.0,5045.5,5628.5,3179.0,0.0,5528.0,3520.0,5353.0,2940.5,2693.0,13820.5,19381.5,16910.0,19122.0,29925.5,15567.5,22701.5,21433.5,12085.5,15827.0,35207.0,47911.5,25948.0,25235.5,23514.5,15831.5,22881.0,27261.5,24769.5,30960.0,4737.5,7729.5,2721.0,7478.0,3137.0,4415.5,6027.5,6446.5,7452.5,7451.0,10724.5,12815.0,21170.0,15338.5,10517.5,12817.0,17800.5,11046.5,21936.5,5199.5,5486.5,3971.5,4570.5,4851.0,3850.0,3147.0,7000.5,6186.5,6215.5,12073.5,7085.5,13445.0,18342.0,17033.0,13229.0,14131.0,24485.5,14088.0,24114.5,8889.5,13608.5,19842.5,14314.0,13644.0,10002.0,11711.0,18672.5,22796.0,14744.5,19258.5
R_Goya5.jpg_persistence.pkl,9624.0,9161.0,13221.5,10395.5,17081.5,7423.5,6630.5,12955.5,5600.5,11065.5,5337.5,4871.0,7327.5,6336.5,9021.0,6103.5,4390.5,3434.0,3995.5,6695.5,6772.5,7695.5,6087.5,6439.5,5528.0,0.0,5727.0,3626.5,4365.5,5774.5,16774.5,17804.5,16742.0,19965.5,33102.5,17038.0,24428.0,24464.0,14606.0,18826.0,35359.0,48671.5,24891.5,26230.5,25208.0,13212.5,22043.5,25849.0,25990.5,33832.0,7292.0,8676.0,6369.5,6055.5,6099.0,6345.5,7623.0,10237.0,11034.0,11287.5,6561.5,13160.0,23777.5,13625.0,7428.0,12990.5,16357.5,11147.0,21129.0,6977.0,9587.5,8370.0,7877.5,8586.5,7919.5,7652.5,11233.5,9403.5,6767.0,11850.0,8371.5,15433.0,20155.0,20080.0,14704.5,11305.0,24928.0,14964.0,26445.0,11643.5,9814.0,16909.0,11280.0,12770.0,9474.0,11658.5,21602.0,21644.0,15614.5,21290.5
R_Goya6.jpg_persistence.pkl,6709.5,4943.0,8484.0,5537.5,12409.0,6293.0,4756.5,13647.5,3985.0,6226.0,6958.5,3451.5,4074.0,3694.0,5100.0,3778.0,6156.5,4077.0,5274.5,4959.0,3370.5,4664.0,5719.0,3766.5,3520.0,5727.0,0.0,6214.0,4453.0,3665.0,12348.0,18134.0,16394.0,17712.5,29152.5,14723.5,21992.5,20243.0,11368.5,14566.5,34373.5,47144.5,25391.5,24372.5,22515.5,14985.5,20979.5,26605.5,23643.5,29259.5,4048.5,6938.5,3276.5,7712.0,3356.5,3967.5,5527.0,6066.5,6102.0,6544.0,9695.5,12188.0,19470.5,14450.5,9485.5,12026.0,16776.0,10472.5,21276.5,4726.5,5585.0,5256.5,4411.5,5453.0,5434.0,4463.5,7337.5,5616.5,5583.5,11650.0,6417.5,12696.0,17605.0,15367.5,12209.0,13112.0,23804.5,13521.5,22618.5,8237.5,12753.5,18377.0,12795.0,12878.0,9072.5,10867.5,17251.0,22400.5,14064.0,18041.0
R_Goya7.jpg_persistence.pkl,11338.0,9242.0,13036.0,10418.0,16695.5,8778.0,6119.5,11748.5,5183.5,11897.0,6124.0,4590.0,6856.0,6542.0,8607.0,5597.5,3587.0,3660.5,4747.0,6819.5,6579.0,8090.5,7493.0,6062.0,5353.0,3626.5,6214.0,0.0,3956.5,6248.5,17116.0,18619.5,18311.0,20713.5,33081.5,17947.0,24131.5,24609.0,14817.5,18959.0,36777.0,50008.0,26155.0,27849.5,26339.0,13248.0,22135.0,26886.5,27541.5,34452.5,8004.0,8844.0,6826.0,7136.5,6426.5,7706.5,8363.5,10438.5,11173.5,11227.0,7571.0,13979.0,24622.5,14457.0,7994.0,14339.0,17221.0,12908.5,22612.5,7855.5,9144.5,7808.0,7777.5,7956.0,7099.0,7503.0,10873.0,9710.5,6674.0,10946.0,9876.5,15985.0,20899.0,20527.0,16160.0,12580.5,26201.5,16118.0,27482.0,12213.5,11014.0,17726.0,11714.0,13652.0,9067.0,13411.5,22061.0,23043.5,16798.5,22328.5
R_Goya8.jpg_persistence.pkl,8813.5,6707.5,10754.0,8361.0,14202.5,7442.5,3209.0,13483.5,2807.0,9600.5,4751.5,2438.5,4817.5,4050.5,6066.5,2827.0,4056.5,2480.5,3534.0,5254.0,4457.0,6576.0,6652.5,4497.0,2940.5,4365.5,4453.0,3956.5,0.0,4032.0,15479.5,19351.0,17839.0,20118.5,31355.0,17100.0,23883.5,22962.5,13227.5,17463.0,36203.5,49367.0,26517.0,26680.5,25387.0,15173.5,23181.0,27558.0,26459.0,32911.0,6108.5,8286.5,4498.5,7433.0,4218.0,6030.0,7098.5,8140.0,9231.5,9138.5,9850.5,13785.0,23232.5,15469.0,9783.0,13863.0,18140.5,11888.0,22597.5,6759.0,6818.5,5194.5,5927.0,5706.5,4774.5,4934.0,8332.5,7713.0,6048.0,11955.5,8454.0,14782.5,19775.0,18931.0,15125.0,14010.5,25641.0,15104.0,25892.5,10305.5,12731.0,19434.5,13825.5,14203.0,10053.0,12371.5,20630.5,23388.5,16234.5,21114.0
R_Goya9.jpg_persistence.pkl,6437.5,4159.0,8890.5,6163.0,12901.5,5126.5,2883.5,14695.0,2966.5,6451.0,5679.0,2836.0,4186.5,2520.5,4771.5,3625.5,6306.5,3960.5,4107.0,5263.5,3597.5,4995.5,5245.0,4033.5,2693.0,5774.5,3665.0,6248.5,4032.0,0.0,13187.0,19242.0,15949.0,19059.5,29976.0,15227.5,22846.5,21105.5,11538.5,15531.5,34751.0,47175.0,25160.5,24264.0,22744.5,15893.5,23232.5,26851.5,23717.5,30356.0,4108.0,8045.0,2103.0,7238.5,2964.5,3776.5,5556.5,5732.5,6734.0,6733.0,10521.5,12596.5,20091.0,15043.0,10396.5,12425.5,17553.0,10041.0,21556.5,5056.5,5733.0,4306.5,4421.0,5311.0,5085.5,3371.0,7180.5,5677.5,6835.0,12553.5,6148.5,12972.0,18005.5,16142.0,12206.0,13674.0,24005.0,13685.0,23112.5,8224.5,13421.5,19648.0,13954.0,13272.5,10152.0,10989.5,18144.0,22233.5,14190.5,18331.0
R_Klimt1.jpg_persistence.pkl,12337.0,12297.0,8209.5,9082.0,9839.5,14406.0,14219.5,17095.5,14174.5,11777.0,17665.0,13720.0,12628.0,12658.5,12566.0,14403.5,16931.5,15203.5,15583.0,12646.0,11894.5,11410.5,14370.5,12281.0,13820.5,16774.5,12348.0,17116.0,15479.5,13187.0,0.0,13006.0,14885.5,15309.5,22056.0,11269.5,17249.0,15500.0,11431.5,8222.5,31867.0,40419.5,20789.5,22199.0,18669.5,16000.0,19217.5,25225.5,20215.5,23967.5,10936.0,10622.5,12440.0,16103.5,12853.0,11560.0,10427.0,12987.0,8527.0,10455.0,18729.0,10638.5,12131.0,16719.5,15328.5,10947.5,13580.0,12071.5,22093.0,11763.5,9373.0,13871.0,10293.5,11590.0,14906.0,13125.5,12482.0,9907.0,13305.5,16751.0,11085.0,11617.0,14272.0,9443.5,11210.5,16544.5,18824.0,12975.5,15917.5,12527.0,21751.5,15676.0,12815.5,15271.5,10950.0,10750.0,10783.5,25392.0,14634.5,13386.5
R_Klimt10.jpeg_persistence.pkl,16901.5,19775.5,16843.0,16412.0,16432.5,18099.0,20297.0,17506.5,20445.5,18208.5,19126.0,19245.5,19794.0,18599.0,20481.0,21037.0,19177.0,18379.5,18117.5,17458.0,17671.5,17372.5,16124.5,18372.5,19381.5,17804.5,18134.0,18619.5,19351.0,19242.0,13006.0,0.0,12259.5,8609.5,27095.5,11762.0,17187.0,20277.5,16265.5,10983.0,23105.0,32778.5,11019.5,16284.0,14454.5,13701.0,16309.5,16467.0,14824.0,21864.5,16797.0,14551.5,19238.0,15527.0,17745.0,17107.5,14836.5,18449.0,16097.5,18371.5,17140.0,11374.5,13527.0,12494.0,13760.0,10058.5,7411.5,12781.5,16289.5,15775.5,17625.5,21379.0,17986.0,18761.5,20736.5,20472.5,19418.5,17011.5,17403.5,18834.0,14975.5,15295.0,15815.0,14743.5,12996.5,13757.0,11254.0,14608.5,17088.0,19244.5,20243.5,8316.0,9671.5,11969.5,12521.0,10831.0,16135.0,20902.0,12985.5,13107.5
R_Klimt2.jpg_persistence.pkl,11325.5,16304.0,16543.0,13844.0,17866.0,12500.0,17356.5,19183.0,18534.5,13832.0,15868.5,17144.0,17567.5,15834.5,17760.5,19091.0,18734.5,17001.5,15769.5,15880.5,15326.5,14781.5,12033.0,16483.5,16910.0,16742.0,16394.0,18311.0,17839.0,15949.0,14885.5,12259.5,0.0,13100.5,32895.0,13253.5,22958.0,24600.0,16649.0,16587.0,23212.0,36306.5,15356.5,14998.5,14573.5,16217.5,22844.5,15483.5,14026.5,26953.5,14128.0,13769.5,16091.0,12602.5,14921.0,13879.5,12452.0,14465.5,13941.0,16527.0,15317.0,11600.0,15655.5,9103.5,12902.5,7447.5,9564.0,8748.0,9122.5,13074.0,16125.5,18749.5,15983.5,17414.0,18807.5,17615.0,17917.5,15857.5,17680.5,19313.5,11583.5,15436.5,16721.0,15283.5,7692.0,11958.0,15413.5,14781.5,19950.0,17243.5,17089.5,12913.5,10468.0,9108.0,13491.5,7943.0,18597.5,12798.0,8650.0,13305.5
