,Dey1.jpg_persistence.pkl,Dey10.jpeg_persistence.pkl,Dey2.jpg_persistence.pkl,Dey3.jpeg_persistence.pkl,Dey4.jpg_persistence.pkl,Dey5.jpg_persistence.pkl,Dey6.jpg_persistence.pkl,Dey7.jpeg_persistence.pkl,Dey8.jpg_persistence.pkl,Dey9.jpg_persistence.pkl,Gen1.jpg_persistence.pkl,Gen10.jpg_persistence.pkl,Gen2.jpg_persistence.pkl,Gen3.jpg_persistence.pkl,Gen4.png_persistence.pkl,Gen5.jpeg_persistence.pkl,Gen6.jpg_persistence.pkl,Gen7.jpg_persistence.pkl,Gen8.jpg_persistence.pkl,Gen9.jpg_persistence.pkl,Goya1.jpg_persistence.pkl,Goya10.jpg_persistence.pkl,Goya2.jpg_persistence.pkl,Goya3.jpg_persistence.pkl,Goya4.jpg_persistence.pkl,Goya5.jpg_persistence.pkl,Goya6.jpg_persistence.pkl,Goya7.jpg_persistence.pkl,Goya8.jpg_persistence.pkl,Goya9.jpg_persistence.pkl,Klimt1.jpg_persistence.pkl,Klimt10.jpeg_persistence.pkl,Klimt2.jpg_persistence.pkl,Klimt3.jpg_persistence.pkl,Klimt4.jpg_persistence.pkl,Klimt5.jpg_persistence.pkl,Klimt6.jpg_persistence.pkl,Klimt7.jpg_persistence.pkl,Klimt8.jpg_persistence.pkl,Klimt9.jpg_persistence.pkl,Mithila1.jpg_persistence.pkl,Mithila10.jpg_persistence.pkl,Mithila2.jpg_persistence.pkl,Mithila3.jpg_persistence.pkl,Mithila4.jpeg_persistence.pkl,Mithila5.jpg_persistence.pkl,Mithila6.jpg_persistence.pkl,Mithila7.jpeg_persistence.pkl,Mithila8.jpeg_persistence.pkl,Mithila9.jpg_persistence.pkl,Raja1.jpg_persistence.pkl,Raja10.jpg_persistence.pkl,Raja2.jpg_persistence.pkl,Raja3.jpg_persistence.pkl,Raja4.jpg_persistence.pkl,Raja5.jpeg_persistence.pkl,Raja6.jpg_persistence.pkl,Raja7.jpg_persistence.pkl,Raja8.jpg_persistence.pkl,Raja9.jpg_persistence.pkl,Ren1.jpg_persistence.pkl,Ren10.jpg_persistence.pkl,Ren2.jpg_persistence.pkl,Ren3.jpg_persistence.pkl,Ren4.jpg_persistence.pkl,Ren5.jpg_persistence.pkl,Ren6.jpg_persistence.pkl,Ren7.jpg_persistence.pkl,Ren8.jpg_persistence.pkl,Ren9.jpeg_persistence.pkl,Robert1.jpg_persistence.pkl,Robert10.jpg_persistence.pkl,Robert2.jpg_persistence.pkl,Robert3.jpg_persistence.pkl,Robert4.jpg_persistence.pkl,Robert5.jpg_persistence.pkl,Robert6.jpg_persistence.pkl,Robert7.jpg_persistence.pkl,Robert8.jpg_persistence.pkl,Robert9.jpg_persistence.pkl,Sid1.jpeg_persistence.pkl,Sid10.jpg_persistence.pkl,Sid2.jpeg_persistence.pkl,Sid3.jpg_persistence.pkl,Sid4.jpg_persistence.pkl,Sid5.jpeg_persistence.pkl,Sid6.jpeg_persistence.pkl,Sid7.jpg_persistence.pkl,Sid8.jpg_persistence.pkl,Sid9.jpg_persistence.pkl,Vin1.jpg_persistence.pkl,Vin10.jpg_persistence.pkl,Vin2.jpg_persistence.pkl,Vin3.jpg_persistence.pkl,Vin4.jpg_persistence.pkl,Vin5.jpg_persistence.pkl,Vin6.jpg_persistence.pkl,Vin7.jpg_persistence.pkl,Vin8.jpeg_persistence.pkl,Vin9.jpg_persistence.pkl
Gen1.jpg_persistence.pkl,5747.0,5120.5,6130.0,4794.0,7024.0,5400.5,3114.5,14132.0,3616.5,6716.5,0.0,3624.5,3806.5,4101.0,4836.5,3289.5,4434.5,3943.0,3790.5,4468.5,4618.5,4931.0,5576.5,3920.5,3497.5,6668.5,4057.5,4156.0,3221.0,3426.0,8327.5,11445.0,11909.0,13614.0,10986.5,8318.0,8154.0,9456.0,6725.0,8527.5,19936.0,17363.5,12748.0,17562.0,14917.5,12942.5,16436.0,14841.5,16331.5,6771.5,4931.5,7000.5,3828.5,5925.0,4628.5,4964.0,5787.0,4886.5,5342.0,5204.0,9933.5,7397.5,15407.0,12166.5,5432.5,8867.0,10029.0,7796.0,16339.0,5949.0,5799.0,4542.5,5292.5,5435.0,5095.0,4532.5,5173.0,4925.5,4731.0,8218.0,6504.5,7385.0,7179.5,8977.5,10849.5,7492.0,13278.5,5216.5,13296.5,4549.0,9166.0,10483.5,9218.5,7649.5,5985.0,9175.0,9933.5,12897.5,9391.0,11033.5
Gen10.jpg_persistence.pkl,3951.5,2341.5,3312.0,2563.0,4538.0,2868.5,2078.5,12964.5,2208.5,3987.5,3624.5,0.0,1921.0,2170.0,2564.0,2182.5,4167.0,3807.5,2322.5,3264.5,2433.0,2304.0,3428.0,1753.0,1528.0,6963.5,2057.5,4084.0,2141.0,1586.5,5458.0,9504.0,9014.5,11927.0,8432.5,6063.5,6027.0,7140.0,4427.5,5860.5,17831.5,15372.0,10080.0,15140.5,12248.5,11894.0,14457.5,12458.5,13944.0,4244.5,2800.0,4736.5,1661.5,3648.5,2297.0,2210.0,3855.5,2700.0,2363.5,2926.0,9358.5,4718.5,12884.0,10100.5,4604.0,6049.5,7538.5,4937.0,13705.0,2912.0,3187.5,2234.0,2534.5,3099.5,2856.0,2216.5,2972.0,2396.0,2486.5,5660.5,3943.0,4908.0,4636.5,6101.0,8256.5,6236.0,10573.0,3262.0,10634.0,2097.0,7584.5,8176.5,7106.5,4867.5,4365.5,6391.0,7300.0,9998.5,6720.5,8122.5
Gen2.jpg_persistence.pkl,4757.0,3065.5,3626.0,2864.5,4646.5,3657.5,2661.0,12604.5,2753.5,4542.5,3806.5,1921.0,0.0,2259.0,3088.5,2847.0,3576.5,4240.0,2713.5,2835.0,2537.5,2639.5,3994.5,2076.0,2378.5,6661.0,2839.0,4644.0,2768.5,2198.0,5598.5,9580.5,9014.0,11153.5,8117.5,6032.0,5813.5,6946.0,4169.5,5964.5,17319.5,14947.5,10031.0,14657.5,11897.0,11963.5,13974.0,12621.0,13515.0,4462.0,2921.5,4628.5,2230.0,3776.0,2864.0,3379.5,3881.5,3361.5,3493.0,3373.0,9441.5,4911.0,12504.5,10101.0,4764.5,6107.0,7858.0,5356.5,13656.0,3553.0,3557.0,2598.5,3035.0,3526.0,3310.5,2790.0,3283.0,2949.5,2767.5,5689.5,4230.5,5057.0,4916.5,6264.0,8256.0,6432.0,10462.5,3847.5,10749.0,2997.5,7853.0,8390.0,7461.5,5194.5,4339.0,6482.5,7033.5,9935.5,6578.5,8125.0
Gen3.jpg_persistence.pkl,4412.5,3307.0,3692.0,2787.5,4510.5,3318.0,2845.0,11887.0,3234.0,4017.5,4101.0,2170.0,2259.0,0.0,3730.0,3092.5,3769.5,4249.0,2367.0,2456.5,2258.5,2689.5,3254.0,2595.5,2673.5,6270.5,2741.5,4384.5,2679.0,1822.5,5366.5,8431.0,8555.0,10814.0,7919.5,5328.0,5090.0,6981.5,3728.5,5251.0,16670.0,14582.0,9210.5,14162.5,11607.0,10753.5,13345.0,11576.5,12962.5,4197.0,2485.0,3858.0,2325.0,3309.5,2388.0,3349.5,3021.0,3022.5,3560.5,2641.5,8340.5,4196.5,12315.0,9109.5,4190.0,5626.0,6775.0,4836.0,12944.0,3586.0,3588.0,3257.0,3591.5,3564.5,3920.5,2901.5,3575.0,2983.5,2660.5,5066.5,3591.5,4359.0,4316.0,5581.0,7531.0,5442.0,9818.0,3444.0,9940.0,3374.0,6734.0,7312.0,6434.5,4780.0,4082.5,6188.0,6891.0,9576.0,6547.0,7758.0
Gen4.png_persistence.pkl,5592.5,2351.5,3237.0,3644.5,3918.5,4277.5,2287.0,14816.5,2296.5,5092.5,4836.5,2564.0,3088.5,3730.0,0.0,3086.0,5713.5,5817.5,4000.5,4763.5,3616.5,2646.0,5264.0,2045.0,2103.5,9094.5,4043.5,6196.5,4071.0,3220.5,5849.5,11328.5,9193.5,12817.5,8063.5,7465.5,6495.0,5929.0,4626.5,6698.5,16896.5,13819.0,10739.5,15000.5,11975.0,12975.0,13356.0,13699.5,13668.5,4363.5,3948.5,5912.0,2475.5,4654.0,4065.0,3497.0,5491.5,3509.0,3353.5,3744.5,11206.5,5510.0,12425.0,11516.0,6558.0,6868.5,9058.0,5853.5,14825.0,3784.0,2846.0,1566.0,2273.0,2390.5,1644.0,1748.0,1697.5,2443.5,3564.5,6234.5,4804.5,6130.0,5725.5,6953.5,8990.5,7700.5,10914.0,4275.0,11782.0,1827.5,9348.5,9651.0,8719.0,5908.0,6185.0,6561.5,7168.5,10593.0,6413.5,8822.5
Gen5.jpeg_persistence.pkl,5212.5,3602.0,4750.0,4100.5,5684.0,4169.0,2057.5,13446.5,1715.0,5613.5,3289.5,2182.5,2847.0,3092.5,3086.0,0.0,4115.5,3230.0,3321.0,3796.5,3575.5,3808.0,4589.0,2620.5,1782.5,6822.5,2873.5,3938.0,1961.5,2408.5,7144.5,10381.5,10710.0,12666.5,9932.0,7294.5,7114.5,8354.5,5653.5,7399.0,19017.0,16366.0,11668.5,16624.5,13856.5,12695.0,15501.5,13676.5,15391.5,5395.0,4068.5,6017.0,2858.5,5036.5,3420.5,3454.5,4889.5,3885.5,3720.5,4212.0,9896.5,6228.5,14370.5,11102.0,4757.0,7732.5,8873.0,6547.5,15259.5,4506.0,4349.5,2857.5,3674.0,4073.0,3403.5,3097.5,3781.0,3510.5,3562.5,7174.0,5517.0,6364.5,6071.5,7765.0,9777.0,7394.5,12210.0,4326.5,12145.5,2952.0,8542.5,9494.5,8457.0,6495.0,4920.0,8122.0,8876.5,11694.5,8214.5,9848.5
Gen6.jpg_persistence.pkl,6697.0,5743.0,6551.0,5268.0,7345.5,5658.5,4674.0,12990.0,4724.5,6920.0,4434.5,4167.0,3576.5,3769.5,5713.5,4115.5,0.0,4200.0,4108.5,3551.5,4553.5,5120.5,5422.0,4674.5,4738.0,6690.5,4033.0,5064.0,3543.5,3848.5,8096.5,10544.0,10994.0,12250.5,10259.5,7111.0,7074.0,9112.0,5808.0,7788.0,18977.0,16730.5,11763.0,16591.0,13967.5,12365.0,15520.5,13695.0,15558.5,7005.0,4579.5,5787.5,4610.5,5220.5,4664.5,5662.5,5101.0,5709.5,6063.5,4964.0,9973.5,6543.5,14712.0,10968.0,5348.5,8238.0,9212.0,7399.0,15208.0,6281.0,6401.0,5422.5,6034.0,5854.5,5978.0,5412.0,5698.0,5693.5,5038.5,7222.0,5850.5,6947.0,6677.5,8334.5,9727.5,7305.0,12232.0,5232.0,12240.0,5423.0,8712.5,9531.0,8863.0,7314.5,5674.0,8626.0,9455.5,12286.0,9216.5,10516.0
Gen7.jpg_persistence.pkl,5365.0,5201.5,6780.5,5462.5,8025.5,4303.5,4272.0,12430.0,4207.0,6388.5,3943.0,3807.5,4240.0,4249.0,5817.5,3230.0,4200.0,0.0,3391.0,4813.0,5178.5,5578.0,4046.5,4744.0,4094.0,4794.5,2952.0,2570.5,2548.0,3654.5,8844.5,9834.0,11903.0,13154.0,11614.5,7304.5,8201.5,10434.0,6975.5,8627.5,20384.0,18216.5,12236.5,17815.5,15246.5,12180.0,16960.5,13363.0,16738.5,7462.5,4973.0,6474.0,4422.5,5854.0,4295.0,4367.0,5367.0,5038.5,4953.5,5471.0,8233.0,6976.0,16121.5,10738.5,3790.0,9009.5,8875.5,7579.5,15809.0,5891.5,6606.0,5270.5,5940.5,6430.0,6021.5,5481.0,6236.0,5598.5,4879.0,7510.5,6168.5,7435.0,6810.5,8366.5,10393.0,6519.0,13085.5,4860.0,12167.0,5104.5,7503.0,9257.5,8392.5,7705.0,5256.0,9433.5,10593.5,12859.5,10173.0,11072.0
Gen8.jpg_persistence.pkl,3721.0,3297.0,4527.5,3050.0,5583.5,2644.0,3029.0,12103.0,3451.5,4120.5,3790.5,2322.5,2713.5,2367.0,4000.5,3321.0,4108.5,3391.0,0.0,3475.0,3166.5,3296.5,2771.5,2882.5,2742.0,5803.5,2191.5,3681.0,2721.0,2038.0,6332.5,8685.0,9279.0,11850.0,8986.5,5567.5,5908.5,7875.0,4707.5,6296.0,17857.5,15546.0,10107.0,15371.0,12645.0,10646.5,14459.5,11871.0,14161.0,5241.5,2691.0,4508.0,2231.5,3496.0,2460.0,2836.5,3283.0,2914.0,3313.5,3175.0,7987.5,4732.0,13443.0,9401.5,4139.0,6478.0,7192.0,5266.5,13596.5,3789.0,4390.0,3621.0,3971.5,4233.5,4202.0,3392.5,4162.0,3469.0,3020.5,5249.5,3682.0,4995.0,4486.0,6000.0,8212.0,4962.5,10616.0,3138.0,10168.5,3370.5,6550.0,7565.5,6362.0,5313.5,4331.0,6813.5,7952.5,10329.0,7597.0,8576.5
Gen9.jpg_persistence.pkl,5509.0,4489.0,4463.0,3968.0,4890.0,4777.5,3945.5,11535.0,4190.0,5182.0,4468.5,3264.5,2835.0,2456.5,4763.5,3796.5,3551.5,4813.0,3475.0,0.0,2915.0,3567.5,4458.5,3454.0,3771.5,6822.0,3554.0,5199.5,3572.5,2897.0,5930.0,8699.5,8903.0,10711.5,8222.5,5461.0,5243.5,7412.0,3894.5,5566.0,17008.0,15187.0,9566.5,14475.0,11907.5,10983.0,13814.0,11804.5,13285.0,4780.0,3301.0,4107.0,3453.0,3765.0,3450.0,4589.0,3411.5,4252.0,4734.5,3235.5,8883.5,4589.5,12576.0,9205.5,4523.0,6019.5,7246.0,5466.0,13189.0,4834.5,4241.5,4261.0,4636.5,4168.5,4980.0,3919.5,4369.0,3825.5,3512.0,5456.5,4192.5,4748.5,4501.5,6132.0,7745.0,5982.5,10173.0,4184.0,10264.0,4501.0,7249.5,7584.0,6762.0,5200.0,4441.0,6559.0,7164.5,10209.5,6887.5,8431.0
