,Dey1.jpg_persistence.pkl,Dey10.jpeg_persistence.pkl,Dey2.jpg_persistence.pkl,Dey3.jpeg_persistence.pkl,Dey4.jpg_persistence.pkl,Dey5.jpg_persistence.pkl,Dey6.jpg_persistence.pkl,Dey7.jpeg_persistence.pkl,Dey8.jpg_persistence.pkl,Dey9.jpg_persistence.pkl,Gen1.jpg_persistence.pkl,Gen10.jpg_persistence.pkl,Gen2.jpg_persistence.pkl,Gen3.jpg_persistence.pkl,Gen4.png_persistence.pkl,Gen5.jpeg_persistence.pkl,Gen6.jpg_persistence.pkl,Gen7.jpg_persistence.pkl,Gen8.jpg_persistence.pkl,Gen9.jpg_persistence.pkl,Goya1.jpg_persistence.pkl,Goya10.jpg_persistence.pkl,Goya2.jpg_persistence.pkl,Goya3.jpg_persistence.pkl,Goya4.jpg_persistence.pkl,Goya5.jpg_persistence.pkl,Goya6.jpg_persistence.pkl,Goya7.jpg_persistence.pkl,Goya8.jpg_persistence.pkl,Goya9.jpg_persistence.pkl,Klimt1.jpg_persistence.pkl,Klimt10.jpeg_persistence.pkl,Klimt2.jpg_persistence.pkl,Klimt3.jpg_persistence.pkl,Klimt4.jpg_persistence.pkl,Klimt5.jpg_persistence.pkl,Klimt6.jpg_persistence.pkl,Klimt7.jpg_persistence.pkl,Klimt8.jpg_persistence.pkl,Klimt9.jpg_persistence.pkl,Mithila1.jpg_persistence.pkl,Mithila10.jpg_persistence.pkl,Mithila2.jpg_persistence.pkl,Mithila3.jpg_persistence.pkl,Mithila4.jpeg_persistence.pkl,Mithila5.jpg_persistence.pkl,Mithila6.jpg_persistence.pkl,Mithila7.jpeg_persistence.pkl,Mithila8.jpeg_persistence.pkl,Mithila9.jpg_persistence.pkl,Raja1.jpg_persistence.pkl,Raja10.jpg_persistence.pkl,Raja2.jpg_persistence.pkl,Raja3.jpg_persistence.pkl,Raja4.jpg_persistence.pkl,Raja5.jpeg_persistence.pkl,Raja6.jpg_persistence.pkl,Raja7.jpg_persistence.pkl,Raja8.jpg_persistence.pkl,Raja9.jpg_persistence.pkl,Ren1.jpg_persistence.pkl,Ren10.jpg_persistence.pkl,Ren2.jpg_persistence.pkl,Ren3.jpg_persistence.pkl,Ren4.jpg_persistence.pkl,Ren5.jpg_persistence.pkl,Ren6.jpg_persistence.pkl,Ren7.jpg_persistence.pkl,Ren8.jpg_persistence.pkl,Ren9.jpeg_persistence.pkl,Robert1.jpg_persistence.pkl,Robert10.jpg_persistence.pkl,Robert2.jpg_persistence.pkl,Robert3.jpg_persistence.pkl,Robert4.jpg_persistence.pkl,Robert5.jpg_persistence.pkl,Robert6.jpg_persistence.pkl,Robert7.jpg_persistence.pkl,Robert8.jpg_persistence.pkl,Robert9.jpg_persistence.pkl,Sid1.jpeg_persistence.pkl,Sid10.jpg_persistence.pkl,Sid2.jpeg_persistence.pkl,Sid3.jpg_persistence.pkl,Sid4.jpg_persistence.pkl,Sid5.jpeg_persistence.pkl,Sid6.jpeg_persistence.pkl,Sid7.jpg_persistence.pkl,Sid8.jpg_persistence.pkl,Sid9.jpg_persistence.pkl,Vin1.jpg_persistence.pkl,Vin10.jpg_persistence.pkl,Vin2.jpg_persistence.pkl,Vin3.jpg_persistence.pkl,Vin4.jpg_persistence.pkl,Vin5.jpg_persistence.pkl,Vin6.jpg_persistence.pkl,Vin7.jpg_persistence.pkl,Vin8.jpeg_persistence.pkl,Vin9.jpg_persistence.pkl
Gen1.jpg_persistence.pkl,34672.0,12479.5,27655.5,13812.5,35166.5,24524.5,21843.5,32621.5,27082.5,23921.5,0.0,20864.0,29693.0,13071.5,16085.5,15649.5,11414.0,15355.5,10959.0,18069.5,11070.0,19176.5,15535.0,14867.0,23351.0,13399.5,9370.0,20965.0,12176.0,12231.0,21884.0,37432.5,43283.0,30157.0,30068.0,24296.0,31739.5,37929.5,18854.0,13901.5,34533.0,42810.5,42652.5,39452.5,46015.0,34612.5,33996.0,33803.0,37765.5,35429.5,30137.0,26523.0,29981.0,38983.5,31853.5,9665.5,13723.0,10179.5,11013.0,6692.0,19607.0,28997.0,41213.0,28633.0,18526.5,27682.0,14500.5,18848.0,44822.0,10763.5,31979.5,18984.5,32234.0,29673.5,26480.0,18472.0,14488.5,16883.0,6534.0,32720.0,30920.5,21177.5,25862.5,35618.5,25715.5,25883.0,38866.5,28984.5,34478.0,15153.5,32988.5,27748.5,33885.0,40538.0,18875.0,19804.0,27908.0,34356.5,34636.0,36759.0
Gen10.jpg_persistence.pkl,23873.0,10774.0,16372.5,14908.5,24083.0,14612.0,18134.0,17762.5,25431.0,14204.0,20864.0,0.0,19638.0,17117.5,15942.0,14663.5,12007.0,21567.5,13296.0,6258.5,10455.0,3844.0,13174.5,16415.0,22412.5,10855.5,13858.0,8286.0,19204.0,16370.0,21823.0,33248.5,28722.5,21497.0,32066.5,12204.0,28211.0,27058.0,13402.0,12265.0,28799.0,32845.0,29853.0,29860.0,34580.5,30689.5,29803.0,23212.0,20965.0,33851.5,19901.0,16623.5,23488.5,28142.0,22128.0,16521.0,11707.5,14431.0,11150.5,17748.5,24378.5,23390.0,30429.0,28232.5,22053.0,27377.5,22142.5,22671.5,34377.0,19587.5,22243.5,22219.5,23075.5,22691.0,20016.0,21637.0,9622.5,20609.0,20929.0,19493.5,20051.0,16359.0,25506.0,29398.5,22745.0,25318.5,28841.5,18738.5,26288.5,12904.5,31298.0,26743.5,28509.5,30873.0,21372.5,18604.0,25381.5,28952.0,27184.5,29284.0
Gen2.jpg_persistence.pkl,18572.5,19525.0,14149.0,17985.0,9153.0,6806.0,11436.0,21785.0,17016.0,10601.5,29693.0,19638.0,0.0,20295.0,17228.0,16104.5,24371.0,21341.0,19519.5,24328.5,23636.0,20984.0,27502.0,18020.0,16593.0,24084.0,22461.0,26496.5,22132.0,20775.5,16504.5,40650.0,37368.5,21165.0,45636.0,26287.0,30004.0,18223.0,23752.5,28061.0,34200.0,26507.0,39598.0,23293.0,19415.0,40826.0,38224.5,16157.0,26854.5,46326.0,4461.5,31459.0,8734.5,10020.5,3802.0,22379.5,24496.0,22370.0,22252.5,25760.5,32148.5,31540.0,22195.5,25586.5,25376.0,19813.0,31423.0,21330.5,17932.5,23720.5,3887.0,18957.5,4810.0,8172.5,7922.5,18825.5,27230.0,19613.5,34797.5,30537.5,10941.0,22648.5,29931.5,19699.0,19102.0,36794.0,24013.5,16614.5,24701.5,15761.5,38027.0,31350.5,27662.5,25486.5,23690.0,21703.0,15060.0,22142.5,17014.5,19348.0
Gen3.jpg_persistence.pkl,29164.5,6770.0,23198.0,4241.0,26574.5,15595.0,10905.5,29613.0,14352.0,17720.0,13071.5,17117.5,20295.0,0.0,4538.0,5144.5,14820.5,5035.0,6828.5,15257.5,10703.0,15747.5,19898.0,4265.5,10710.0,15727.0,5913.5,20686.5,3288.5,2032.5,16602.5,42769.5,43246.5,27762.0,40408.5,24995.5,30436.0,31857.0,21287.5,18768.5,36664.5,38476.5,44660.0,35071.5,37618.5,40060.0,38960.5,27038.0,35044.5,43573.5,20887.0,29197.5,18854.5,29672.5,22251.5,4335.5,17281.5,5574.0,8039.0,7198.5,28619.5,33047.0,35256.0,27682.5,23875.0,22413.5,24767.5,20946.0,35767.5,4275.5,22300.0,6658.5,22201.0,18883.5,15811.0,6186.0,12660.5,5295.0,18160.5,33744.5,23889.5,22481.0,31476.0,28497.0,21485.0,34248.0,35003.0,25243.5,31584.5,6985.0,39488.5,32177.5,33472.5,36400.5,21476.5,20560.5,19998.0,29520.0,26085.5,29219.0
Gen4.png_persistence.pkl,27388.5,6930.0,21310.0,3279.0,23941.0,13657.5,7946.5,28011.5,11738.5,16423.5,16085.5,15942.0,17228.0,4538.0,0.0,2477.5,17044.0,7775.5,9114.0,15005.5,12642.5,14774.0,21917.0,2624.0,8150.5,17760.0,8035.5,20687.0,6868.5,5049.0,19337.0,44408.0,42972.5,27366.0,43135.0,25621.0,32463.0,30207.5,22564.5,21198.5,38014.5,37216.0,43955.5,34034.5,35224.0,41886.0,40548.0,25463.5,33539.0,45755.0,17959.5,29894.5,15781.0,26586.5,19100.5,7290.0,19100.0,7197.5,9689.0,10199.0,31424.5,34267.5,33730.5,30180.0,26781.5,25086.5,27543.5,23820.0,32792.5,7870.5,19146.0,6576.5,19029.5,15759.0,12614.0,6030.5,14154.0,4997.0,21268.5,33336.5,22052.5,23823.0,33862.0,28040.5,22779.5,36482.0,33761.0,24182.5,31227.0,7447.0,41577.5,34344.5,33823.5,35136.0,24112.5,23111.5,21539.5,30150.0,24820.0,27844.0
Gen5.jpeg_persistence.pkl,25915.5,5926.0,19906.5,3231.5,22629.5,12219.0,7407.0,26651.0,12554.5,15065.5,15649.5,14663.5,16104.5,5144.5,2477.5,0.0,16054.0,8951.5,8234.5,14310.5,11714.0,14005.5,20916.0,3119.0,9159.0,16864.0,7569.5,20097.0,7888.5,5547.5,18356.0,43341.0,41684.5,25852.5,42214.5,24752.0,32024.0,28686.0,21505.0,20115.5,36722.0,35656.5,42927.0,32468.0,33734.5,40842.5,39524.0,23996.0,32086.0,44754.0,16663.0,29085.5,15345.5,25437.5,18079.0,7404.0,18240.0,7093.0,8865.0,10453.5,30437.5,33111.0,32253.5,28912.5,25744.0,24383.5,26588.0,22869.0,31597.5,8965.5,18191.0,8159.5,18140.5,15138.0,12015.5,7545.5,13825.0,6556.0,20853.0,32402.5,20616.0,22711.5,32800.0,26962.5,21757.5,35504.5,32227.5,22529.5,29878.5,6282.5,40510.0,33321.0,32578.5,33589.0,22975.0,21947.0,20900.0,28771.0,23689.0,26659.0
Gen6.jpg_persistence.pkl,26916.5,11093.0,19960.0,14493.5,29084.5,19115.5,21064.5,22103.5,28412.0,16991.5,11414.0,12007.0,24371.0,14820.5,17044.0,16054.0,0.0,18077.5,9112.5,12203.5,6137.5,10896.0,7038.0,16038.5,24692.0,3674.5,9814.0,12149.5,15024.0,14119.5,16361.0,29403.5,33356.5,21827.5,26995.0,14269.5,29261.0,30528.5,9046.0,6237.0,25537.0,35437.0,33325.0,31842.5,39082.5,26891.0,25909.5,26645.0,27326.0,29715.5,24746.0,18009.5,27414.0,33158.5,26981.5,12731.0,4230.5,10911.0,8485.0,11555.0,17181.0,20322.0,33781.5,22830.0,14319.0,22181.0,13596.5,15181.0,38361.0,14483.5,27063.5,20847.0,27807.0,26757.0,23845.0,20178.0,10397.5,18456.5,12422.0,23046.0,23919.0,11497.5,18334.5,28781.5,19254.5,20147.5,30999.5,21248.0,26146.0,12251.5,26200.5,19391.5,25959.0,32792.5,14942.5,12261.0,22061.5,27524.5,28085.5,30068.0
Gen7.jpg_persistence.pkl,32764.0,11186.5,27460.0,7752.5,28593.5,17972.5,11611.5,34008.5,12263.0,21553.0,15355.5,21567.5,21341.0,5035.0,7775.5,8951.5,18077.5,0.0,10538.5,19558.5,14582.5,20189.5,23517.0,6855.5,8723.5,19304.0,9434.0,24196.5,3825.0,5795.5,19506.0,46652.0,47813.5,32153.5,43233.0,29268.5,32562.5,34695.5,25049.5,22100.5,41125.0,41305.5,49332.5,38045.5,39457.0,43938.0,42907.0,30223.5,39619.5,46803.5,22405.5,33360.5,18887.0,30739.5,23296.0,7091.5,20363.0,8916.5,12258.5,9701.5,31475.0,37123.0,38150.5,31413.0,26935.0,24484.0,27569.5,23594.5,36826.0,5239.0,23229.0,4496.5,22980.0,19299.0,16382.0,4120.5,15675.5,4419.5,20596.0,38218.5,26248.5,26711.0,35002.0,30193.5,25022.0,37400.0,38470.5,29453.5,35807.0,10690.0,42913.5,35876.0,37338.0,39726.5,24855.0,24857.0,21898.5,32105.0,28625.0,30787.5
Gen8.jpg_persistence.pkl,25928.5,6297.5,19399.0,6840.5,25128.0,14637.5,12846.5,25806.0,20140.5,14764.5,10959.0,13296.0,19519.5,6828.5,9114.0,8234.5,9112.5,10538.5,0.0,13174.5,6557.0,12617.0,14187.5,8315.5,16489.0,10098.0,4917.5,16119.0,7668.5,6272.5,12963.0,36733.0,38337.0,23388.0,34716.5,20052.5,28358.5,29093.0,15494.5,13176.5,31417.5,34853.5,39795.5,31461.5,35744.0,34165.0,32992.5,24426.0,31186.0,37514.5,19831.0,24350.5,20449.0,28713.5,21647.5,5583.0,11151.5,5879.5,6015.5,7534.0,23017.0,27066.5,32269.5,22791.5,18500.0,19126.0,19389.5,15900.5,34320.0,8033.0,21778.0,12766.0,22159.0,20013.0,16975.5,11900.0,10543.0,11030.5,16126.0,29163.0,21477.5,17056.0,25626.5,25809.0,17537.5,28237.5,31154.0,21112.5,27230.0,5274.5,33508.5,26345.5,28650.5,32577.5,16330.0,15053.0,17835.0,25742.5,24266.0,26813.0
Gen9.jpg_persistence.pkl,29244.0,9569.5,21833.0,13287.0,29424.0,19020.0,20069.5,22472.0,26074.0,18222.5,18069.5,6258.5,24328.5,15257.5,15005.5,14310.5,12203.5,19558.5,13174.5,0.0,8517.0,4968.5,13817.5,14765.0,22354.5,11565.0,11314.0,7102.0,16848.0,14803.0,23463.0,34400.5,30302.5,25639.0,31809.0,12669.5,28853.5,32886.0,15097.0,12198.5,30686.0,38229.5,30671.5,35116.5,40399.5,31591.5,31084.0,28256.5,25615.0,33746.5,24797.5,15956.5,26529.0,33402.5,26613.0,14268.0,13002.0,12020.5,8665.5,14868.5,25987.0,24859.0,35987.0,30425.5,23467.5,29041.5,22570.5,24306.0,39655.0,16850.0,26768.5,20243.0,27254.0,25789.0,22789.0,19705.0,5377.0,18459.5,18297.5,20802.5,25571.5,18399.0,27418.0,32205.0,24868.0,25824.5,34398.0,24067.0,30104.0,13496.0,32428.0,28669.5,31510.5,36245.0,23457.0,20401.0,27288.0,31901.5,29933.5,32458.0
