,R_Dey1.jpg_persistence.pkl,R_Dey10.jpeg_persistence.pkl,R_Dey2.jpg_persistence.pkl,R_Dey3.jpeg_persistence.pkl,R_Dey4.jpg_persistence.pkl,R_Dey5.jpg_persistence.pkl,R_Dey6.jpg_persistence.pkl,R_Dey7.jpeg_persistence.pkl,R_Dey8.jpg_persistence.pkl,R_Dey9.jpg_persistence.pkl,R_Gen1.jpg_persistence.pkl,R_Gen10.jpg_persistence.pkl,R_Gen2.jpg_persistence.pkl,R_Gen3.jpg_persistence.pkl,R_Gen4.png_persistence.pkl,R_Gen5.jpeg_persistence.pkl,R_Gen6.jpg_persistence.pkl,R_Gen7.jpg_persistence.pkl,R_Gen8.jpg_persistence.pkl,R_Gen9.jpg_persistence.pkl,R_Goya1.jpg_persistence.pkl,R_Goya10.jpg_persistence.pkl,R_Goya2.jpg_persistence.pkl,R_Goya3.jpg_persistence.pkl,R_Goya4.jpg_persistence.pkl,R_Goya5.jpg_persistence.pkl,R_Goya6.jpg_persistence.pkl,R_Goya7.jpg_persistence.pkl,R_Goya8.jpg_persistence.pkl,R_Goya9.jpg_persistence.pkl,R_Klimt1.jpg_persistence.pkl,R_Klimt10.jpeg_persistence.pkl,R_Klimt2.jpg_persistence.pkl,R_Klimt3.jpg_persistence.pkl,R_Klimt4.jpg_persistence.pkl,R_Klimt5.jpg_persistence.pkl,R_Klimt6.jpg_persistence.pkl,R_Klimt7.jpg_persistence.pkl,R_Klimt8.jpg_persistence.pkl,R_Klimt9.jpg_persistence.pkl,R_Mithila1.jpg_persistence.pkl,R_Mithila10.jpg_persistence.pkl,R_Mithila2.jpg_persistence.pkl,R_Mithila3.jpg_persistence.pkl,R_Mithila4.jpeg_persistence.pkl,R_Mithila5.jpg_persistence.pkl,R_Mithila6.jpg_persistence.pkl,R_Mithila7.jpeg_persistence.pkl,R_Mithila8.jpeg_persistence.pkl,R_Mithila9.jpg_persistence.pkl,R_Raja1.jpg_persistence.pkl,R_Raja10.jpg_persistence.pkl,R_Raja2.jpg_persistence.pkl,R_Raja3.jpg_persistence.pkl,R_Raja4.jpg_persistence.pkl,R_Raja5.jpeg_persistence.pkl,R_Raja6.jpg_persistence.pkl,R_Raja7.jpg_persistence.pkl,R_Raja8.jpg_persistence.pkl,R_Raja9.jpg_persistence.pkl,R_Ren1.jpg_persistence.pkl,R_Ren10.jpg_persistence.pkl,R_Ren2.jpg_persistence.pkl,R_Ren3.jpg_persistence.pkl,R_Ren4.jpg_persistence.pkl,R_Ren5.jpg_persistence.pkl,R_Ren6.jpg_persistence.pkl,R_Ren7.jpg_persistence.pkl,R_Ren8.jpg_persistence.pkl,R_Ren9.jpeg_persistence.pkl,R_Robert1.jpg_persistence.pkl,R_Robert10.jpg_persistence.pkl,R_Robert2.jpg_persistence.pkl,R_Robert3.jpg_persistence.pkl,R_Robert4.jpg_persistence.pkl,R_Robert5.jpg_persistence.pkl,R_Robert6.jpg_persistence.pkl,R_Robert7.jpg_persistence.pkl,R_Robert8.jpg_persistence.pkl,R_Robert9.jpg_persistence.pkl,R_Sid1.jpeg_persistence.pkl,R_Sid10.jpg_persistence.pkl,R_Sid2.jpeg_persistence.pkl,R_Sid3.jpg_persistence.pkl,R_Sid4.jpg_persistence.pkl,R_Sid5.jpeg_persistence.pkl,R_Sid6.jpeg_persistence.pkl,R_Sid7.jpg_persistence.pkl,R_Sid8.jpg_persistence.pkl,R_Sid9.jpg_persistence.pkl,R_Vin1.jpg_persistence.pkl,R_Vin10.jpg_persistence.pkl,R_Vin2.jpg_persistence.pkl,R_Vin3.jpg_persistence.pkl,R_Vin4.jpg_persistence.pkl,R_Vin5.jpg_persistence.pkl,R_Vin6.jpg_persistence.pkl,R_Vin7.jpg_persistence.pkl,R_Vin8.jpeg_persistence.pkl,R_Vin9.jpg_persistence.pkl
R_Robert8.jpg_persistence.pkl,6617.0,3539.0,4317.0,3731.5,4611.5,5410.0,3115.5,13416.5,3370.0,5762.5,5128.5,3468.0,2868.5,3247.0,2995.5,3579.0,5017.5,6127.5,4625.0,3389.5,3413.5,3295.0,5842.0,3123.5,3180.5,8701.0,4018.5,6119.0,4233.0,3775.0,6270.0,9598.5,10693.5,10291.0,6190.0,6704.5,5412.0,5735.0,4256.0,5316.0,13283.5,12226.0,7717.0,13341.5,12152.0,12412.0,9531.5,11743.5,10366.5,5093.5,3687.0,4887.5,3074.5,4359.5,4639.5,5035.5,4546.0,4079.0,4018.5,3892.0,12279.5,5429.0,11841.0,11213.5,6187.0,7583.5,9883.5,6814.5,15592.5,4955.0,3745.5,3067.0,2983.0,2519.5,3930.0,2894.5,3228.5,2827.5,0.0,3735.5,4635.5,5035.5,4802.5,6212.5,8558.5,7519.5,8364.5,4269.0,10087.5,3592.5,11178.0,9876.5,6926.5,6073.5,4995.0,6554.0,6045.5,13410.5,7367.5,9430.5
R_Robert9.jpg_persistence.pkl,6186.0,4292.0,5238.5,4146.0,5859.0,4872.5,3348.5,12850.5,3959.5,5886.0,4635.0,3503.0,3168.0,3074.0,3928.0,3425.0,4188.5,5640.5,3762.0,3492.0,3168.5,3718.0,5166.0,3308.5,3570.5,7855.5,3844.0,5445.5,3599.5,3291.0,6806.5,9631.0,10609.5,10006.5,7251.5,6145.0,5074.5,5855.0,4291.5,5951.5,14256.5,11995.0,8412.0,14172.5,11941.0,12135.0,9048.0,11494.5,11206.0,5985.0,3319.5,4928.0,3240.5,3695.0,4089.5,4563.5,4529.5,4064.5,4447.5,4029.5,11436.5,4876.5,12607.5,10487.0,5857.5,7517.5,9800.0,6297.0,15026.0,5079.5,4794.0,3919.0,3777.5,3778.0,3953.0,3991.5,3633.5,4110.5,3735.5,0.0,4223.0,5204.5,3776.0,6931.0,8556.0,6106.5,8234.5,3991.5,10314.5,4047.5,10041.0,9361.0,6795.0,5837.5,5070.5,6162.5,6929.0,12789.0,7397.5,9391.0
R_Sid1.jpeg_persistence.pkl,4855.5,3813.5,4524.0,2944.5,4920.0,3661.0,4768.5,11992.5,5188.5,4131.5,6325.0,3747.5,4107.5,3392.5,4512.5,5368.5,5633.5,6509.5,4220.0,4035.0,3158.5,2989.5,4102.0,3825.5,4673.0,7955.5,3660.5,6278.0,4945.0,3556.5,5318.0,7827.5,7756.0,9657.5,6733.5,4460.5,4958.5,6028.5,3842.0,4696.5,12458.5,11893.5,6932.5,12203.5,9489.5,10871.5,9109.5,9509.5,9595.0,5253.0,2243.0,3719.5,3296.5,2895.0,3748.5,3594.0,3160.5,3770.5,3116.5,2968.0,11401.5,3385.0,10378.5,8393.0,5621.5,5340.5,7642.5,5339.0,12832.0,3967.0,4341.5,4641.5,3725.0,4045.5,4999.0,4470.0,4274.5,4142.5,4635.5,4223.0,0.0,4237.0,3136.0,4469.0,5949.5,5572.5,6508.0,3342.0,8287.5,4462.0,9985.0,7775.5,5157.5,4012.0,4592.5,4030.5,4724.5,10590.0,5582.0,7471.5
R_Sid10.jpg_persistence.pkl,7335.5,5247.5,5334.0,4276.5,5745.5,6223.5,5619.5,14650.5,6061.5,6248.0,7994.5,5161.5,4912.0,4690.5,4605.0,6597.0,7563.5,8874.5,6305.5,5211.0,4513.5,4352.0,6680.0,4699.5,5447.5,10768.5,5358.0,8576.5,6636.0,5233.0,6268.0,9860.0,10387.5,9205.0,4784.5,4774.0,3528.0,3597.0,2760.0,4509.5,12058.5,9534.5,7891.5,13131.5,11040.5,10973.5,6942.5,11738.0,10241.0,6135.0,3920.5,4812.5,4479.0,5057.0,5919.5,5494.5,5191.5,4978.0,4187.0,3550.5,14200.0,3929.5,10941.0,11700.5,8162.0,7798.5,9907.5,7653.0,15850.0,5873.0,5290.5,5046.0,4286.0,4104.5,4764.5,5059.0,4166.0,4677.0,5035.5,5204.5,4237.0,0.0,3406.0,5205.5,7209.0,8041.5,5076.0,3668.5,7629.5,5011.5,12707.0,10425.0,7105.0,6619.5,6317.0,6692.5,4713.5,13794.0,7811.0,9539.5
R_Sid2.jpeg_persistence.pkl,5883.5,4956.0,5045.5,3872.0,5623.0,5144.5,5003.0,13098.5,5858.5,5145.5,6837.5,4421.0,4406.5,3963.0,4631.5,5694.0,6272.5,7641.0,5061.0,4524.0,3966.5,3766.0,5339.0,4336.0,5174.0,9109.5,4456.0,7321.0,5508.0,4321.0,5772.5,8623.0,8995.0,9084.5,6316.5,4320.5,3702.5,4692.0,3027.5,4597.5,12473.0,10714.0,6953.0,12652.5,10380.0,10478.0,7934.5,10469.5,9867.5,5847.5,3041.0,4238.0,4045.5,3929.0,4818.5,4233.5,4022.0,4746.0,3689.0,3142.0,12572.0,2759.0,10735.5,9956.0,6710.0,6654.0,8577.0,6285.0,14378.0,4970.0,5133.5,5071.5,4258.0,4237.5,4809.0,4857.5,4096.0,4660.5,4802.5,3776.0,3136.0,3406.0,0.0,4954.0,6384.5,6497.5,5757.0,2832.0,7687.5,4732.0,11153.5,8946.0,6032.5,5182.5,5163.5,5285.5,5396.5,12010.0,6446.0,8501.0
R_Sid3.jpg_persistence.pkl,6362.0,6115.5,4823.5,4109.0,4376.0,6510.5,7257.0,12412.5,7459.0,4538.0,9561.0,6283.0,6084.5,5755.0,5970.0,8172.0,8934.0,9737.5,7458.5,6212.5,5197.0,5291.5,6653.5,6013.0,6925.0,10917.0,5614.5,9616.5,7940.5,6337.5,3437.5,6830.0,6969.5,9374.0,6825.0,5074.0,6195.0,6735.0,4878.5,4263.5,10562.0,12601.5,5410.0,9474.5,7284.5,11107.5,10431.0,8382.5,8029.5,5317.5,4859.0,4792.5,5768.0,6125.0,6220.0,5089.5,4938.5,6006.5,3677.0,3838.5,14088.0,4155.5,8067.0,8853.5,7952.5,4639.5,6356.0,6837.0,12209.5,5103.0,4919.5,6441.0,4980.5,5012.0,7116.0,6256.5,6013.0,5418.0,6212.5,6931.0,4469.0,5205.5,4954.0,0.0,5000.5,8011.0,6579.5,5171.0,7064.5,6229.0,12917.5,7124.5,5887.0,4994.0,5366.5,5076.0,4650.5,11224.5,5233.5,5830.0
R_Sid4.jpg_persistence.pkl,8316.0,8571.5,8044.5,6751.5,7735.0,7964.0,9241.0,11240.5,9925.0,6796.0,10965.0,8182.5,8542.0,7373.5,8808.5,9797.5,9629.0,10234.5,8298.0,7842.5,7345.0,7216.0,7690.0,8300.5,9297.5,10159.0,7421.5,10213.5,8765.5,7922.0,6693.5,5227.5,5386.0,7343.0,8973.0,4404.0,7046.5,8634.5,6795.0,5833.0,8934.0,11667.5,4426.0,8553.0,6457.0,7734.0,9463.5,6243.0,6312.5,8017.5,6533.0,5002.0,7931.0,7253.5,7868.0,6910.5,5995.0,8450.5,6399.5,6285.5,13303.0,4860.0,7435.5,6733.5,9002.0,5018.5,4596.5,8792.0,9990.0,7612.0,8088.5,9118.5,7881.0,7944.5,9680.5,8935.0,8661.0,8263.5,8558.5,8556.0,5949.5,7209.0,6384.5,5000.5,0.0,8633.0,5867.5,6652.0,6233.0,8650.0,12694.0,6313.5,4950.0,7013.5,6595.5,4935.0,6541.0,9634.5,6779.0,7389.5
R_Sid5.jpeg_persistence.pkl,5409.5,7020.5,8150.5,6856.5,9373.0,5803.5,6573.5,11632.0,7519.5,6032.0,5784.5,6150.0,6938.5,5757.0,7607.0,6776.5,5837.5,5337.5,4652.0,6696.0,5842.0,6003.0,4908.0,6348.0,6888.0,5520.5,5311.0,5579.0,5381.5,5614.0,9025.5,9509.0,9195.5,12298.5,11033.0,7239.5,7736.5,10025.5,7476.0,9143.5,15759.0,15380.0,9172.5,15327.5,12721.0,12523.5,11878.0,11682.5,12975.5,9391.0,5539.0,6674.5,6162.0,4705.0,5061.5,5118.5,5062.0,6420.0,6325.0,6669.5,8008.0,6389.5,14445.0,8656.5,5242.0,7014.0,9235.0,4842.0,13723.5,5718.5,8284.5,7466.5,7477.5,7604.5,7780.0,7547.5,7493.5,7694.5,7519.5,6106.5,5572.5,8041.5,6497.5,8011.0,8633.0,0.0,10247.5,5896.0,12355.0,7132.5,6484.0,8110.0,6830.0,5520.0,6433.5,5980.0,8952.0,11278.5,7437.0,9729.0
R_Sid6.jpeg_persistence.pkl,10254.0,8859.0,8480.5,7238.5,8233.5,8965.5,9428.5,15471.0,9958.0,8801.5,11573.5,8571.5,8328.0,7624.5,8296.0,10217.5,10469.0,11695.5,9195.5,8139.5,7629.0,7734.0,9203.0,8379.0,9315.5,12497.5,8001.5,11653.0,9644.5,8563.5,8207.5,8703.5,9928.0,6295.5,6353.5,4949.5,5207.5,5122.0,5444.0,5123.0,9669.5,6820.0,7679.5,11290.0,9111.5,8277.0,5675.5,10419.0,8196.5,8492.5,6775.5,5585.5,8089.0,8012.0,8797.5,8184.5,7142.0,8513.5,6914.0,6082.5,15926.5,5251.0,8503.5,11215.0,10847.0,9039.5,9015.5,10742.5,14772.0,8932.5,8542.5,8905.5,7816.5,7448.5,8379.0,8667.5,7785.5,8073.5,8364.5,8234.5,6508.0,5076.0,5757.0,6579.5,5867.5,10247.5,0.0,6676.0,4714.0,8656.5,14844.0,10921.5,7101.0,9254.0,7896.0,7405.0,5842.5,13964.5,9849.0,11017.0
R_Sid7.jpg_persistence.pkl,5033.0,4230.5,4789.0,3850.0,5732.0,4390.0,4384.0,12825.0,4966.0,4624.5,6072.5,3499.5,4239.0,3685.5,4063.0,4775.0,5396.5,6447.5,4115.5,4176.5,3410.0,2931.0,4461.5,3572.5,4439.5,8393.5,3844.0,6140.5,4447.5,3468.5,6084.0,8674.0,9086.5,9568.0,6564.0,4328.5,4436.5,5500.0,3402.0,5209.0,12859.5,12107.5,6941.5,13053.5,10864.0,10564.0,8832.0,10520.5,10407.5,6164.5,3001.0,4391.5,3603.0,3508.0,3695.0,3605.5,3631.0,4130.5,3416.5,3370.5,11836.0,3399.0,11245.5,9868.5,5799.0,6356.0,8646.5,5198.0,14245.0,3955.0,4786.5,4373.0,4129.0,4034.0,4532.5,4344.5,3864.5,4317.5,4269.0,3991.5,3342.0,3668.5,2832.0,5171.0,6652.0,5896.0,6676.0,0.0,8410.0,3963.0,10317.0,8791.0,6265.0,4574.5,4747.0,5437.0,5351.5,11571.5,5938.0,8378.5
R_Sid8.jpg_persistence.pkl,11575.5,10691.0,9255.5,8632.5,8564.0,10924.5,11227.0,16039.0,11904.5,9909.5,13455.0,10455.0,10176.0,9719.5,10060.0,12175.5,12647.0,14014.5,11334.5,9994.5,9571.0,9466.5,11187.0,10240.0,11173.0,14819.0,9937.5,13725.5,11868.0,10441.0,8179.0,8219.0,9727.0,4629.5,7249.5,6795.0,7831.0,8115.5,7638.5,5556.0,6914.5,8125.0,7083.5,9338.5,7793.5,9053.5,8687.0,9459.0,6429.5,8836.5,8728.5,7609.5,9952.0,10032.0,10811.0,9808.0,9083.0,10597.0,8266.5,7731.0,18066.5,7017.0,5571.0,11930.5,12380.0,9247.5,8792.0,12130.5,14656.5,10457.5,9520.5,10712.5,9207.5,9147.5,10726.0,10349.0,9682.0,9520.5,10087.5,10314.5,8287.5,7629.5,7687.5,7064.5,6233.0,12355.0,4714.0,8410.0,0.0,10465.5,17108.5,10968.0,8175.5,10475.0,9130.0,8090.5,6468.0,14913.0,10656.0,11099.5
R_Sid9.jpg_persistence.pkl,4895.5,2525.5,3669.5,3477.0,4779.0,3896.0,2347.5,14174.0,2586.0,4576.5,4777.0,2378.5,3332.5,3417.5,1735.0,2957.5,5385.5,5663.0,3752.5,4165.5,3198.0,2586.5,4526.5,2298.0,2103.5,8896.5,3804.5,5695.0,3889.5,2863.0,6292.0,10352.5,10583.0,11767.5,6524.5,6874.0,6163.0,6089.5,4638.5,5947.5,14293.0,12859.5,8443.0,13948.0,11962.5,13488.5,10029.0,11915.5,11184.0,5063.5,3498.0,5753.5,2161.5,4351.0,3430.5,3371.5,4762.5,2832.0,3635.0,3805.0,12423.0,5485.0,12330.5,11269.0,6594.5,7462.0,10118.0,5605.5,15447.5,3257.0,3533.5,2068.5,2746.5,2772.5,2737.5,1863.5,2458.5,2596.5,3592.5,4047.5,4462.0,5011.5,4732.0,6229.0,8650.0,7132.5,8656.5,3963.0,10465.5,0.0,10720.5,10289.5,7954.0,5318.5,6293.0,6846.5,6069.0,12215.5,6339.5,8661.0
R_Vin1.jpg_persistence.pkl,8709.0,10092.0,11652.5,10667.5,13038.5,8382.5,9657.0,11280.5,10496.5,9794.5,8137.0,9208.0,10322.0,9109.0,11508.0,9450.0,9262.5,6760.5,7998.0,10194.0,9338.5,9649.0,7322.5,9805.0,9975.0,5892.5,8718.5,6604.5,8266.5,8682.5,13379.0,12991.0,11609.5,16295.0,15391.5,11826.0,12321.0,14591.5,11896.5,13647.5,20083.5,20439.0,12514.0,19245.0,17276.5,15902.5,16958.0,14372.0,16648.0,12865.5,9802.5,11003.5,9944.0,8637.0,8011.5,8913.0,8871.0,10317.0,10734.0,11058.0,4584.0,10817.0,18739.5,10168.5,7057.5,10367.5,11810.0,8003.5,15410.0,9471.5,11648.0,10945.5,11273.5,11409.0,11462.0,10946.5,11634.5,11186.0,11178.0,10041.0,9985.0,12707.0,11153.5,12917.5,12694.0,6484.0,14844.0,10317.0,17108.5,10720.5,0.0,10171.5,10536.5,9250.5,9737.0,9901.5,13029.0,12469.0,11254.5,13552.0
R_Vin10.jpg_persistence.pkl,7947.5,9883.0,9008.5,8131.0,8690.5,8739.5,9840.0,7799.0,10596.5,7400.5,10606.0,8948.5,9474.0,8073.0,10909.0,9556.5,9525.5,8620.5,8425.0,8531.0,8215.5,8845.5,7523.0,9384.0,10005.0,7322.0,8008.0,8416.0,8466.0,8580.5,7554.5,5354.0,5711.0,11429.5,12736.0,8038.0,9825.5,12413.0,9572.0,9419.5,13001.0,17002.5,5853.0,10551.5,8986.5,10036.0,14097.5,6725.5,9788.0,9036.5,8088.0,7300.5,9517.5,7974.5,8147.0,7653.0,6567.0,10254.0,8027.0,8649.0,10326.0,7518.5,11452.0,4986.0,7458.0,4621.5,4637.0,7181.0,8604.0,8191.5,8937.5,10504.0,9356.5,9829.0,11184.0,10259.0,10887.0,9530.5,9876.5,9361.0,7775.5,10425.0,8946.0,7124.5,6313.5,8110.0,10921.5,8791.0,10968.0,10289.5,10171.5,0.0,6874.0,6566.0,6899.5,5794.5,9876.0,8773.5,6491.0,6679.0
R_Vin2.jpg_persistence.pkl,7055.0,7663.0,7652.5,6175.0,7690.0,7016.0,7489.0,11227.0,7730.5,6606.5,8143.5,6867.0,7136.0,5961.0,8239.0,7474.5,6960.5,7387.5,6547.0,6336.5,5901.5,6387.5,6583.5,7218.5,7637.0,7848.5,5679.5,7007.5,6593.0,6320.5,7094.0,6245.5,6789.0,8278.5,9116.5,5204.5,7284.5,8890.0,6309.0,6176.0,11857.5,13261.5,6337.0,11406.0,8718.0,9339.5,10746.5,8344.5,8951.5,7824.5,5608.5,4946.0,7094.5,5559.0,6318.0,5968.0,5055.0,7512.5,6081.5,5924.5,10946.0,4847.0,9637.5,7633.5,5876.5,5646.0,6629.5,7075.0,11860.5,6864.0,7664.0,7929.5,7214.0,7011.5,8822.0,8002.5,8154.0,7463.5,6926.5,6795.0,5157.5,7105.0,6032.5,5887.0,4950.0,6830.0,7101.0,6265.0,8175.5,7954.0,10536.5,6874.0,0.0,6002.5,4628.5,3608.5,6523.0,11171.5,7018.5,8587.0
R_Vin3.jpg_persistence.pkl,2708.0,4688.5,5344.0,4150.5,6265.0,3895.0,5508.0,10979.0,5900.5,2730.5,6944.0,4440.5,5253.0,4579.0,5973.5,6051.5,6597.0,6374.0,4837.5,5361.0,4072.0,4080.5,3576.0,4668.0,5394.0,7510.5,4003.5,6387.5,5464.0,4196.0,5885.0,8167.5,6714.0,12160.0,9324.0,6041.0,7715.5,8764.5,6348.0,7428.0,14659.5,15288.5,7791.5,12854.5,9643.0,12653.0,12135.0,9659.5,11509.0,6747.5,3953.5,6155.5,4541.5,4385.5,3697.0,3102.5,3795.5,4947.5,3917.5,4931.5,10313.0,5135.0,12039.0,6868.0,5064.0,4039.5,7172.5,2995.5,11113.5,3000.5,5427.5,5699.0,5241.0,5662.0,6330.0,5501.5,5995.0,5397.5,6073.5,5837.5,4012.0,6619.5,5182.5,4994.0,7013.5,5520.0,9254.0,4574.5,10475.0,5318.5,9250.5,6566.0,6002.5,0.0,5406.0,4719.5,6816.5,8342.0,3427.0,5994.0
R_Vin4.jpg_persistence.pkl,6314.0,6269.0,5653.5,4651.0,5760.0,5708.0,6022.5,10124.0,6268.5,5695.5,6629.5,5089.0,5070.5,4341.5,6620.5,5535.5,5638.0,5967.5,5257.5,4143.0,4320.5,5004.0,5353.0,5447.0,5991.5,7051.5,4239.0,5860.0,5039.0,4832.0,5815.5,6831.5,7969.0,8976.5,8341.5,5590.5,6150.0,8105.5,5320.5,5755.0,12780.0,14107.0,5950.0,12059.0,10334.0,10506.5,11235.0,8895.5,9587.0,6180.0,4413.5,4427.5,5698.5,4871.0,4934.5,4734.5,3346.0,6470.0,4510.5,4351.0,10291.5,4234.0,10793.5,8523.5,4314.0,5407.5,7073.5,6190.5,13074.0,5672.5,5630.5,6290.5,5420.0,5103.0,7218.5,6110.5,6610.5,5420.5,4995.0,5070.5,4592.5,6317.0,5163.5,5366.5,6595.5,6433.5,7896.0,4747.0,9130.0,6293.0,9737.0,6899.5,4628.5,5406.0,0.0,4579.5,6211.5,11774.0,6455.5,7930.5
R_Vin5.jpg_persistence.pkl,5552.5,6314.5,6098.0,4654.0,6074.0,5785.5,6336.5,10320.0,7045.5,4971.5,7068.5,5749.5,6046.5,4999.5,7207.5,6761.0,6590.0,7071.0,5221.5,5446.0,4898.0,5182.0,5357.0,5963.0,6535.0,7713.5,4936.5,6955.0,5887.5,5186.0,5689.0,6131.5,6302.5,9082.5,9122.5,5250.0,7078.0,8744.0,5801.5,6162.5,11835.0,13631.5,5635.0,10971.5,8616.0,10080.0,11021.0,7990.0,8752.0,6200.5,4435.5,4471.0,5742.0,4530.5,5169.5,4893.0,4123.5,6398.5,4814.0,5231.0,10866.0,4326.5,9640.5,6637.0,5503.5,4273.5,6176.5,6031.0,11101.0,5641.5,5972.5,6902.0,5908.0,6358.0,7529.0,6874.5,7086.0,6285.5,6554.0,6162.5,4030.5,6692.5,5285.5,5076.0,4935.0,5980.0,7405.0,5437.0,8090.5,6846.5,9901.5,5794.5,3608.5,4719.5,4579.5,0.0,6547.5,9994.0,5849.5,6973.5
R_Vin6.jpg_persistence.pkl,7664.5,5602.0,6134.5,4903.0,5358.0,6316.5,7200.0,14223.0,7176.0,6479.0,9268.5,6267.5,6363.5,5950.5,5832.0,7938.5,8677.0,9351.5,7349.5,6137.5,5356.0,5135.0,6988.0,6207.0,6812.0,11246.5,6459.5,9269.0,7788.0,6229.5,6286.5,8411.0,9080.5,8134.0,4024.0,5871.0,5519.0,5937.0,4617.5,3195.5,10330.0,10547.0,6517.5,12148.0,10292.0,10663.5,9293.5,10531.0,8628.5,5746.5,5008.5,5193.5,5610.5,5706.0,6568.5,6183.5,5405.0,5764.0,5172.5,4269.0,14565.5,4941.0,9126.5,11139.5,8432.5,7301.0,8744.5,8046.0,15093.0,6443.0,6007.0,6271.0,5233.5,4998.0,7116.5,6028.0,5985.5,5408.0,6045.5,6929.0,4724.5,4713.5,5396.5,4650.5,6541.0,8952.0,5842.5,5351.5,6468.0,6069.0,13029.0,9876.0,6523.0,6816.5,6211.5,6547.5,0.0,13537.5,7806.5,9473.5
R_Vin7.jpg_persistence.pkl,8758.5,11482.0,12348.0,11034.0,13253.5,9324.5,12611.5,11440.5,12915.5,8728.0,13928.0,11199.5,12092.5,11219.0,13163.5,12703.0,13059.5,11913.5,11289.5,12289.5,11226.0,11213.0,8755.0,11673.5,12399.0,10913.0,10333.0,11885.0,11744.5,11003.5,12433.5,11269.5,6721.5,15000.5,16446.5,11023.5,13612.0,15887.5,13124.5,13970.0,16163.0,19432.5,10597.5,12896.0,10914.5,14122.0,16677.0,10267.0,12747.0,13153.5,11037.0,11119.5,11742.0,11427.0,10182.0,9328.5,10153.0,11981.0,11010.0,12169.5,12359.0,10969.5,15106.5,6132.0,11133.0,7806.5,7781.5,9024.5,6440.5,9682.0,12475.0,12815.0,12640.5,13106.0,13396.5,12717.0,13284.0,12777.5,13410.5,12789.0,10590.0,13794.0,12010.0,11224.5,9634.5,11278.5,13964.5,11571.5,14913.0,12215.5,12469.0,8773.5,11171.5,8342.0,11774.0,9994.0,13537.5,0.0,7015.0,7735.5
R_Vin8.jpeg_persistence.pkl,4056.5,6169.5,6396.5,5312.5,7000.0,5307.5,6859.5,11484.0,7181.5,3473.5,8943.5,5667.5,6420.5,5715.5,6959.0,7504.5,8619.0,8425.0,6728.5,6592.5,5576.5,5535.0,5150.5,5978.0,6663.0,9227.0,5073.0,8359.0,7081.5,5626.5,6240.5,8207.5,6592.0,12591.5,10257.5,6614.0,8624.5,9828.5,7182.0,8028.5,14371.5,16086.5,7310.0,11582.0,7941.0,13284.0,12962.5,8922.0,11113.0,7248.0,5552.5,6816.0,6080.0,6515.5,5220.0,3868.0,5157.5,6534.0,4866.5,6050.5,11984.0,5794.5,11653.5,6990.0,7138.0,3816.5,6616.5,4653.0,9820.5,4124.5,6622.0,6791.5,6499.0,6749.5,7599.0,6517.5,7152.5,6555.0,7367.5,7397.5,5582.0,7811.0,6446.0,5233.5,6779.0,7437.0,9849.0,5938.0,10656.0,6339.5,11254.5,6491.0,7018.5,3427.0,6455.5,5849.5,7806.5,7015.0,0.0,3893.0
R_Vin9.jpg_persistence.pkl,6748.0,8517.0,7269.0,6681.0,7356.5,7921.0,9208.5,12248.0,9648.0,5853.0,11387.0,8018.0,8318.0,7720.0,9297.0,9838.0,10810.0,10894.0,9103.5,8562.0,7413.0,7784.0,7649.5,8211.5,9026.5,11496.0,7048.5,10796.0,9317.5,7980.0,6226.0,8328.5,7093.5,13332.0,11897.0,8218.0,10152.0,11444.0,8903.5,8978.5,14062.5,17336.0,7476.5,9994.0,6803.5,14268.0,14359.5,8135.5,10737.0,7978.0,7454.0,7968.5,8308.0,8745.0,7686.0,6347.0,7090.0,9146.0,6550.5,7603.0,14235.0,7242.5,11098.5,7697.0,9113.5,4541.0,6777.0,7418.5,8567.0,6693.0,7100.5,9204.0,7810.0,8703.5,9739.0,8987.0,9340.5,8365.0,9430.5,9391.0,7471.5,9539.5,8501.0,5830.0,7389.5,9729.0,11017.0,8378.5,11099.5,8661.0,13552.0,6679.0,8587.0,5994.0,7930.5,6973.5,9473.5,7735.5,3893.0,0.0
