,Dey1.jpg_persistence.pkl,Dey10.jpeg_persistence.pkl,Dey2.jpg_persistence.pkl,Dey3.jpeg_persistence.pkl,Dey4.jpg_persistence.pkl,Dey5.jpg_persistence.pkl,Dey6.jpg_persistence.pkl,Dey7.jpeg_persistence.pkl,Dey8.jpg_persistence.pkl,Dey9.jpg_persistence.pkl,Gen1.jpg_persistence.pkl,Gen10.jpg_persistence.pkl,Gen2.jpg_persistence.pkl,Gen3.jpg_persistence.pkl,Gen4.png_persistence.pkl,Gen5.jpeg_persistence.pkl,Gen6.jpg_persistence.pkl,Gen7.jpg_persistence.pkl,Gen8.jpg_persistence.pkl,Gen9.jpg_persistence.pkl,Goya1.jpg_persistence.pkl,Goya10.jpg_persistence.pkl,Goya2.jpg_persistence.pkl,Goya3.jpg_persistence.pkl,Goya4.jpg_persistence.pkl,Goya5.jpg_persistence.pkl,Goya6.jpg_persistence.pkl,Goya7.jpg_persistence.pkl,Goya8.jpg_persistence.pkl,Goya9.jpg_persistence.pkl,Klimt1.jpg_persistence.pkl,Klimt10.jpeg_persistence.pkl,Klimt2.jpg_persistence.pkl,Klimt3.jpg_persistence.pkl,Klimt4.jpg_persistence.pkl,Klimt5.jpg_persistence.pkl,Klimt6.jpg_persistence.pkl,Klimt7.jpg_persistence.pkl,Klimt8.jpg_persistence.pkl,Klimt9.jpg_persistence.pkl,Mithila1.jpg_persistence.pkl,Mithila10.jpg_persistence.pkl,Mithila2.jpg_persistence.pkl,Mithila3.jpg_persistence.pkl,Mithila4.jpeg_persistence.pkl,Mithila5.jpg_persistence.pkl,Mithila6.jpg_persistence.pkl,Mithila7.jpeg_persistence.pkl,Mithila8.jpeg_persistence.pkl,Mithila9.jpg_persistence.pkl,Raja1.jpg_persistence.pkl,Raja10.jpg_persistence.pkl,Raja2.jpg_persistence.pkl,Raja3.jpg_persistence.pkl,Raja4.jpg_persistence.pkl,Raja5.jpeg_persistence.pkl,Raja6.jpg_persistence.pkl,Raja7.jpg_persistence.pkl,Raja8.jpg_persistence.pkl,Raja9.jpg_persistence.pkl,Ren1.jpg_persistence.pkl,Ren10.jpg_persistence.pkl,Ren2.jpg_persistence.pkl,Ren3.jpg_persistence.pkl,Ren4.jpg_persistence.pkl,Ren5.jpg_persistence.pkl,Ren6.jpg_persistence.pkl,Ren7.jpg_persistence.pkl,Ren8.jpg_persistence.pkl,Ren9.jpeg_persistence.pkl,Robert1.jpg_persistence.pkl,Robert10.jpg_persistence.pkl,Robert2.jpg_persistence.pkl,Robert3.jpg_persistence.pkl,Robert4.jpg_persistence.pkl,Robert5.jpg_persistence.pkl,Robert6.jpg_persistence.pkl,Robert7.jpg_persistence.pkl,Robert8.jpg_persistence.pkl,Robert9.jpg_persistence.pkl,Sid1.jpeg_persistence.pkl,Sid10.jpg_persistence.pkl,Sid2.jpeg_persistence.pkl,Sid3.jpg_persistence.pkl,Sid4.jpg_persistence.pkl,Sid5.jpeg_persistence.pkl,Sid6.jpeg_persistence.pkl,Sid7.jpg_persistence.pkl,Sid8.jpg_persistence.pkl,Sid9.jpg_persistence.pkl,Vin1.jpg_persistence.pkl,Vin10.jpg_persistence.pkl,Vin2.jpg_persistence.pkl,Vin3.jpg_persistence.pkl,Vin4.jpg_persistence.pkl,Vin5.jpg_persistence.pkl,Vin6.jpg_persistence.pkl,Vin7.jpg_persistence.pkl,Vin8.jpeg_persistence.pkl,Vin9.jpg_persistence.pkl
Mithila10.jpg_persistence.pkl,10779.0,26027.0,17145.5,26076.0,10954.0,19185.0,25066.0,17391.0,26443.0,17320.0,25790.0,24955.0,16487.5,26050.0,26231.5,25686.5,24382.0,26418.5,24625.5,26234.5,25767.0,25340.0,24486.5,26050.5,26483.0,24243.0,25944.5,25699.0,26181.0,26242.5,14697.5,18344.5,16935.5,10567.0,23672.0,23389.5,22157.0,9822.5,22743.5,24423.0,16803.5,0.0,21007.0,6159.5,20912.0,22399.0,17260.0,10144.0,16215.0,24019.5,14226.5,24355.0,20411.0,8762.0,15324.0,26045.0,23670.5,26227.5,26011.0,26029.0,18588.5,19557.0,10194.0,9713.0,15939.0,12844.5,21665.5,13452.0,24471.5,26441.5,16172.5,26483.5,18715.5,21970.0,25800.5,26482.5,26463.5,26483.5,26057.0,19148.0,14423.0,18457.5,12483.0,9258.5,14925.0,20837.0,6676.0,13719.5,7829.0,22322.0,18718.5,13654.0,8081.5,6460.0,17876.5,14086.5,9997.5,8921.5,14849.0,14590.0
Mithila2.jpg_persistence.pkl,12985.0,7282.5,5425.5,7330.5,14625.5,3872.0,6330.0,5418.5,7701.0,5041.5,7049.5,6095.5,6391.0,7297.5,7491.5,6922.0,5639.0,7673.5,5907.0,7483.5,7021.5,6534.0,5673.5,7303.5,7740.5,5498.5,7190.5,6793.0,7440.5,7497.5,8390.5,4015.0,5867.5,13217.0,5025.0,4581.5,12088.5,15101.0,4276.0,5778.5,5791.5,21007.0,0.0,19122.0,37977.0,3733.5,5337.0,23733.5,6141.5,5336.0,7853.0,5473.0,3351.5,17965.5,7492.5,7304.0,4928.5,7479.0,7278.5,7290.5,3968.0,3411.5,28375.5,16583.0,7159.5,20354.0,3013.0,9411.0,41158.5,7698.5,6592.5,7741.0,4840.0,3823.0,6918.0,7740.0,7721.0,7741.0,7308.5,3188.0,10580.5,4184.0,9687.5,24001.5,9109.0,2440.0,21853.5,8501.5,20470.5,3675.0,4695.5,8055.0,16628.5,20554.5,4870.0,8953.5,17413.5,20231.0,28365.5,28168.5
Mithila3.jpg_persistence.pkl,7696.0,24510.0,15272.5,24562.5,7395.0,17424.0,23540.0,15875.0,24934.5,15490.0,24273.5,23325.0,14728.0,24524.5,24725.0,24152.5,22826.5,24907.5,23099.0,24717.5,24248.0,23775.5,22874.5,24533.0,24974.5,22682.5,24420.5,24072.5,24667.0,24730.0,12870.5,16556.0,15064.5,7354.0,22122.0,21778.5,19897.5,5800.0,21152.0,22917.0,15670.0,6159.5,19122.0,0.0,20006.0,20723.5,15257.0,7232.0,14432.5,22424.5,12151.0,22719.0,18589.5,6534.5,13322.5,24533.5,22100.5,24709.5,24501.5,24519.0,16929.0,17802.5,10570.0,6723.5,14762.0,10969.0,20094.0,11494.0,23190.0,24932.0,14253.0,24975.0,16786.5,20265.5,24253.5,24974.0,24955.0,24975.0,24541.5,17161.0,11565.5,16688.0,11057.0,6778.5,12788.0,19106.0,4637.0,11598.0,3979.5,20759.0,17237.5,11964.5,5213.0,2818.5,16185.5,12223.0,7269.5,5951.5,12718.0,12085.5
Mithila4.jpeg_persistence.pkl,26229.0,43507.5,34307.5,43557.0,24355.0,36505.0,42539.5,33712.5,43930.5,34565.0,43338.5,42457.0,33665.0,43520.5,43721.5,43145.0,41902.0,43903.5,42128.0,43712.5,43250.5,42826.0,41998.0,43529.0,43970.5,41713.5,43411.5,43081.5,43663.5,43726.0,31570.0,35852.5,33171.5,26198.0,41264.5,40859.5,35122.0,24044.0,40272.5,42003.0,34743.0,20912.0,37977.0,20006.0,0.0,39983.5,34502.0,14969.0,32464.5,41581.0,31089.5,41839.5,37690.5,21206.5,32106.5,43533.0,41169.0,43704.5,43505.0,43515.0,36056.0,37034.0,12160.5,23324.5,33503.0,22325.5,39223.5,30352.0,9215.0,43928.0,33129.5,43971.0,35820.5,39361.0,43390.5,43970.0,43951.0,43971.0,43542.0,35792.5,30156.0,35865.0,29920.0,16198.0,31768.0,38204.5,18088.0,30686.0,18320.5,39757.0,36452.5,31067.5,22990.5,19251.5,35158.0,31084.5,22902.0,20307.0,12782.5,14229.0
Mithila5.jpg_persistence.pkl,14140.5,4254.5,6370.0,4293.5,16471.0,4413.0,3384.5,8313.0,4660.5,5704.0,4014.0,3349.5,7298.0,4269.0,4491.5,3894.0,2657.5,4635.0,2983.0,4446.5,4000.0,3598.0,2859.5,4264.5,4700.5,2596.5,4160.5,3973.0,4401.0,4457.5,9103.0,4618.5,8598.5,14014.5,2030.5,2252.0,12752.0,16432.0,1364.0,2769.0,5879.5,22399.0,3733.5,20723.5,39983.5,0.0,5718.5,25791.5,8926.0,2089.0,9160.0,2775.5,4304.0,19272.5,8829.5,4267.5,2078.0,4455.5,4248.5,4253.0,4508.5,3247.5,30349.5,17338.5,7514.0,21261.5,2214.5,10040.5,41798.5,4658.5,7685.0,4701.0,5918.5,3018.5,3920.0,4700.0,4681.0,4701.0,4293.5,6374.0,11260.5,4389.0,10428.5,24661.5,9680.5,2392.0,23808.0,9537.0,22748.0,1947.0,4146.0,9426.0,17587.0,21998.5,5706.0,9446.0,18080.0,20874.5,28991.0,28802.0
Mithila6.jpg_persistence.pkl,9223.5,9719.0,2799.5,9760.5,12007.0,3997.5,8745.5,5834.0,10131.0,2027.5,9473.0,8637.5,4027.5,9722.5,9922.5,9366.0,8042.0,10104.0,8321.0,9914.0,9449.0,9017.0,8178.5,9730.5,10171.0,7919.0,9614.0,9366.0,9868.5,9928.0,5596.0,2193.0,5003.5,8676.5,7199.0,7157.5,12371.5,11060.5,6409.0,8130.0,2923.0,17260.0,5337.0,15257.0,34502.0,5718.5,0.0,20337.0,4900.5,7432.5,4988.0,8008.0,4821.5,14780.5,5788.0,9732.5,7363.5,9906.5,9702.0,9716.5,2747.5,3006.5,24831.0,12314.0,4007.0,17088.5,5256.0,5431.0,36534.5,10128.5,5231.0,10171.5,4898.5,5428.5,9348.5,10170.5,10151.5,10171.5,9737.5,4980.5,6799.5,2535.0,5570.0,19376.5,5078.0,4603.5,18328.0,4328.0,17243.5,6055.0,3060.5,4317.5,12191.0,16467.0,3848.0,5246.5,13167.5,15667.5,23869.5,23561.0
Mithila7.jpeg_persistence.pkl,12228.5,29599.0,20228.5,29653.5,10474.0,22421.5,28630.0,19414.0,30026.5,20586.0,29363.5,28395.5,19621.5,29616.0,29811.5,29238.5,27918.0,29999.5,28185.0,29809.5,29338.5,28860.0,27946.0,29625.0,30066.5,27772.5,29507.5,29188.5,29759.5,29822.0,17614.5,21717.0,18982.5,12132.0,27146.0,26857.5,22775.5,10425.0,26234.0,28007.0,20870.5,10144.0,23733.5,7232.0,14969.0,25791.5,20337.0,0.0,18248.0,27468.5,17008.0,27797.0,23568.5,7416.0,18051.5,29626.0,27187.0,29800.0,29592.0,29611.0,21937.0,22857.0,6869.5,9723.0,19495.5,10803.5,25100.5,16342.0,18885.5,30024.0,19060.0,30067.0,21725.0,25258.5,29285.0,30066.0,30047.0,30067.0,29632.5,21493.5,16616.0,21791.0,16089.0,5406.5,17969.0,24109.0,7562.5,16621.0,5048.5,25842.0,22459.5,17356.5,10376.0,6990.5,21078.0,17178.0,10150.0,7481.5,7880.0,7945.0
Mithila8.jpeg_persistence.pkl,8690.5,12782.5,4478.0,12824.0,10195.5,6107.5,11811.0,2193.5,13196.0,4465.0,12536.5,11577.5,4771.5,12791.0,12984.5,12422.0,11122.0,13169.0,11371.0,12982.0,12518.0,12031.0,11129.5,12796.0,13236.0,10963.0,12686.0,12284.5,12936.5,12993.0,4526.5,5459.0,1815.5,9083.0,10251.0,10015.0,10769.0,10758.0,9447.5,11202.0,6211.5,16215.0,6141.5,14432.5,32464.5,8926.0,4900.5,18248.0,0.0,10589.0,3916.0,10968.0,6861.0,13233.5,5012.5,12797.0,10393.0,12975.0,12763.5,12780.0,5127.5,6143.0,22849.0,11842.5,4129.5,16011.5,8223.0,5824.0,36136.5,13193.5,4761.5,13236.5,5733.5,8447.0,12416.5,13235.5,13217.0,13236.5,12806.5,3996.5,7990.5,5941.5,6794.0,19096.0,5928.0,7331.0,16648.5,5434.5,14909.0,9066.0,7041.5,5804.0,12711.5,15502.0,4576.0,5333.0,12542.5,15281.5,23434.0,23226.0
Mithila9.jpg_persistence.pkl,15739.0,2347.5,7712.0,2375.0,17863.0,5666.5,1872.0,9940.0,2740.0,7155.0,2134.5,1801.0,8523.0,2371.0,2560.5,2083.0,1012.0,2716.0,1705.0,2531.5,2074.0,2047.5,1277.0,2341.0,2780.0,1013.5,2245.0,2263.5,2504.5,2537.0,10421.5,6415.0,10421.0,15631.0,1022.0,1847.0,12840.0,18092.0,1545.0,1024.0,7526.0,24019.5,5336.0,22424.5,41581.0,2089.0,7432.5,27468.5,10589.0,0.0,10647.5,1785.5,4972.5,20732.5,10121.5,2353.0,1356.5,2534.0,2346.0,2353.5,6027.5,4777.5,31995.5,18925.5,8950.0,22433.0,3229.5,11414.0,43273.5,2740.5,8962.0,2780.5,6630.5,3487.0,2020.5,2779.5,2760.5,2780.5,2372.0,7874.5,12485.0,5965.5,11916.0,26220.0,10975.0,3559.0,25543.5,11107.5,24441.5,2794.5,5772.5,11143.5,19277.5,23658.5,6987.0,10907.5,19542.5,22400.0,30483.0,30331.5
Raja1.jpg_persistence.pkl,5907.0,12788.0,3736.0,12836.0,7900.0,5854.5,11816.0,5088.5,13207.5,4363.0,12548.0,11690.0,3443.0,12799.0,13005.0,12428.5,11120.0,13180.5,11376.0,12990.0,12527.0,12070.0,11202.0,12808.0,13247.5,11003.0,12693.0,12407.0,12945.0,13003.5,2599.5,5691.0,4537.5,6104.5,10400.0,10150.5,10572.0,8095.0,9505.5,11245.0,6560.0,14226.5,7853.0,12151.0,31089.5,9160.0,4988.0,17008.0,3916.0,10647.5,0.0,11030.0,6899.5,10640.0,2445.0,12807.5,10395.5,12982.5,12775.5,12791.5,5361.0,6363.0,21547.5,9592.0,3821.0,13773.0,8301.0,3295.5,33646.0,13205.0,2822.5,13248.0,5079.0,8496.5,12424.5,13247.0,13228.0,13248.0,12815.0,6024.5,5360.5,6281.0,4307.5,16752.5,3867.0,7484.0,15184.5,3160.5,14058.5,9066.5,7504.0,4684.0,10127.0,13365.0,4688.0,2834.5,10190.5,12946.0,20906.5,20964.5
Raja10.jpg_persistence.pkl,16204.5,1862.0,8024.0,1909.5,17866.0,5661.5,1079.5,10199.0,2265.0,7504.0,1635.5,903.0,8553.0,1883.5,2063.5,1527.0,1005.5,2243.5,806.0,2050.0,1665.0,1219.5,982.5,1881.5,2304.5,1196.0,1779.0,1542.0,2007.5,2070.5,10948.5,7046.0,10803.0,16081.0,1423.0,1224.5,11916.5,18536.5,2276.0,1172.0,8002.5,24355.0,5473.0,22719.0,41839.5,2775.5,8008.0,27797.0,10968.0,1785.5,11030.0,0.0,4591.5,21049.0,10097.5,1877.0,1298.5,2064.0,1879.0,1859.0,6818.0,5456.0,32269.5,19597.5,9524.5,22580.5,3553.0,12098.5,43816.0,2262.5,9317.5,2305.0,6617.5,3098.5,1602.0,2304.0,2286.0,2305.0,1889.5,7966.0,12774.5,6341.0,12367.0,26799.0,11370.5,3893.0,25850.0,11538.5,24814.5,2727.5,6468.5,11651.5,19703.5,24081.5,7628.5,11406.0,20064.5,23111.5,30979.5,31072.0
Raja2.jpg_persistence.pkl,12101.5,6201.0,4205.5,6247.5,13815.0,3292.0,5256.0,6178.0,6606.5,4253.5,5968.0,5165.0,5028.0,6209.0,6404.5,5855.0,4852.5,6579.5,4850.5,6396.5,5955.0,5498.0,4976.0,6224.5,6646.5,4753.5,6105.0,5834.0,6343.0,6406.5,7255.5,4117.5,6682.5,12247.5,4681.5,3931.5,10157.0,14418.5,4491.0,4967.0,5851.0,20411.0,3351.5,18589.5,37690.5,4304.0,4821.5,23568.5,6861.0,4972.5,6899.5,4591.5,0.0,16930.0,6058.5,6211.5,4129.5,6385.5,6186.0,6202.5,3809.0,3801.0,28162.5,15783.5,5973.5,19198.5,2909.5,8427.0,40073.5,6605.0,5353.5,6647.0,2910.5,2157.0,5851.0,6646.0,6627.0,6647.0,6222.5,4422.0,9369.0,4305.0,8655.0,23075.5,7960.0,2637.5,21681.5,7581.5,20584.5,3441.5,4991.5,7840.5,15759.0,19904.5,4067.0,7832.5,16351.0,19311.5,27237.5,27284.0
Raja3.jpg_persistence.pkl,6901.5,22728.0,13583.5,22781.5,4703.0,15788.5,21761.0,14419.5,23153.5,14312.0,22493.5,21691.5,12940.0,22743.0,22951.0,22385.5,21056.0,23126.5,21320.5,22937.0,22471.0,22038.0,21210.5,22753.5,23193.5,20959.5,22636.5,22351.5,22889.0,22949.0,11073.0,15730.5,14048.0,7360.0,20391.0,20103.5,16747.5,6556.0,19444.0,21162.5,15941.5,8762.0,17965.5,6534.5,21206.5,19272.5,14780.5,7416.0,13233.5,20732.5,10640.0,21049.0,16930.0,0.0,11288.0,22754.0,20367.5,22928.0,22719.5,22738.0,15238.5,16414.0,12126.0,5092.5,13231.0,6835.5,18305.5,10159.0,23933.0,23151.0,12247.5,23194.0,14972.5,18472.5,22435.5,23193.0,23174.0,23194.0,22759.5,15911.0,12052.0,16074.0,11012.5,7762.5,12039.5,17573.5,8505.5,11195.5,5695.5,18980.0,17282.5,13250.5,9424.5,6631.0,14386.5,10814.0,5281.5,5512.0,11341.0,11795.0
Raja4.jpg_persistence.pkl,6848.5,11750.5,3872.0,11799.5,8247.5,5122.0,10788.5,5524.0,12171.0,4963.0,11516.0,10756.0,3016.5,11764.0,11967.5,11399.0,10222.5,12145.0,10359.5,11954.5,11501.5,11057.5,10399.5,11771.5,12211.0,10129.5,11657.5,11415.0,11908.0,11966.5,2808.5,6110.5,5505.5,7114.0,9749.0,9338.0,9806.5,9171.0,8921.5,10294.0,7095.0,15324.0,7492.5,13322.5,32106.5,8829.5,5788.0,18051.5,5012.5,10121.5,2445.0,10097.5,6058.5,11288.0,0.0,11773.5,9424.0,11948.5,11742.0,11759.5,5200.0,6516.0,22612.0,10436.5,4244.5,14008.0,7448.5,4652.0,34376.0,12168.5,2021.5,12211.5,4255.5,7484.0,11392.0,12210.5,12191.5,12211.5,11780.5,5705.0,5968.0,6889.0,5364.5,17601.5,4980.0,7075.5,16262.0,4377.0,15133.5,8097.5,7970.5,6126.5,11118.0,14388.5,4268.5,4078.0,10959.0,13735.5,21597.0,21749.0
Raja5.jpeg_persistence.pkl,17947.5,317.5,9605.5,230.5,19613.5,7338.0,1033.5,12014.0,401.5,9162.0,309.0,1275.5,10115.0,206.5,289.5,466.5,1752.0,376.0,1456.0,271.5,429.5,896.0,1767.0,355.5,441.0,1917.0,214.0,637.0,192.0,253.5,12302.0,8724.5,12616.5,17775.0,2628.0,2846.0,12241.0,20305.5,3436.0,1659.5,9737.0,26045.0,7304.0,24533.5,43533.0,4267.5,9732.5,29626.0,12797.0,2353.0,12807.5,1877.0,6211.5,22754.0,11773.5,0.0,2459.5,277.5,261.5,146.0,8202.5,7038.0,34045.0,21148.5,10789.5,23887.0,4877.0,13569.5,45249.0,400.5,10889.0,441.5,8273.5,4630.0,527.5,440.5,424.5,441.5,174.0,9782.0,14323.5,8024.0,14020.0,28337.5,12617.0,5668.5,27655.5,13291.0,26623.0,3810.0,8073.0,13408.5,21435.0,25896.0,8983.5,12775.0,21551.5,24610.0,32426.0,32498.0
Raja6.jpg_persistence.pkl,15548.0,2457.0,7285.0,2489.0,17234.5,4990.0,1601.5,9630.5,2847.0,6761.0,2208.0,1595.0,7810.5,2449.5,2647.5,2114.0,1095.5,2819.0,1272.5,2632.5,2189.5,1821.5,1416.0,2460.0,2886.0,1064.0,2345.5,2158.0,2596.0,2651.0,10107.5,6349.0,10232.5,15387.5,1368.5,1256.5,12240.5,17881.0,1450.0,1269.0,7409.5,23670.5,4928.5,22100.5,41169.0,2078.0,7363.5,27187.0,10393.0,1356.5,10395.5,1298.5,4129.5,20367.5,9424.0,2459.5,0.0,2628.5,2445.0,2446.0,5986.0,4728.5,31612.0,18852.5,8793.0,21856.0,2765.0,11274.5,42983.0,2845.5,8545.0,2886.5,6097.0,2718.5,2268.0,2885.5,2867.5,2886.5,2471.0,7419.0,12107.5,5659.5,11632.5,25993.5,10670.5,3319.0,25228.5,10886.5,24187.5,1856.0,5746.0,11005.5,19043.5,23466.0,6801.0,10566.0,19240.0,22292.0,30104.5,30227.0
Raja7.jpg_persistence.pkl,18123.0,336.5,9781.0,233.0,19788.0,7511.0,1222.5,12189.5,232.0,9338.0,486.5,1425.5,10285.5,266.0,175.5,596.0,1905.5,206.5,1657.0,180.0,506.0,1069.0,1906.5,309.5,266.5,2058.5,323.5,756.5,191.0,121.5,12481.0,8902.0,12784.5,17950.0,2818.5,3027.0,12449.5,20481.5,3618.0,1846.5,9922.0,26227.5,7479.0,24709.5,43704.5,4455.5,9906.5,29800.0,12975.0,2534.0,12982.5,2064.0,6385.5,22928.0,11948.5,277.5,2628.5,0.0,329.5,298.0,8385.5,7218.0,34220.0,21329.0,10969.0,24059.5,5065.0,13745.5,45429.5,240.5,11062.0,267.0,8449.5,4813.0,590.5,266.0,254.5,267.0,242.0,9954.5,14488.5,8205.5,14202.0,28513.0,12788.5,5847.0,27830.0,13467.5,26797.5,3990.0,8249.5,13588.0,21612.0,26067.0,9169.5,12952.0,21729.5,24795.0,32604.5,32685.5
Raja8.jpg_persistence.pkl,17914.5,230.0,9579.0,215.0,19583.5,7307.0,1048.0,11983.0,436.0,9131.0,462.0,1255.0,10086.0,319.0,372.0,475.0,1719.5,411.5,1451.5,306.0,373.5,918.5,1689.0,283.0,475.5,1866.0,338.0,711.5,278.0,285.0,12266.5,8691.0,12582.5,17744.0,2607.5,2833.5,12351.5,20275.5,3402.0,1644.0,9712.0,26011.0,7278.5,24501.5,43505.0,4248.5,9702.0,29592.0,12763.5,2346.0,12775.5,1879.0,6186.0,22719.5,11742.0,261.5,2445.0,329.5,0.0,217.0,8183.0,7010.5,34011.0,21117.0,10755.0,23895.0,4859.0,13538.0,45216.5,452.0,10858.0,476.0,8241.5,4631.0,531.0,475.0,457.0,476.0,169.5,9753.5,14318.0,7993.5,13991.0,28305.5,12604.5,5641.5,27621.0,13260.5,26589.5,3793.5,8046.5,13379.5,21401.0,25859.5,8965.5,12744.5,21518.5,24579.0,32395.0,32464.0
Raja9.jpg_persistence.pkl,17934.0,240.0,9589.5,215.0,19595.5,7322.0,1001.0,12003.0,418.5,9149.5,340.5,1260.0,10094.5,210.5,294.0,434.5,1721.5,396.0,1440.5,272.5,376.0,878.5,1717.5,295.0,456.5,1872.5,229.0,667.0,179.5,268.5,12284.0,8710.0,12591.0,17761.5,2611.0,2832.5,12267.5,20291.5,3418.0,1628.0,9719.0,26029.0,7290.5,24519.0,43515.0,4253.0,9716.5,29611.0,12780.0,2353.5,12791.5,1859.0,6202.5,22738.0,11759.5,146.0,2446.0,298.0,217.0,0.0,8187.5,7026.5,34030.0,21133.0,10769.5,23851.5,4860.5,13555.5,45234.0,420.5,10873.0,457.0,8255.0,4620.0,487.5,456.0,446.0,457.0,141.0,9768.5,14313.0,8011.0,14003.5,28321.5,12591.5,5651.5,27641.5,13276.5,26607.0,3785.5,8057.0,13394.5,21420.5,25878.0,8966.0,12756.5,21535.5,24595.5,32411.5,32482.5
Ren1.jpg_persistence.pkl,10318.0,8196.5,2789.0,8231.5,12524.0,3420.5,7251.5,4753.0,8602.5,2676.0,7946.5,7363.5,3646.5,8197.0,8397.5,7909.5,6578.0,8575.5,6813.0,8385.5,7922.0,7600.5,6895.5,8203.0,8642.5,6562.0,8100.0,8025.0,8340.5,8398.5,4863.0,2046.0,4928.5,10166.5,5828.0,5980.0,10098.0,12514.0,5072.0,6646.0,3868.5,18588.5,3968.0,16929.0,36056.0,4508.5,2747.5,21937.0,5127.5,6027.5,5361.0,6818.0,3809.0,15238.5,5200.0,8202.5,5986.0,8385.5,8183.0,8187.5,0.0,2327.0,26424.0,13126.0,3742.5,17166.0,3480.5,5870.5,37645.5,8600.0,4122.0,8643.0,3496.5,4155.0,7859.5,8642.0,8623.0,8643.0,8217.5,3668.5,8061.0,3106.5,6748.0,20524.0,5735.0,3619.5,19960.5,5798.5,18888.0,4545.5,3598.0,5960.5,13775.0,18149.0,1789.5,5556.5,13910.5,16697.5,24858.5,24582.5
Ren10.jpg_persistence.pkl,11288.5,7030.0,3724.5,7068.0,13722.5,2993.5,6059.0,5868.5,7438.0,2794.5,6778.0,6063.0,4810.0,7029.0,7225.0,6672.0,5365.0,7410.5,5630.5,7221.5,6758.0,6348.5,5552.5,7037.5,7477.5,5308.0,6921.5,6761.5,7174.5,7233.5,6324.0,2050.0,5964.5,11052.5,4546.5,4624.5,12070.5,13512.0,3744.5,5454.0,3601.5,19557.0,3411.5,17802.5,37034.0,3247.5,3006.5,22857.0,6143.0,4777.5,6363.0,5456.0,3801.0,16414.0,6516.0,7038.0,4728.5,7218.0,7010.5,7026.5,2327.0,0.0,27397.0,14482.5,5021.0,18678.5,2669.0,7165.5,38787.0,7435.0,5684.0,7478.0,4750.5,3361.5,6663.5,7477.0,7458.0,7478.0,7048.5,4625.5,8635.0,1816.5,7557.5,21710.0,7099.0,2359.0,20897.5,6630.5,19803.0,3386.0,2286.0,6545.0,14682.5,19004.5,3638.5,6728.0,15187.0,17904.0,26069.0,25871.0
Ren2.jpg_persistence.pkl,16773.0,34018.0,24764.0,34072.5,15152.0,26973.0,33049.0,24010.5,34446.0,25001.0,33790.0,32922.5,24137.0,34035.5,34231.0,33660.5,32337.5,34419.0,32604.0,34228.5,33759.0,33251.5,32460.0,34045.0,34486.0,32187.0,33928.5,33607.0,34180.0,34241.5,21942.0,26145.0,23559.5,16711.5,31680.0,31332.0,26838.0,14961.0,30694.0,32440.5,24840.5,10194.0,28375.5,10570.0,12160.5,30349.5,24831.0,6869.5,22849.0,31995.5,21547.5,32269.5,28162.5,12126.0,22612.0,34045.0,31612.0,34220.0,34011.0,34030.0,26424.0,27397.0,0.0,14043.5,23816.0,14669.5,29634.5,20769.5,16354.5,34443.5,23639.0,34486.5,26297.5,29818.0,33828.5,34485.5,34466.5,34486.5,34051.5,26025.0,21154.5,26218.5,20218.5,8362.5,22323.5,28621.0,9344.0,21102.0,9081.0,30257.5,26601.0,21171.5,13912.5,9863.0,25529.0,21472.5,14035.5,11234.0,8538.5,9954.0
Ren3.jpg_persistence.pkl,5091.0,21141.5,12094.0,21176.5,5096.0,14502.0,20160.5,13234.0,21549.5,12708.0,20889.0,20187.5,11660.5,21141.0,21360.0,20791.0,19489.5,21522.5,19717.5,21332.0,20875.0,20486.5,19660.0,21148.0,21589.5,19423.5,21032.5,20864.5,21286.0,21345.5,9178.5,13651.0,12402.5,4726.5,18648.5,18764.0,13866.0,5253.5,17877.0,19540.5,13232.5,9713.0,16583.0,6723.5,23324.5,17338.5,12314.0,9723.0,11842.5,18925.5,9592.0,19597.5,15783.5,5092.5,10436.5,21148.5,18852.5,21329.0,21117.0,21133.0,13126.0,14482.5,14043.5,0.0,10972.5,6971.0,16431.0,7794.5,24818.5,21547.0,10994.0,21590.0,13582.5,16867.5,20782.0,21589.0,21570.0,21590.0,21157.5,14734.5,9832.0,13789.0,8638.5,7829.5,9762.0,16212.0,9111.5,8982.5,6899.5,17380.5,14455.0,10573.0,8285.5,7259.5,12240.0,8870.0,2303.0,4160.5,12137.5,11920.5
