,R_Dey1.jpg_persistence.pkl,R_Dey10.jpeg_persistence.pkl,R_Dey2.jpg_persistence.pkl,R_Dey3.jpeg_persistence.pkl,R_Dey4.jpg_persistence.pkl,R_Dey5.jpg_persistence.pkl,R_Dey6.jpg_persistence.pkl,R_Dey7.jpeg_persistence.pkl,R_Dey8.jpg_persistence.pkl,R_Dey9.jpg_persistence.pkl,R_Gen1.jpg_persistence.pkl,R_Gen10.jpg_persistence.pkl,R_Gen2.jpg_persistence.pkl,R_Gen3.jpg_persistence.pkl,R_Gen4.png_persistence.pkl,R_Gen5.jpeg_persistence.pkl,R_Gen6.jpg_persistence.pkl,R_Gen7.jpg_persistence.pkl,R_Gen8.jpg_persistence.pkl,R_Gen9.jpg_persistence.pkl,R_Goya1.jpg_persistence.pkl,R_Goya10.jpg_persistence.pkl,R_Goya2.jpg_persistence.pkl,R_Goya3.jpg_persistence.pkl,R_Goya4.jpg_persistence.pkl,R_Goya5.jpg_persistence.pkl,R_Goya6.jpg_persistence.pkl,R_Goya7.jpg_persistence.pkl,R_Goya8.jpg_persistence.pkl,R_Goya9.jpg_persistence.pkl,R_Klimt1.jpg_persistence.pkl,R_Klimt10.jpeg_persistence.pkl,R_Klimt2.jpg_persistence.pkl,R_Klimt3.jpg_persistence.pkl,R_Klimt4.jpg_persistence.pkl,R_Klimt5.jpg_persistence.pkl,R_Klimt6.jpg_persistence.pkl,R_Klimt7.jpg_persistence.pkl,R_Klimt8.jpg_persistence.pkl,R_Klimt9.jpg_persistence.pkl,R_Mithila1.jpg_persistence.pkl,R_Mithila10.jpg_persistence.pkl,R_Mithila2.jpg_persistence.pkl,R_Mithila3.jpg_persistence.pkl,R_Mithila4.jpeg_persistence.pkl,R_Mithila5.jpg_persistence.pkl,R_Mithila6.jpg_persistence.pkl,R_Mithila7.jpeg_persistence.pkl,R_Mithila8.jpeg_persistence.pkl,R_Mithila9.jpg_persistence.pkl,R_Raja1.jpg_persistence.pkl,R_Raja10.jpg_persistence.pkl,R_Raja2.jpg_persistence.pkl,R_Raja3.jpg_persistence.pkl,R_Raja4.jpg_persistence.pkl,R_Raja5.jpeg_persistence.pkl,R_Raja6.jpg_persistence.pkl,R_Raja7.jpg_persistence.pkl,R_Raja8.jpg_persistence.pkl,R_Raja9.jpg_persistence.pkl,R_Ren1.jpg_persistence.pkl,R_Ren10.jpg_persistence.pkl,R_Ren2.jpg_persistence.pkl,R_Ren3.jpg_persistence.pkl,R_Ren4.jpg_persistence.pkl,R_Ren5.jpg_persistence.pkl,R_Ren6.jpg_persistence.pkl,R_Ren7.jpg_persistence.pkl,R_Ren8.jpg_persistence.pkl,R_Ren9.jpeg_persistence.pkl,R_Robert1.jpg_persistence.pkl,R_Robert10.jpg_persistence.pkl,R_Robert2.jpg_persistence.pkl,R_Robert3.jpg_persistence.pkl,R_Robert4.jpg_persistence.pkl,R_Robert5.jpg_persistence.pkl,R_Robert6.jpg_persistence.pkl,R_Robert7.jpg_persistence.pkl,R_Robert8.jpg_persistence.pkl,R_Robert9.jpg_persistence.pkl,R_Sid1.jpeg_persistence.pkl,R_Sid10.jpg_persistence.pkl,R_Sid2.jpeg_persistence.pkl,R_Sid3.jpg_persistence.pkl,R_Sid4.jpg_persistence.pkl,R_Sid5.jpeg_persistence.pkl,R_Sid6.jpeg_persistence.pkl,R_Sid7.jpg_persistence.pkl,R_Sid8.jpg_persistence.pkl,R_Sid9.jpg_persistence.pkl,R_Vin1.jpg_persistence.pkl,R_Vin10.jpg_persistence.pkl,R_Vin2.jpg_persistence.pkl,R_Vin3.jpg_persistence.pkl,R_Vin4.jpg_persistence.pkl,R_Vin5.jpg_persistence.pkl,R_Vin6.jpg_persistence.pkl,R_Vin7.jpg_persistence.pkl,R_Vin8.jpeg_persistence.pkl,R_Vin9.jpg_persistence.pkl
R_Sid8.jpg_persistence.pkl,47.0,50.0,42.0,31.0,38.49999999999999,42.99999999999999,55.0,81.0,58.49999999999999,42.99999999999999,43.99999999999999,46.0,64.0,49.0,56.0,58.49999999999999,71.0,86.99999999999999,42.49999999999999,48.0,35.0,39.0,40.99999999999999,50.0,58.49999999999999,57.0,36.99999999999999,46.5,45.99999999999999,39.99999999999999,28.999999999999996,68.0,29.999999999999996,60.0,32.0,53.99999999999999,90.0,29.0,28.0,22.999999999999996,62.0,38.0,48.0,35.0,20.0,84.0,79.0,63.0,45.99999999999999,36.0,38.99999999999999,75.99999999999999,40.0,49.0,46.0,40.99999999999999,55.0,45.99999999999999,35.0,30.0,61.0,29.0,21.0,46.99999999999999,48.99999999999999,32.99999999999999,44.0,40.0,41.0,48.0,38.0,49.99999999999999,35.0,38.99999999999999,48.49999999999999,48.0,47.0,43.99999999999999,72.99999999999999,36.99999999999999,26.0,27.999999999999996,30.999999999999996,26.0,34.0,59.0,36.0,39.0,0.0,48.99999999999999,56.0,55.0,23.0,34.99999999999999,56.0,23.999999999999996,27.0,33.99999999999999,39.0,35.99999999999999
R_Sid9.jpg_persistence.pkl,26.999999999999996,31.0,30.0,42.0,29.499999999999996,43.5,76.0,91.0,48.99999999999999,32.0,54.99999999999999,38.0,84.99999999999999,63.0,33.99999999999999,55.0,92.99999999999999,97.99999999999999,67.0,63.99999999999999,45.0,27.999999999999996,40.99999999999999,54.0,48.99999999999999,72.0,46.99999999999999,60.0,67.99999999999999,37.0,30.0,80.0,47.5,82.0,36.0,57.99999999999999,104.0,37.0,50.0,39.0,78.99999999999999,69.5,61.0,57.0,49.0,103.0,97.0,65.0,59.0,28.0,57.0,89.99999999999999,45.0,66.0,44.0,36.0,72.99999999999999,39.0,33.0,36.49999999999999,76.0,51.0,45.99999999999999,61.0,60.0,49.0,60.99999999999999,37.0,64.99999999999999,35.0,28.0,35.99999999999999,27.0,27.999999999999996,35.0,22.0,32.0,26.999999999999996,84.99999999999999,55.0,49.0,44.99999999999999,55.99999999999999,44.99999999999999,54.99999999999999,78.0,59.0,41.99999999999999,48.99999999999999,0.0,75.0,67.0,43.0,50.99999999999999,57.0,49.99999999999999,37.99999999999999,61.0,50.99999999999999,47.0
R_Vin1.jpg_persistence.pkl,54.0,66.99999999999999,73.0,59.0,82.0,42.0,51.99999999999999,42.0,74.99999999999999,54.99999999999999,37.99999999999999,43.99999999999999,46.99999999999999,36.0,78.0,53.99999999999999,31.999999999999996,56.99999999999999,35.99999999999999,33.99999999999999,40.0,50.0,39.0,58.0,63.0,27.0,37.0,43.0,26.0,47.0,53.0,32.0,40.0,41.99999999999999,67.99999999999999,34.0,40.0,53.0,42.99999999999999,57.0,50.0,52.99999999999999,30.0,47.99999999999999,46.0,52.99999999999999,64.0,29.999999999999996,42.99999999999999,54.49999999999999,60.0,38.0,48.0,32.0,35.0,43.99999999999999,28.0,67.0,58.0,55.0,28.0,41.0,53.99999999999999,33.0,48.0,39.0,27.0,43.0,43.0,53.99999999999999,66.0,72.0,79.99999999999999,58.0,62.0,75.0,74.0,60.99999999999999,49.0,35.0,46.0,51.0,43.0,54.99999999999999,41.0,32.0,47.0,40.0,56.0,75.0,0.0,28.0,41.99999999999999,59.0,30.0,37.0,63.0,32.0,48.0,40.0
R_Vin10.jpg_persistence.pkl,52.99999999999999,66.0,71.99999999999999,67.0,79.0,44.99999999999999,57.0,36.0,72.99999999999999,60.0,45.99999999999999,45.0,57.0,43.0,80.0,51.99999999999999,31.0,56.99999999999999,37.99999999999999,38.0,48.0,48.0,37.99999999999999,60.0,61.0,24.0,40.0,38.99999999999999,31.999999999999996,48.0,60.0,27.0,37.0,38.0,71.0,37.0,40.0,57.0,47.99999999999999,54.0,53.0,54.0,22.5,52.0,53.0,46.0,53.0,27.0,41.0,64.0,55.0,37.0,54.0,39.0,40.0,53.0,32.0,68.0,59.0,59.0,28.0,42.0,56.5,28.999999999999996,36.99999999999999,41.99999999999999,29.0,55.0,29.0,51.0,73.0,73.99999999999999,77.0,62.0,65.0,75.99999999999999,74.0,71.0,61.0,40.0,53.0,62.99999999999999,54.0,60.0,39.0,30.0,50.99999999999999,40.99999999999999,55.0,67.0,28.0,0.0,46.0,54.99999999999999,39.0,45.99999999999999,62.0,33.0,50.0,46.99999999999999
R_Vin2.jpg_persistence.pkl,42.0,41.0,40.0,30.0,49.99999999999999,35.5,48.0,67.0,61.0,37.99999999999999,40.0,42.0,49.0,37.0,55.0,52.99999999999999,56.0,89.99999999999999,45.0,44.0,27.0,31.999999999999996,33.0,50.0,53.0,50.0,27.5,40.0,37.0,35.0,34.0,56.0,24.0,45.0,42.0,36.99999999999999,82.0,36.0,23.999999999999996,28.0,55.99999999999999,45.0,41.99999999999999,36.0,27.999999999999996,81.0,73.0,55.0,38.0,34.0,22.0,63.0,31.999999999999996,47.0,39.0,34.0,40.0,38.0,34.99999999999999,26.0,63.0,23.999999999999996,36.0,40.0,41.0,24.0,37.0,36.0,35.99999999999999,42.99999999999999,35.5,46.99999999999999,43.0,44.99999999999999,43.99999999999999,50.0,42.0,51.0,63.99999999999999,34.0,25.999999999999996,29.0,29.0,37.0,39.0,57.0,35.99999999999999,31.0,23.0,43.0,41.99999999999999,46.0,0.0,25.0,47.0,28.0,37.0,28.0,30.0,27.0
R_Vin3.jpg_persistence.pkl,43.0,46.0,45.0,26.0,39.0,27.999999999999996,55.99999999999999,75.0,62.99999999999999,37.0,38.0,44.0,66.0,46.99999999999999,55.5,62.99999999999999,73.0,85.99999999999999,45.0,51.0,30.0,29.0,31.999999999999996,43.0,62.99999999999999,60.0,27.0,45.0,48.0,32.99999999999999,35.0,64.0,27.0,62.0,34.0,44.99999999999999,88.99999999999999,29.999999999999996,30.0,24.999999999999996,63.0,46.99999999999999,42.99999999999999,35.0,35.99999999999999,91.0,79.0,60.0,40.0,37.0,24.0,73.99999999999999,24.999999999999996,49.99999999999999,37.0,33.99999999999999,57.0,42.0,32.0,24.0,66.0,30.0,33.0,42.0,48.0,31.999999999999996,45.0,29.0,43.0,48.0,39.0,50.0,37.0,40.0,54.0,44.0,44.0,44.0,71.99999999999999,43.0,26.999999999999996,25.0,25.0,30.999999999999996,36.0,61.99999999999999,38.0,29.0,34.99999999999999,50.99999999999999,59.0,54.99999999999999,25.0,0.0,47.0,29.0,28.0,35.99999999999999,31.0,32.0
R_Vin4.jpg_persistence.pkl,54.0,69.0,72.99999999999999,54.0,76.49999999999999,55.0,38.0,60.0,57.99999999999999,67.0,41.0,41.99999999999999,47.0,36.0,76.0,52.99999999999999,54.0,43.0,51.0,32.99999999999999,35.0,55.0,41.0,58.0,49.0,43.0,42.99999999999999,33.0,38.0,43.0,65.0,47.0,45.0,54.0,76.0,46.0,54.0,67.0,43.0,47.0,51.0,64.0,31.0,39.0,51.99999999999999,53.99999999999999,67.99999999999999,28.999999999999996,39.0,67.0,40.0,39.0,55.99999999999999,41.0,47.0,50.0,27.0,67.99999999999999,71.0,55.0,39.99999999999999,52.0,68.0,33.0,31.0,55.0,34.99999999999999,43.99999999999999,36.0,56.0,73.0,64.0,75.0,70.0,67.0,72.99999999999999,75.0,64.99999999999999,52.0,30.0,59.0,58.0,52.0,70.0,52.0,48.0,54.0,40.99999999999999,56.0,57.0,30.0,39.0,47.0,47.0,0.0,45.0,58.0,45.0,47.0,38.99999999999999
R_Vin5.jpg_persistence.pkl,47.0,64.0,51.0,33.0,50.0,36.0,49.0,68.0,70.99999999999999,38.0,41.0,40.99999999999999,42.0,32.0,69.0,59.0,49.0,81.99999999999999,35.0,37.0,23.999999999999996,38.99999999999999,31.0,43.99999999999999,60.0,45.99999999999999,23.999999999999996,41.99999999999999,33.0,33.0,29.0,54.0,22.0,38.0,45.99999999999999,45.0,75.0,35.0,23.999999999999996,25.999999999999996,49.0,33.0,40.99999999999999,26.0,29.999999999999996,72.99999999999999,73.0,55.0,32.0,40.0,31.0,56.0,33.99999999999999,36.0,41.99999999999999,32.99999999999999,33.0,55.0,35.0,27.0,53.0,17.0,27.0,33.99999999999999,43.0,24.0,36.0,38.0,30.999999999999996,47.0,43.0,55.0,50.0,44.0,51.0,55.0,52.99999999999999,49.0,63.0,26.0,20.0,26.999999999999996,21.0,34.0,30.0,46.0,27.999999999999996,32.99999999999999,23.999999999999996,49.99999999999999,37.0,45.99999999999999,28.0,29.0,45.0,0.0,40.0,29.0,31.999999999999996,22.0
R_Vin6.jpg_persistence.pkl,40.99999999999999,30.0,37.99999999999999,33.0,28.0,41.99999999999999,67.99999999999999,86.0,40.99999999999999,36.99999999999999,57.0,38.0,73.99999999999999,56.99999999999999,39.49999999999999,49.0,85.0,94.0,60.0,62.0,50.0,27.0,36.99999999999999,57.0,41.0,66.99999999999999,39.0,52.0,62.0,35.0,20.0,73.99999999999999,34.99999999999999,75.99999999999999,21.0,54.99999999999999,101.0,38.0,44.0,26.999999999999996,71.99999999999999,58.99999999999999,55.0,61.0,29.0,97.99999999999999,89.0,66.0,52.0,32.0,37.99999999999999,83.99999999999999,44.99999999999999,62.99999999999999,41.0,33.0,62.0,39.0,20.0,21.999999999999996,67.0,40.99999999999999,25.0,57.0,55.0,46.0,55.0,31.0,49.99999999999999,41.0,34.0,36.0,21.0,24.0,40.0,32.0,29.0,25.999999999999996,78.99999999999999,58.99999999999999,42.0,36.0,41.99999999999999,24.999999999999996,56.0,73.0,51.99999999999999,33.99999999999999,27.0,37.99999999999999,63.0,62.0,37.0,28.0,58.0,40.0,0.0,46.0,42.99999999999999,44.0
R_Vin7.jpg_persistence.pkl,43.99999999999999,58.0,58.0,47.99999999999999,62.0,34.0,56.99999999999999,59.0,65.99999999999999,36.0,49.0,46.99999999999999,40.5,36.99999999999999,64.0,65.5,50.0,71.0,39.0,40.0,38.0,46.0,31.0,45.0,62.0,41.99999999999999,31.0,44.0,39.0,37.99999999999999,36.99999999999999,49.0,24.999999999999996,45.0,47.0,42.0,58.0,45.0,37.5,39.0,41.0,40.0,29.0,28.0,33.99999999999999,60.0,54.0,44.0,30.0,45.0,39.0,44.0,50.0,40.0,42.0,32.0,31.999999999999996,58.99999999999999,39.99999999999999,36.0,41.99999999999999,27.0,40.0,32.99999999999999,40.99999999999999,26.0,23.0,38.0,23.0,48.0,51.0,61.0,58.0,51.99999999999999,59.0,60.0,60.0,56.0,53.0,41.5,34.0,41.0,36.99999999999999,38.0,26.999999999999996,41.0,33.99999999999999,38.0,33.99999999999999,61.0,32.0,33.0,28.0,35.99999999999999,45.0,29.0,46.0,0.0,33.99999999999999,25.0
R_Vin8.jpeg_persistence.pkl,26.0,41.99999999999999,45.0,28.999999999999996,53.99999999999999,27.999999999999996,33.0,74.0,41.99999999999999,24.0,42.99999999999999,26.0,35.0,42.0,54.0,39.99999999999999,57.0,85.0,45.99999999999999,36.0,40.0,30.0,22.0,40.99999999999999,33.99999999999999,52.99999999999999,28.0,34.0,48.0,20.0,34.0,61.0,25.0,47.0,39.5,40.0,77.99999999999999,32.0,29.999999999999996,31.0,61.0,45.0,43.0,47.0,40.0,73.99999999999999,81.0,52.0,38.0,26.0,33.0,48.99999999999999,35.0,48.0,26.0,16.0,40.0,45.0,32.99999999999999,27.999999999999996,56.0,30.0,35.99999999999999,41.99999999999999,41.99999999999999,34.0,44.0,20.0,44.0,26.0,37.0,37.0,57.0,34.0,37.0,54.0,37.0,32.0,65.0,44.99999999999999,32.0,26.999999999999996,31.999999999999996,37.0,41.0,58.0,39.0,23.0,39.0,50.99999999999999,48.0,50.0,30.0,31.0,47.0,31.999999999999996,42.99999999999999,33.99999999999999,0.0,27.999999999999996
R_Vin9.jpg_persistence.pkl,32.99999999999999,45.99999999999999,55.0,41.0,60.99999999999999,33.0,43.0,73.0,56.0,39.0,34.99999999999999,32.0,43.0,28.0,57.0,55.0,59.0,65.0,39.0,31.999999999999996,31.0,28.999999999999996,20.0,50.0,45.99999999999999,50.0,19.999999999999996,40.0,42.0,26.0,42.0,61.0,22.0,55.99999999999999,50.0,53.99999999999999,64.0,36.0,26.999999999999996,33.0,52.0,40.0,34.0,33.0,33.0,63.0,69.99999999999999,53.0,31.999999999999996,37.0,37.0,44.0,35.0,41.0,28.999999999999996,33.0,31.0,49.0,43.0,42.0,47.99999999999999,19.0,42.99999999999999,42.0,40.49999999999999,25.0,33.0,29.0,31.999999999999996,34.0,50.99999999999999,47.99999999999999,54.0,39.99999999999999,46.0,53.0,51.0,46.0,60.0,31.0,36.0,29.0,34.0,35.0,32.0,52.0,42.0,23.999999999999996,35.99999999999999,47.0,40.0,46.99999999999999,27.0,32.0,38.99999999999999,22.0,44.0,25.0,27.999999999999996,0.0
